actor_i,actor_j,presence_jaccard,rpa_jaccard,both_eu,both_nato,both_brics
China,Germany,0.6216216216216216,0.3333333333333333,False,False,False
China,Greece,0.08333333333333333,0.05555555555555555,False,False,False
China,Iceland,0.041666666666666664,0.0,False,False,False
China,India,0.6551724137931034,0.36363636363636365,False,False,True
China,Italy,0.5625,0.23076923076923078,False,False,False
China,Japan,0.5806451612903226,0.25,False,False,False
China,Kazakhstan,0.041666666666666664,0.0,False,False,False
China,Korea (DPRK),0.08333333333333333,0.11764705882352941,False,False,False
China,Korea (ROK),0.6551724137931034,0.2692307692307692,False,False,False
China,Malaysia,0.07692307692307693,0.0,False,False,False
China,Netherlands,0.53125,0.15384615384615385,False,False,False
China,New Zealand,0.5227272727272727,0.26666666666666666,False,False,False
China,Norway,0.5365853658536586,0.25,False,False,False
China,Peru,0.6,0.2,False,False,False
China,Poland,0.5,0.2727272727272727,False,False,False
China,Portugal,0.34615384615384615,0.09090909090909091,False,False,False
China,Romania,0.5,0.23809523809523808,False,False,False
China,Russian Federation,0.5675675675675675,0.2857142857142857,False,False,True
China,Slovakia,0.041666666666666664,0.0,False,False,False
China,South Africa,0.5294117647058824,0.34615384615384615,False,False,True
China,Spain,0.5151515151515151,0.28,False,False,False
China,Sweden,0.43333333333333335,0.14814814814814814,False,False,False
China,Switzerland,0.125,0.05263157894736842,False,False,False
China,Türkiye,0.4230769230769231,0.21052631578947367,False,False,False
China,Ukraine,0.4642857142857143,0.17391304347826086,False,False,False
China,United Kingdom,0.5853658536585366,0.39285714285714285,False,False,False
China,United States,0.5641025641025641,0.2,False,False,False
China,Uruguay,0.6774193548387096,0.36,False,False,False
China,Venezuela,0.11538461538461539,0.047619047619047616,False,False,False
Colombia,Czechia,0.25,0.23076923076923078,False,False,False
Colombia,Denmark,0.1,0.14285714285714285,False,False,False
Colombia,Ecuador,0.4090909090909091,0.35714285714285715,False,False,False
Colombia,Estonia,0.08333333333333333,0.1111111111111111,False,False,False
Colombia,Finland,0.2857142857142857,0.26666666666666666,False,False,False
Colombia,France,0.25,0.043478260869565216,False,False,False
Colombia,Germany,0.25,0.13636363636363635,False,False,False
Colombia,Greece,0.1,0.14285714285714285,False,False,False
Colombia,Iceland,0.1111111111111111,0.16666666666666666,False,False,False
Colombia,India,0.32,0.26666666666666666,False,False,False
Colombia,Italy,0.34615384615384615,0.23529411764705882,False,False,False
Colombia,Japan,0.36,0.26666666666666666,False,False,False
Colombia,Kazakhstan,0.1111111111111111,0.16666666666666666,False,False,False
Colombia,Korea (DPRK),0.0,0.0,False,False,False
Colombia,Korea (ROK),0.2692307692307692,0.2222222222222222,False,False,False
Colombia,Malaysia,0.4444444444444444,0.42857142857142855,False,False,False
Colombia,Netherlands,0.25925925925925924,0.11764705882352941,False,False,False
Colombia,New Zealand,0.18181818181818182,0.038461538461538464,False,False,False
Colombia,Norway,0.2,0.09090909090909091,False,False,False
Colombia,Peru,0.375,0.26666666666666666,False,False,False
Colombia,Poland,0.2857142857142857,0.13333333333333333,False,False,False
Colombia,Portugal,0.25,0.18181818181818182,False,False,False
Colombia,Romania,0.2631578947368421,0.25,False,False,False
Colombia,Russian Federation,0.19444444444444445,0.19047619047619047,False,False,False
Colombia,Slovakia,0.1111111111111111,0.16666666666666666,False,False,False
Colombia,South Africa,0.32142857142857145,0.14285714285714285,False,False,False
Colombia,Spain,0.2962962962962963,0.10526315789473684,False,False,False
Colombia,Sweden,0.21739130434782608,0.05263157894736842,False,False,False
Colombia,Switzerland,0.2,0.125,False,False,False
Colombia,Türkiye,0.375,0.5,False,False,False
Colombia,Ukraine,0.3,0.23076923076923078,False,False,False
Colombia,United Kingdom,0.21951219512195122,0.0,False,False,False
Colombia,United States,0.24324324324324326,0.041666666666666664,False,False,False
Colombia,Uruguay,0.32142857142857145,0.21052631578947367,False,False,False
Colombia,Venezuela,0.4,0.375,False,False,False
Czechia,Denmark,0.0,0.0,True,True,False
Czechia,Ecuador,0.32,0.15,False,False,False
Czechia,Estonia,0.25,0.2727272727272727,True,True,False
Czechia,Finland,0.3181818181818182,0.2777777777777778,True,True,False
Czechia,France,0.2702702702702703,0.16666666666666666,True,True,False
Czechia,Germany,0.2702702702702703,0.16,True,True,False
Czechia,Greece,0.08333333333333333,0.0,True,True,False
Czechia,Iceland,0.09090909090909091,0.0,False,True,False
