actor_a,actor_b,actor_c,actor_a_idx,actor_b_idx,actor_c_idx,regime_triplet,k_small,k_mid,k_large,union_topics,sum_support,coverage_efficiency,unique_topics,mean_pairwise_overlap,coverage_efficiency_null,mean_pairwise_overlap_null,coverage_efficiency_resid,mean_pairwise_overlap_resid
Russian Federation,Belarus,Türkiye,1,5,12,1-2-3,6,12,19,28,37,0.7567567567567568,21,0.18832616658703616,0.71023184734424,0.2117113588827211,0.046524909412516746,-0.023385192295684948
Russian Federation,Canada,Poland,1,6,7,1-2-3,6,11,19,26,36,0.7222222222222222,17,0.17905982905982906,0.7117426534677275,0.21057390601473994,0.010479568754494739,-0.031514076954910875
Russian Federation,Canada,Brazil,1,6,8,1-2-3,6,16,19,27,41,0.6585365853658537,16,0.2561728395061728,0.7069757889599694,0.21486213723838904,-0.04843920359411569,0.04131070226778377
Russian Federation,Canada,Portugal,1,6,9,1-1-3,6,7,19,25,32,0.78125,19,0.15727272727272726,0.7098175730123151,0.21325231764685787,0.07143242698768493,-0.05597959037413061
Russian Federation,Canada,Bulgaria,1,6,10,1-1-3,6,9,19,25,34,0.7352941176470589,18,0.20666666666666667,0.7112857601870503,0.21080228182128666,0.024008357460008622,-0.004135615154619993
Russian Federation,Canada,Venezuela,1,6,11,1-1-3,5,6,19,22,30,0.7333333333333333,17,0.25595238095238093,0.7111863854419398,0.21192567671502638,0.022146947891393487,0.04402670423735455
Russian Federation,Canada,Türkiye,1,6,12,1-1-3,6,6,19,24,31,0.7741935483870968,18,0.14262187088274045,0.7107372302960104,0.21278578086208705,0.06345631809108632,-0.0701639099793466
Russian Federation,Poland,Brazil,1,7,8,2-2-3,11,16,19,30,46,0.6521739130434783,17,0.2667141500474834,0.7040701768611107,0.2168320992951089,-0.05189626381763246,0.04988205075237448
Russian Federation,Poland,Portugal,1,7,9,1-2-3,7,11,19,29,37,0.7837837837837838,21,0.13128205128205128,0.7093319536617375,0.21284899014035236,0.07445183012204626,-0.08156693885830107
Russian Federation,Poland,Bulgaria,1,7,10,1-2-3,9,11,19,30,39,0.7692307692307693,23,0.17461538461538462,0.705981617288209,0.21579042715471816,0.06324915194256031,-0.041175042539333545
Russian Federation,Poland,Venezuela,1,7,11,1-2-3,5,11,19,27,35,0.7714285714285715,20,0.14652014652014653,0.711505564207781,0.21086119941256162,0.05992300722079047,-0.0643410528924151
Russian Federation,Poland,Türkiye,1,7,12,1-2-3,6,11,19,29,36,0.8055555555555556,22,0.10110089186176142,0.7117426534677275,0.21057390601473994,0.09381290208782811,-0.10947301415297851
