n_member_year_rows,n_members,n_years,n_transitions,same_region_rate,adjacent_or_same_rate,far_jump_rate,mean_from_dominant_share
830,44,46,527,0.5863377609108159,0.9734345351043643,0.026565464895635674,0.7101871348808314
