actor_a,actor_b,actor_c,actor_a_idx,actor_b_idx,actor_c_idx,regime_triplet,k_small,k_mid,k_large,union_topics,sum_support,coverage_efficiency,unique_topics,mean_pairwise_overlap,coverage_efficiency_null,mean_pairwise_overlap_null,coverage_efficiency_resid,mean_pairwise_overlap_resid,triplet_region_1_share_mean,triplet_region_2_share_mean,triplet_region_3_share_mean
New Zealand,United Kingdom,Colombia,0,9,32,1-3-3,6,21,22,36,49,0.7346938775510204,23,0.1418527708850289,0.7202890966927201,0.1724356187079508,0.0144047808583003,-0.0305828478229218,0.21868104487114218,0.3378199699145392,0.4434989852143185
New Zealand,United Kingdom,Bulgaria,0,9,33,1-3-3,9,21,22,38,52,0.7307692307692307,25,0.1635150166852057,0.6918022164893141,0.2055179608789752,0.0389670142799166,-0.0420029441937695,0.271245736522966,0.2852552782627154,0.4434989852143185
New Zealand,United Kingdom,Venezuela,0,9,34,1-3-3,5,21,22,36,48,0.75,24,0.1290322580645161,0.7219237896206399,0.1703966072436389,0.0280762103793601,-0.0413643491791227,0.25018694753103177,0.30631406725464966,0.4434989852143185
New Zealand,United Kingdom,Türkiye,0,9,35,1-3-3,6,21,22,35,49,0.7142857142857143,23,0.1813399503722084,0.7202890966927201,0.1724356187079508,-0.0060033824070058,0.0089043316642576,0.2524384901525019,0.30406252463317945,0.4434989852143185
New Zealand,Spain,Germany,0,10,11,2-2-3,15,19,21,37,55,0.6727272727272727,22,0.2391975308641975,0.6530547104623192,0.2535676928380017,0.0196725622649535,-0.0143701619738042,0.0795970174641193,0.4826194934408093,0.4377834890950713
New Zealand,Spain,Uruguay,0,10,12,2-2-3,15,17,21,38,53,0.7169811320754716,24,0.1855050505050505,0.6612760220574427,0.2476018616881777,0.0557051100180289,-0.0620968111831272,0.17391293192079163,0.4796430392332324,0.34644402884597597
New Zealand,Spain,Finland,0,10,13,2-2-3,13,15,21,34,49,0.6938775510204082,20,0.2194444444444444,0.6932439055622249,0.2151551600248854,0.0006336454581832,0.0042892844195589,0.1195408512408822,0.5077009302235395,0.3727582185355783
New Zealand,Spain,China,0,10,14,2-2-3,15,17,21,36,53,0.6792452830188679,21,0.2238888888888889,0.6612760220574427,0.2476018616881777,0.0179692609614251,-0.0237129727992888,0.11289204400618214,0.49621453310721125,0.39089342288660656
New Zealand,Spain,South Africa,0,10,15,2-2-3,15,18,21,38,54,0.7037037037037037,23,0.1886574074074074,0.6549223682648414,0.2523661912068862,0.0487813354388623,-0.0637087837994787,0.17101439782006145,0.4303242236316877,0.39866137854825073
New Zealand,Spain,India,0,10,16,2-2-3,13,15,21,36,49,0.7346938775510204,24,0.1686507936507936,0.6932439055622249,0.2151551600248854,0.0414499719887955,-0.0465043663740918,0.12491057548972763,0.520117604209279,0.3549718203009933
New Zealand,Spain,Italy,0,10,17,2-2-3,15,15,21,36,51,0.7058823529411765,23,0.2097826086956521,0.6828258430158477,0.2259622002028005,0.0230565099253288,-0.0161795915071484,0.16997624779698975,0.4033768014297567,0.4266469507732535
New Zealand,Spain,Czechia,0,10,18,2-2-3,10,15,21,33,46,0.717391304347826,21,0.1891025641025641,0.7051250669498413,0.2045384457198979,0.0122662373979847,-0.0154358816173338,0.11539744880900556,0.48840441564568965,0.39619813554530475
New Zealand,Spain,Belgium,0,10,19,2-2-3,14,15,21,34,50,0.68,18,0.2032828282828283,0.6911911555867136,0.2171343625599667,-0.0111911555867135,-0.0138515342771384,0.16628024410158448,0.44855995664085424,0.3851597992575612
New Zealand,Spain,Netherlands,0,10,20,2-2-3,13,15,21,34,49,0.6938775510204082,20,0.204004329004329,0.6932439055622249,0.2151551600248854,0.0006336454581832,-0.0111508310205564,0.09860600535104486,0.49001770242345116,0.4113762922255038
New Zealand,Spain,Belarus,0,10,21,2-2-3,12,15,21,36,48,0.75,24,0.1424074074074074,0.6937076841343999,0.2151211053701091,0.0562923158656001,-0.0727136979627016,0.0929965375752164,0.5394913651413734,0.3675120972834102
New Zealand,Spain,Canada,0,10,22,1-2-3,6,15,21,34,42,0.8095238095238095,26,0.110042735042735,0.7579050214171031,0.1518888357459786,0.0516187881067063,-0.0418461007032436,0.30030263278304725,0.355996355772719,0.34370101144423365
New Zealand,Spain,Australia,0,10,23,2-3-3,15,20,21,37,56,0.6607142857142857,20,0.2325268817204301,0.6534659424420318,0.2531127968166621,0.0072483432722538,-0.020585915096232,0.12767618328462704,0.3441359572776433,0.5281878594377297
New Zealand,Spain,Argentina,0,10,24,2-2-3,15,16,21,38,52,0.7307692307692307,25,0.17375,0.6682670038148522,0.2391278768529748,0.0625022269543785,-0.0653778768529748,0.15681852291391077,0.39847439059276324,0.44470708649332585
New Zealand,Spain,Peru,0,10,25,1-2-3,13,15,21,37,49,0.7551020408163265,26,0.1585748792270531,0.6932439055622249,0.2151551600248854,0.0618581352541015,-0.0565802807978323,0.2827920778359467,0.3735069107198195,0.34370101144423365
New Zealand,Spain,Poland,0,10,26,2-2-3,11,15,21,34,47,0.723404255319149,23,0.203395061728395,0.7010177638576772,0.2082053304078052,0.0223864914614717,-0.0048102686794102,0.11062231828037135,0.5221755619905001,0.3672021197291284
New Zealand,Spain,Chile,0,10,27,2-2-3,13,15,21,35,49,0.7142857142857143,23,0.204004329004329,0.6932439055622249,0.2151551600248854,0.0210418087234893,-0.0111508310205564,0.14140545843640523,0.4891609694000199,0.3694335721635747
New Zealand,Spain,Brazil,0,10,28,2-2-3,15,16,21,38,52,0.7307692307692307,25,0.1702853598014888,0.6682670038148522,0.2391278768529748,0.0625022269543785,-0.0688425170514859,0.1458795635605998,0.5084272782340445,0.34569315820535557
New Zealand,Spain,Romania,0,10,29,2-2-3,9,15,21,33,45,0.7333333333333333,22,0.180668016194332,0.7152879333150236,0.1947125409342976,0.0180454000183096,-0.0140445247399656,0.17753643820057807,0.4787625503551882,0.34370101144423365
New Zealand,Spain,Ecuador,0,10,30,2-2-3,13,15,21,36,49,0.7346938775510204,24,0.177020202020202,0.6932439055622249,0.2151551600248854,0.0414499719887955,-0.0381349580046834,0.1751169306132527,0.45704014803477283,0.36784292135197444
New Zealand,Spain,Portugal,0,10,31,1-2-3,7,15,21,34,43,0.7906976744186046,25,0.1199392712550607,0.7525350531587918,0.1549077651788502,0.0381626212598128,-0.0349684939237894,0.3143978755221702,0.2815420700522597,0.4040600544255701
New Zealand,Spain,Colombia,0,10,32,1-2-3,6,15,21,35,42,0.8333333333333334,28,0.089574898785425,0.7579050214171031,0.1518888357459786,0.0754283119162302,-0.0623139369605535,0.27531314962755854,0.3809858389282077,0.34370101144423365
New Zealand,Spain,Bulgaria,0,10,33,1-2-3,9,15,21,35,45,0.7777777777777778,25,0.1408802177858439,0.7152879333150236,0.1947125409342976,0.0624898444627541,-0.0538323231484537,0.32787784127938235,0.3284211472763839,0.34370101144423365
New Zealand,Spain,Venezuela,0,10,34,1-2-3,5,15,21,34,41,0.8292682926829268,27,0.1004901960784313,0.7597052231409249,0.1508240420482096,0.0695630695420018,-0.0503338459697782,0.3068190522874481,0.34947993626831814,0.34370101144423365
New Zealand,Spain,Türkiye,0,10,35,1-2-3,6,15,21,35,42,0.8333333333333334,28,0.085,0.7579050214171031,0.1518888357459786,0.0754283119162302,-0.0668888357459786,0.30907059490891825,0.34722839364684804,0.34370101144423365
New Zealand,Germany,Uruguay,0,11,12,2-2-3,17,19,21,38,57,0.6666666666666666,22,0.2420759317311041,0.6307306938761876,0.2809423688849237,0.035935972790479,-0.0388664371538195,0.13541612661246308,0.5083326858724294,0.3562511875151075
New Zealand,Germany,Finland,0,11,13,2-2-3,13,19,21,37,53,0.6981132075471698,25,0.2324786324786324,0.6616177113312963,0.2434985051064599,0.0364954962158734,-0.0110198726278274,0.08104404593255364,0.5363905768627365,0.3825653772047098
New Zealand,Germany,China,0,11,14,2-2-3,17,19,21,34,57,0.5964912280701754,15,0.3111111111111111,0.6307306938761876,0.2809423688849237,-0.0342394658060122,0.0301687422261874,0.07439523869785357,0.5249041797464082,0.40070058155573807
New Zealand,Germany,South Africa,0,11,15,2-2-3,18,19,21,35,58,0.603448275862069,16,0.3074845679012345,0.6282700068868392,0.2843022988900794,-0.0248217310247702,0.0231822690111551,0.1325175925117329,0.4590138702708848,0.40846853721738224
New Zealand,Germany,India,0,11,16,2-2-3,13,19,21,34,53,0.6415094339622641,17,0.2442680776014109,0.6616177113312963,0.2434985051064599,-0.0201082773690322,0.000769572494951,0.08641377018139906,0.548807250848476,0.3647789789701248
New Zealand,Germany,Italy,0,11,17,2-2-3,15,19,21,34,55,0.6181818181818182,16,0.2803418803418803,0.6530547104623192,0.2535676928380017,-0.034872892280501,0.0267741875038786,0.1314794424886612,0.4320664480689537,0.436454109442385
New Zealand,Germany,Czechia,0,11,18,2-2-3,10,19,21,34,50,0.68,21,0.2285470085470085,0.6847733651896724,0.2177885061905202,-0.0047733651896723,0.0107585023564883,0.076900643500677,0.5170940622848867,0.40600529421443626
New Zealand,Germany,Belgium,0,11,19,2-2-3,14,19,21,36,54,0.6666666666666666,20,0.2261904761904762,0.658450433393111,0.2466124982784568,0.0082162332735555,-0.0204220220879806,0.12778343879325593,0.4772496032800513,0.39496695792669273
New Zealand,Germany,Netherlands,0,11,20,2-2-3,13,19,21,34,53,0.6415094339622641,18,0.2594627594627594,0.6616177113312963,0.2434985051064599,-0.0201082773690322,0.0159642543562995,0.060109200042716304,0.5187073490626483,0.4211834508946353
New Zealand,Germany,Belarus,0,11,21,2-2-3,12,19,21,33,52,0.6346153846153846,17,0.2651851851851852,0.665536286581836,0.2396412816940641,-0.0309209019664513,0.025543903491121,0.05449973226688783,0.5681810117805705,0.37731925595254173
New Zealand,Germany,Canada,0,11,22,1-2-3,6,19,21,33,46,0.717391304347826,21,0.1693861693861693,0.7271060227243591,0.1655069447035556,-0.009714718376533,0.0038792246826137,0.2618058274747187,0.38468600241191603,0.35350817011336516
New Zealand,Germany,Australia,0,11,23,2-3-3,19,20,21,35,60,0.5833333333333334,13,0.3046594982078853,0.6276759190239638,0.2855933656176834,-0.0443425856906304,0.0190661325902019,0.08917937797629848,0.3728256039168403,0.5379950181068612
New Zealand,Germany,Argentina,0,11,24,2-2-3,16,19,21,37,56,0.6607142857142857,19,0.21875,0.6372383420765696,0.2728335961545525,0.0234759436377161,-0.0540835961545525,0.1183217176055822,0.4271640372319603,0.45451424516245736
New Zealand,Germany,Peru,0,11,25,1-2-3,13,19,21,36,53,0.6792452830188679,22,0.2324786324786324,0.6616177113312963,0.2434985051064599,0.0176275716875715,-0.0110198726278274,0.24429527252761815,0.40219655735901655,0.35350817011336516
New Zealand,Germany,Poland,0,11,26,2-2-3,11,19,21,33,51,0.6470588235294118,17,0.2395061728395061,0.6743568602409176,0.2298349771353657,-0.0272980367115057,0.0096711957041404,0.0721255129720428,0.5508652086296971,0.37700927839825993
New Zealand,Germany,Chile,0,11,27,2-2-3,13,19,21,32,53,0.6037735849056604,13,0.2758730158730159,0.6616177113312963,0.2434985051064599,-0.0578441264256359,0.0323745107665559,0.10290865312807666,0.517850616039217,0.3792407308327062
New Zealand,Germany,Brazil,0,11,28,2-2-3,16,19,21,37,56,0.6607142857142857,21,0.2445927573847484,0.6372383420765696,0.2728335961545525,0.0234759436377161,-0.028240838769804,0.10738275825227123,0.5371169248732416,0.3555003168744871
New Zealand,Germany,Romania,0,11,29,2-2-3,9,19,21,35,49,0.7142857142857143,23,0.188034188034188,0.6955896666818765,0.2041347217433873,0.0186960476038378,-0.0161005337091992,0.1390396328922495,0.5074521969943853,0.35350817011336516
New Zealand,Germany,Ecuador,0,11,30,2-2-3,13,19,21,37,53,0.6981132075471698,22,0.1900383141762452,0.6616177113312963,0.2434985051064599,0.0364954962158734,-0.0534601909302147,0.13662012530492415,0.4857297946739698,0.37765008002110595
New Zealand,Germany,Portugal,0,11,31,1-2-3,7,19,21,33,47,0.7021276595744681,20,0.1802303976217019,0.7221748608689613,0.1708262715640571,-0.0200472012944932,0.0094041260576448,0.27590107021384164,0.3102317166914567,0.4138672130947016
New Zealand,Germany,Colombia,0,11,32,1-2-3,6,19,21,33,46,0.717391304347826,21,0.1693861693861693,0.7271060227243591,0.1655069447035556,-0.009714718376533,0.0038792246826137,0.23681634431922996,0.4096754855674048,0.35350817011336516
New Zealand,Germany,Bulgaria,0,11,33,1-2-3,9,19,21,37,49,0.7551020408163265,25,0.13495104299702,0.6955896666818765,0.2041347217433873,0.0595123741344499,-0.0691836787463672,0.2893810359710538,0.3571107939155809,0.35350817011336516
New Zealand,Germany,Venezuela,0,11,34,1-2-3,5,19,21,34,45,0.7555555555555555,23,0.1256038647342995,0.7296247023090291,0.1632779847092248,0.0259308532465264,-0.0376741199749253,0.26832224697911955,0.3781695829075152,0.35350817011336516
New Zealand,Germany,Türkiye,0,11,35,1-2-3,6,19,21,33,46,0.717391304347826,21,0.1667632850241545,0.7271060227243591,0.1655069447035556,-0.009714718376533,0.0012563403205989,0.2705737896005897,0.3759180402860451,0.35350817011336516
New Zealand,Uruguay,Finland,0,12,13,2-2-3,13,17,21,36,51,0.7058823529411765,24,0.2378066378066378,0.6690003013732505,0.2387705837701523,0.036882051567926,-0.0009639459635145,0.17535996038922597,0.5334141226551595,0.29122591695561445
New Zealand,Uruguay,China,0,12,14,2-2-3,17,17,21,36,55,0.6545454545454545,20,0.2593939393939394,0.6353103658199682,0.2754115496098224,0.0192350887254862,-0.0160176102158829,0.1687111531545259,0.5219277255388314,0.30936112130664273
New Zealand,Uruguay,South Africa,0,12,15,2-2-3,17,18,21,39,56,0.6964285714285714,26,0.2388063325563325,0.6331048603051034,0.2775795320513833,0.063323711123468,-0.0387731994950507,0.22683350696840524,0.4560374160633079,0.3171290769682869
New Zealand,Uruguay,India,0,12,16,2-2-3,13,17,21,34,51,0.6666666666666666,18,0.2233828972959407,0.6690003013732505,0.2387705837701523,-0.0023336347065838,-0.0153876864742115,0.1807296846380714,0.5458307966408992,0.2734395187210295
New Zealand,Uruguay,Italy,0,12,17,2-2-3,15,17,21,35,53,0.660377358490566,18,0.2282828282828282,0.6612760220574427,0.2476018616881777,-0.0008986635668767,-0.0193190334053494,0.22579535694533356,0.4290899938613768,0.34511464919328966
New Zealand,Uruguay,Czechia,0,12,18,2-2-3,10,17,21,35,48,0.7291666666666666,24,0.1903651903651903,0.686534231312013,0.2201788122731829,0.0426324353546536,-0.0298136219079925,0.17121655795734933,0.5141176080773099,0.3146658339653409
New Zealand,Uruguay,Belgium,0,12,19,2-2-3,14,17,21,37,52,0.7115384615384616,24,0.2032828282828283,0.6648086601316282,0.2421580740865329,0.0467298014068333,-0.0388752458037046,0.22209935324992824,0.47427314907247436,0.3036274976775974
New Zealand,Uruguay,Netherlands,0,12,20,2-2-3,13,17,21,36,51,0.7058823529411765,24,0.2233828972959407,0.6690003013732505,0.2387705837701523,0.036882051567926,-0.0153876864742115,0.15442511449938864,0.5157308948550713,0.32984399064554004
New Zealand,Uruguay,Belarus,0,12,21,2-2-3,12,17,21,36,50,0.72,24,0.194023569023569,0.6699099874816368,0.2386524165939847,0.0500900125183632,-0.0446288475704156,0.14881564672356015,0.5652045575729935,0.2859797957034464
New Zealand,Uruguay,Canada,0,12,22,1-2-3,6,17,21,33,44,0.75,23,0.1809726221490927,0.7344819246285613,0.1616516990544346,0.0155180753714386,0.019320923094658,0.35612174193139107,0.3817095482043391,0.2621687098642699
New Zealand,Uruguay,Australia,0,12,23,2-3-3,17,20,21,37,58,0.6379310344827587,18,0.2499859552139863,0.6305697032304761,0.2805128229034806,0.0073613312522825,-0.0305268676894942,0.1834952924329708,0.36984914970926336,0.44665555785776584
New Zealand,Uruguay,Argentina,0,12,24,2-2-3,16,17,21,40,54,0.7407407407407407,27,0.1621121933621933,0.6470100908488671,0.2610682335392243,0.0937306498918736,-0.0989560401770309,0.21263763206225453,0.42418758302438336,0.36317478491336214
New Zealand,Uruguay,Peru,0,12,25,1-2-3,13,17,21,34,51,0.6666666666666666,19,0.2616161616161616,0.6690003013732505,0.2387705837701523,-0.0023336347065838,0.0228455778460092,0.3386111869842905,0.3992201031514397,0.2621687098642699
New Zealand,Uruguay,Poland,0,12,26,2-2-3,11,17,21,35,49,0.7142857142857143,21,0.1677890011223344,0.6783244467450398,0.2304942293512674,0.0359612675406745,-0.0627052282289329,0.16644142742871512,0.5478887544221203,0.28566981814916464
New Zealand,Uruguay,Chile,0,12,27,2-2-3,13,17,21,36,51,0.7058823529411765,23,0.2052669552669552,0.6690003013732505,0.2387705837701523,0.036882051567926,-0.0335036285031971,0.19722456758474902,0.51487416183164,0.287901270583611
New Zealand,Uruguay,Brazil,0,12,28,2-2-3,16,17,21,37,54,0.6851851851851852,23,0.2400211795373086,0.6470100908488671,0.2610682335392243,0.0381750943363181,-0.0210470540019157,0.20169867270894357,0.5341404706656646,0.2641608566253918
New Zealand,Uruguay,Romania,0,12,29,2-2-3,9,17,21,34,47,0.723404255319149,23,0.2017871017871018,0.6968957698465956,0.2056778969176728,0.0265084854725533,-0.003890795130571,0.23335554734892183,0.5044757427868084,0.2621687098642699
New Zealand,Uruguay,Ecuador,0,12,30,2-2-3,13,17,21,37,51,0.7254901960784313,24,0.1782828282828283,0.6690003013732505,0.2387705837701523,0.0564898947051808,-0.060487755487324,0.2309360397615965,0.4827533404663929,0.2863106197720106
New Zealand,Uruguay,Portugal,0,12,31,1-2-3,7,17,21,35,45,0.7777777777777778,25,0.1237651237651237,0.7310464992610192,0.1663016744503263,0.0467312785167586,-0.0425365506852025,0.37021698467051395,0.30725526248387985,0.32252775284560625
New Zealand,Uruguay,Colombia,0,12,32,1-2-3,6,17,21,34,44,0.7727272727272727,24,0.1335010019220545,0.7344819246285613,0.1616516990544346,0.0382453480987113,-0.0281506971323801,0.3311322587759023,0.40669903135982793,0.2621687098642699
New Zealand,Uruguay,Bulgaria,0,12,33,1-2-3,9,17,21,35,47,0.7446808510638298,23,0.1619993033786137,0.6968957698465956,0.2056778969176728,0.0477850812172341,-0.043678593539059,0.3836969504277261,0.35413433970800406,0.2621687098642699
New Zealand,Uruguay,Venezuela,0,12,34,1-2-3,5,17,21,34,43,0.7906976744186046,25,0.1245791245791245,0.7359207010652395,0.1600454829922266,0.054776973353365,-0.0354663584131021,0.36263816143579186,0.3751931286999383,0.2621687098642699
New Zealand,Uruguay,Türkiye,0,12,35,1-2-3,6,17,21,34,44,0.7727272727272727,25,0.1473471557682084,0.7344819246285613,0.1616516990544346,0.0382453480987113,-0.0143045432862262,0.364889704057262,0.37294158607846817,0.2621687098642699
New Zealand,Finland,China,0,13,14,2-2-3,13,17,21,35,51,0.6862745098039216,22,0.2347826086956521,0.6690003013732505,0.2387705837701523,0.017274208430671,-0.0039879750745001,0.11433907247461646,0.5499856165291385,0.3356753109962451
New Zealand,Finland,South Africa,0,13,15,2-2-3,13,18,21,38,52,0.7307692307692307,26,0.1814636752136752,0.6624180387404994,0.2434671663311346,0.0683511920287313,-0.0620034911174594,0.1724614262884958,0.4840953070536149,0.34344326665788927
New Zealand,Finland,India,0,13,16,2-2-3,13,13,21,32,47,0.6808510638297872,18,0.2158730158730158,0.6994085983530295,0.2090167352776629,-0.0185575345232422,0.0068562805953529,0.12635760395816198,0.5738886876312063,0.2997537084106318
New Zealand,Finland,Italy,0,13,17,2-2-3,13,15,21,35,49,0.7142857142857143,22,0.1835748792270531,0.6932439055622249,0.2151551600248854,0.0210418087234893,-0.0315802807978323,0.1714232762654241,0.4571478848516839,0.37142883888289197
New Zealand,Finland,Czechia,0,13,18,2-2-3,10,13,21,31,44,0.7045454545454546,19,0.2011396011396011,0.7170879285821777,0.1951881608950401,-0.0125424740367231,0.005951440244561,0.11684447727743989,0.5421754990676169,0.34098002365494323
New Zealand,Finland,Belgium,0,13,19,2-2-3,13,14,21,33,48,0.6875,19,0.2166666666666666,0.7031954277757972,0.2054527945581484,-0.0156954277757972,0.0112138721085182,0.16772727257001882,0.5023310400627814,0.3299416873671997
New Zealand,Finland,Netherlands,0,13,20,2-2-3,13,13,21,33,47,0.7021276595744681,21,0.2158730158730158,0.6994085983530295,0.2090167352776629,0.0027190612214386,0.0068562805953529,0.1000530338194792,0.5437887858453784,0.35615818033514235
New Zealand,Finland,Belarus,0,13,21,2-2-3,12,13,21,32,46,0.6956521739130435,20,0.2237816764132553,0.708166364135989,0.2012731659331,-0.0125141902229455,0.0225085104801552,0.09444356604365073,0.5932624485633006,0.3122939853930487
New Zealand,Finland,Canada,0,13,22,1-2-3,6,13,21,31,40,0.775,23,0.1763125763125763,0.7617992553597771,0.1554160130771884,0.0132007446402229,0.0208965632353879,0.3017496612514816,0.40976743919464614,0.2884828995538722
New Zealand,Finland,Australia,0,13,23,2-3-3,13,20,21,38,54,0.7037037037037037,23,0.1853046594982078,0.6621347651071342,0.2427523442703703,0.0415689385965695,-0.0574476847721624,0.12912321175306138,0.39790704069957045,0.47296974754736815
New Zealand,Finland,Argentina,0,13,24,2-2-3,13,16,21,38,50,0.76,26,0.1349893162393162,0.6807389727007749,0.2273571360071912,0.0792610272992251,-0.092367819767875,0.1582655513823451,0.45224547401469045,0.38948897460296444
New Zealand,Finland,Peru,0,13,25,1-2-3,13,13,21,34,47,0.723404255319149,23,0.2116959064327485,0.6994085983530295,0.2090167352776629,0.0239956569661194,0.0026791711550855,0.28423910630438104,0.4272779941417468,0.2884828995538722
New Zealand,Finland,Poland,0,13,26,2-2-3,11,13,21,34,45,0.7555555555555555,23,0.1364758698092031,0.7156693152804021,0.1945880100556734,0.0398862402751534,-0.0581121402464702,0.1120693467488057,0.5759466454124272,0.31198400783876695
New Zealand,Finland,Chile,0,13,27,2-2-3,13,13,21,34,47,0.723404255319149,21,0.1593512767425811,0.6994085983530295,0.2090167352776629,0.0239956569661194,-0.0496654585350818,0.14285248690483957,0.5429320528219471,0.31421546027321323
New Zealand,Finland,Brazil,0,13,28,2-2-3,13,16,21,34,50,0.68,20,0.2359447004608295,0.6807389727007749,0.2273571360071912,-0.0007389727007748,0.0085875644536382,0.14732659202903411,0.5621983616559717,0.2904750463149941
New Zealand,Finland,Romania,0,13,29,2-2-3,9,13,21,30,43,0.6976744186046512,18,0.2207264957264957,0.7278604464673754,0.1843038203918837,-0.0301860278627241,0.0364226753346119,0.1789834666690124,0.5325336337771155,0.2884828995538722
New Zealand,Finland,Ecuador,0,13,30,2-2-3,13,13,21,34,47,0.723404255319149,21,0.1682539682539682,0.6994085983530295,0.2090167352776629,0.0239956569661194,-0.0407627670236946,0.17656395908168707,0.5108112314567,0.3126248094616129
New Zealand,Finland,Portugal,0,13,31,1-2-3,7,13,21,32,41,0.7804878048780488,24,0.1534188034188034,0.7628530277984708,0.1542353258185775,0.017634777079578,-0.0008165223997741,0.31584490399060455,0.3353131534741869,0.34884194253520856
New Zealand,Finland,Colombia,0,13,32,1-2-3,6,13,21,31,40,0.775,22,0.1461538461538461,0.7617992553597771,0.1554160130771884,0.0132007446402229,-0.0092621669233422,0.2767601780959929,0.4347569223501349,0.2884828995538722
New Zealand,Finland,Bulgaria,0,13,33,1-2-3,9,13,21,32,43,0.7441860465116279,21,0.1809386973180076,0.7278604464673754,0.1843038203918837,0.0163256000442525,-0.003365123073876,0.32932486974781666,0.38219223069831115,0.2884828995538722
New Zealand,Finland,Venezuela,0,13,34,1-2-3,5,13,21,31,39,0.7948717948717948,23,0.1396825396825396,0.760804357389989,0.1576229667443649,0.0340674374818058,-0.0179404270618252,0.3082660807558824,0.4032510196902454,0.2884828995538722
New Zealand,Finland,Türkiye,0,13,35,1-2-3,6,13,21,31,40,0.775,23,0.16,0.7617992553597771,0.1554160130771884,0.0132007446402229,0.0045839869228116,0.31051762337735256,0.4009994770687752,0.2884828995538722
New Zealand,China,South Africa,0,14,15,2-2-3,17,18,21,35,56,0.625,17,0.2771901709401709,0.6331048603051034,0.2775795320513833,-0.0081048603051033,-0.0003893611112123,0.1658126190537957,0.4726089099372867,0.36157847100891755
New Zealand,China,India,0,14,16,2-2-3,13,17,21,33,51,0.6470588235294118,19,0.2815295815295815,0.6690003013732505,0.2387705837701523,-0.0219414778438387,0.0427589977594291,0.11970879672346191,0.562402290514878,0.31788891276166004
New Zealand,China,Italy,0,14,17,2-2-3,15,17,21,35,53,0.660377358490566,19,0.2324786324786324,0.6612760220574427,0.2476018616881777,-0.0008986635668767,-0.0151232292095453,0.16477446903072404,0.4456614877353557,0.38956404323392024
New Zealand,China,Czechia,0,14,18,2-2-3,10,17,21,34,48,0.7083333333333334,23,0.2109624674842066,0.686534231312013,0.2201788122731829,0.0217991020213204,-0.0092163447889762,0.11019567004273982,0.5306891019512886,0.3591152280059715
New Zealand,China,Belgium,0,14,19,2-2-3,14,17,21,35,52,0.6730769230769231,21,0.2416666666666667,0.6648086601316282,0.2421580740865329,0.0082682629452949,-0.0004914074198662,0.16107846533531875,0.4908446429464532,0.348076891718228
New Zealand,China,Netherlands,0,14,20,2-2-3,13,17,21,34,51,0.6666666666666666,18,0.2115995115995116,0.6690003013732505,0.2387705837701523,-0.0023336347065838,-0.0271710721706407,0.09340422658477913,0.5323023887290502,0.3742933846861706
New Zealand,China,Belarus,0,14,21,2-2-3,12,17,21,35,50,0.7,23,0.2162962962962963,0.6699099874816368,0.2386524165939847,0.0300900125183631,-0.0223561202976884,0.08779475880895066,0.5817760514469724,0.3304291897440769
New Zealand,China,Canada,0,14,22,1-2-3,6,17,21,33,44,0.75,23,0.1517094017094017,0.7344819246285613,0.1616516990544346,0.0155180753714386,-0.0099422973450329,0.2951008540167815,0.3982810420783179,0.30661810390490046
New Zealand,China,Australia,0,14,23,2-3-3,17,20,21,35,58,0.603448275862069,15,0.2883697935978247,0.6305697032304761,0.2805128229034806,-0.0271214273684071,0.0078569706943441,0.1224744045183613,0.38642064358324224,0.49110495189839637
New Zealand,China,Argentina,0,14,24,2-2-3,16,17,21,37,54,0.6851851851851852,23,0.2307158119658119,0.6470100908488671,0.2610682335392243,0.0381750943363181,-0.0303524215734123,0.15161674414764503,0.44075907689836225,0.4076241789539927
New Zealand,China,Peru,0,14,25,1-2-3,13,17,21,36,51,0.7058823529411765,23,0.2,0.6690003013732505,0.2387705837701523,0.036882051567926,-0.0387705837701523,0.27759029906968097,0.4157915970254185,0.30661810390490046
New Zealand,China,Poland,0,14,26,2-2-3,11,17,21,33,49,0.673469387755102,20,0.2415263748597081,0.6783244467450398,0.2304942293512674,-0.0048550589899377,0.0110321455084407,0.10542053951410563,0.5644602482960991,0.3301192121897952
New Zealand,China,Chile,0,14,27,2-2-3,13,17,21,35,51,0.6862745098039216,23,0.2436507936507936,0.6690003013732505,0.2387705837701523,0.017274208430671,0.0048802098806412,0.1362036796701395,0.5314456557056189,0.3323506646242415
New Zealand,China,Brazil,0,14,28,2-2-3,16,17,21,36,54,0.6666666666666666,22,0.2600716845878136,0.6470100908488671,0.2610682335392243,0.0196565758177995,-0.0009965489514106,0.14067778479433404,0.5507119645396436,0.3086102506660224
New Zealand,China,Romania,0,14,29,2-2-3,9,17,21,33,47,0.7021276595744681,22,0.2195360195360195,0.6968957698465956,0.2056778969176728,0.0052318897278724,0.0138581226183467,0.17233465943431234,0.5210472366607872,0.30661810390490046
New Zealand,China,Ecuador,0,14,30,2-2-3,13,17,21,35,51,0.6862745098039216,21,0.2166666666666666,0.6690003013732505,0.2387705837701523,0.017274208430671,-0.0221039171034856,0.16991515184698694,0.4993248343403718,0.3307600138126412
New Zealand,China,Portugal,0,14,31,1-2-3,7,17,21,34,45,0.7555555555555555,24,0.1448329448329448,0.7310464992610192,0.1663016744503263,0.0245090562945363,-0.0214687296173814,0.3091960967559045,0.3238267563578587,0.36697714688623684
