time_unit,window_size,period_index,period_end,period_start,member,k_active,dominant_region,dominant_region_share,region_1_share,region_2_share,region_3_share
year,5,19,1984,1980,Argentina,7,3,0.40734162226169335,0.19715808170515098,0.3955002960331558,0.40734162226169335
year,5,20,1985,1981,Argentina,8,2,0.48162846234346174,0.2517829282274028,0.48162846234346174,0.2665886094291356
year,5,21,1986,1982,Argentina,4,2,0.7594548911895204,0.20394041833931967,0.7594548911895204,0.03660469047115992
year,5,22,1987,1983,Argentina,6,1,0.4525755190926928,0.4525755190926928,0.43694344423122533,0.11048103667608182
year,5,23,1988,1984,Argentina,6,1,0.4840466926070039,0.4840466926070039,0.37587548638132295,0.14007782101167315
year,5,24,1989,1985,Argentina,6,2,0.4580184718723762,0.4076406381192275,0.4580184718723762,0.1343408900083963
year,5,25,1990,1986,Argentina,5,2,0.5601946721311476,0.3127561475409836,0.5601946721311476,0.12704918032786885
year,5,26,1991,1987,Argentina,6,1,0.7114187586635328,0.7114187586635328,0.22314591300170242,0.06543532833476494
year,5,27,1992,1988,Argentina,5,1,0.5087110685080157,0.5087110685080157,0.4912889314919842,0.0
year,5,28,1993,1989,Argentina,5,1,0.5087110685080157,0.5087110685080157,0.4912889314919842,0.0
year,5,29,1994,1990,Argentina,9,2,0.8443160255304467,0.15568397446955323,0.8443160255304467,0.0
year,5,30,1995,1991,Argentina,7,2,0.865911690164556,0.134088309835444,0.865911690164556,0.0
year,5,31,1996,1992,Argentina,7,2,0.9238598534531886,0.07527003215785368,0.9238598534531886,0.0008701143889578044
year,5,32,1997,1993,Argentina,9,2,0.9177536125643757,0.06103316795897437,0.9177536125643757,0.02121321947664987
year,5,33,1998,1994,Argentina,11,2,0.9037570310515632,0.05372855213920805,0.9037570310515632,0.0425144168092287
year,5,34,1999,1995,Argentina,9,2,0.7948444328651504,0.08087662939087463,0.7948444328651504,0.12427893774397505
year,5,35,2000,1996,Argentina,7,2,0.7629627526580471,0.11315848491198754,0.7629627526580471,0.12387876242996529
year,5,36,2001,1997,Argentina,9,3,0.6229749867993639,0.06669513687975571,0.3103298763208803,0.6229749867993639
year,5,37,2002,1998,Argentina,7,3,0.6671843201615348,0.09968630616062302,0.2331293736778421,0.6671843201615348
year,5,38,2003,1999,Argentina,9,3,0.7734149212473403,0.10876760732945756,0.1178174714232021,0.7734149212473403
year,5,39,2004,2000,Argentina,8,3,0.7390482161935366,0.1251843737127724,0.135767410093691,0.7390482161935366
year,5,40,2005,2001,Argentina,9,3,0.7975351589256962,0.11268480902937725,0.08978003204492668,0.7975351589256962
year,5,41,2006,2002,Argentina,12,1,0.5418080426686016,0.5418080426686016,0.2473679785414425,0.21082397878995582
year,5,42,2007,2003,Argentina,11,1,0.6189061709059187,0.6189061709059187,0.2568863541070421,0.12420747498703928
year,5,43,2008,2004,Argentina,11,1,0.655378482020172,0.655378482020172,0.21314032090436646,0.13148119707546146
year,5,44,2009,2005,Argentina,11,1,0.6475227241935553,0.6475227241935553,0.20096617660414606,0.15151109920229866
year,5,45,2010,2006,Argentina,11,1,0.5689546667025522,0.5689546667025522,0.2596946835962452,0.17135064970120262
year,5,46,2011,2007,Argentina,9,1,0.516851761524493,0.516851761524493,0.29463087551106143,0.18851736296444563
year,5,47,2012,2008,Argentina,8,2,0.5374928269951125,0.11952044965632579,0.5374928269951125,0.3429867233485618
year,5,48,2013,2009,Argentina,9,3,0.4199765506913121,0.2182102920025547,0.3618131573061332,0.4199765506913121
year,5,49,2014,2010,Argentina,9,3,0.41859776686764044,0.17407190490541155,0.4073303282269481,0.41859776686764044
year,5,50,2015,2011,Argentina,11,2,0.5502422816941804,0.11551566927368027,0.5502422816941804,0.3342420490321393
year,5,51,2016,2012,Argentina,12,2,0.4913300371470779,0.17424818832497088,0.4913300371470779,0.3344217745279512
year,5,52,2017,2013,Argentina,13,2,0.4758157266581117,0.17396837705288404,0.4758157266581117,0.3502158962890042
year,5,53,2018,2014,Argentina,15,2,0.5554057700204554,0.15265978243193778,0.5554057700204554,0.2919344475476068
year,5,54,2019,2015,Argentina,13,2,0.5822393091705433,0.21926217783252333,0.5822393091705433,0.19849851299693322
year,5,55,2020,2016,Argentina,13,2,0.572770317467845,0.23562652150522967,0.572770317467845,0.19160316102692537
year,5,56,2021,2017,Argentina,12,1,0.41300445676558417,0.41300445676558417,0.3916293733437494,0.19536616989066635
year,5,57,2022,2018,Argentina,13,1,0.4619079231401074,0.4619079231401074,0.37770061270821226,0.16039146415168043
year,5,58,2023,2019,Argentina,12,1,0.47029729003113746,0.47029729003113746,0.3992006518819374,0.1305020580869252
year,5,59,2024,2020,Argentina,12,1,0.5164328101999728,0.5164328101999728,0.380077097157099,0.10349009264292833
year,5,60,2025,2021,Argentina,12,2,0.45088534435660277,0.43468021407827623,0.45088534435660277,0.1144344415651209
year,5,0,1965,1961,Australia,7,2,0.6694188631311527,0.3305811368688472,0.6694188631311527,0.0
year,5,1,1966,1962,Australia,6,1,0.7265579494153959,0.7265579494153959,0.15729190236838084,0.11615014821622321
year,5,2,1967,1963,Australia,5,2,0.5702424073558094,0.02652549456673161,0.5702424073558094,0.4032320980774589
year,5,3,1968,1964,Australia,4,2,0.5590638255731427,0.02896660999884464,0.5590638255731427,0.41196956442801264
year,5,4,1969,1965,Australia,5,2,0.44014332573272624,0.2432446764186748,0.44014332573272624,0.31661199784859895
year,5,5,1970,1966,Australia,6,1,0.4254869882923928,0.4254869882923928,0.3553659234899431,0.21914708821766418
year,5,6,1971,1967,Australia,3,1,0.8112206216830933,0.8112206216830933,0.0,0.18877937831690672
year,5,7,1972,1968,Australia,4,1,0.7000000000000001,0.7000000000000001,0.22105263157894733,0.07894736842105263
year,5,8,1973,1969,Australia,4,1,0.6616608596821375,0.6616608596821375,0.3383391403178625,0.0
year,5,9,1974,1970,Australia,4,1,0.6616608596821375,0.6616608596821375,0.3383391403178625,0.0
year,5,10,1975,1971,Australia,6,2,0.44568493252371694,0.21158899594696912,0.44568493252371694,0.34272607152931395
year,5,11,1976,1972,Australia,6,2,0.44568493252371694,0.21158899594696912,0.44568493252371694,0.34272607152931395
year,5,12,1977,1973,Australia,3,3,0.5198195564095067,0.13808946994695287,0.3420909736435403,0.5198195564095067
year,5,13,1978,1974,Australia,3,3,0.5198195564095067,0.13808946994695287,0.3420909736435403,0.5198195564095067
year,5,14,1979,1975,Australia,3,3,0.4862771739130436,0.17760869565217388,0.3361141304347826,0.4862771739130436
year,5,16,1981,1977,Australia,3,3,0.5385920956922331,0.4614079043077669,0.0,0.5385920956922331
year,5,18,1983,1979,Australia,7,1,0.6967021632568513,0.6967021632568513,0.08794296087498753,0.21535487586816116
year,5,19,1984,1980,Australia,7,1,0.6620795107033639,0.6620795107033639,0.025993883792048922,0.3119266055045872
year,5,20,1985,1981,Australia,7,1,0.7865869586757505,0.7865869586757505,0.009443054925851742,0.20396998639839783
year,5,21,1986,1982,Australia,6,1,0.8501797842588893,0.8501797842588893,0.0,0.14982021574111068
year,5,22,1987,1983,Australia,9,1,0.751521719929931,0.751521719929931,0.11767844788247243,0.1307998321875966
year,5,23,1988,1984,Australia,6,2,0.6559308719560094,0.204241948153967,0.6559308719560094,0.13982717989002355
year,5,24,1989,1985,Australia,8,2,0.7147529519744176,0.18559742426118692,0.7147529519744176,0.09964962376439568
year,5,25,1990,1986,Australia,8,2,0.7449099310283701,0.15954208622270116,0.7449099310283701,0.09554798274892883
year,5,26,1991,1987,Australia,10,2,0.6840258006346784,0.1845227794489694,0.6840258006346784,0.13145141991635223
year,5,27,1992,1988,Australia,7,3,0.5659754377046174,0.14428211146041822,0.28974245083496436,0.5659754377046174
year,5,28,1993,1989,Australia,7,3,0.5659754377046174,0.14428211146041822,0.28974245083496436,0.5659754377046174
year,5,29,1994,1990,Australia,10,2,0.4358583658333733,0.14763112749951537,0.4358583658333733,0.4165105066671113
year,5,30,1995,1991,Australia,11,3,0.4516611235725721,0.1733247580402128,0.37501411838721505,0.4516611235725721
year,5,31,1996,1992,Australia,14,3,0.5724307133635755,0.13662121234364552,0.29094807429277897,0.5724307133635755
year,5,32,1997,1993,Australia,14,3,0.6248543821724865,0.07643086815124846,0.298714749676265,0.6248543821724865
year,5,33,1998,1994,Australia,15,3,0.5293372205197487,0.09790353195924931,0.3727592475210019,0.5293372205197487
year,5,34,1999,1995,Australia,11,2,0.6033107080382696,0.14849647112649159,0.6033107080382696,0.24819282083523894
year,5,35,2000,1996,Australia,10,2,0.5995790366298702,0.13052711276669843,0.5995790366298702,0.2698938506034313
year,5,36,2001,1997,Australia,9,2,0.8629149398813183,0.13708506011868177,0.8629149398813183,0.0
year,5,37,2002,1998,Australia,10,2,0.734498280739228,0.24944743872072883,0.734498280739228,0.016054280540043264
year,5,38,2003,1999,Australia,11,2,0.7161753858812515,0.20338551249701733,0.7161753858812515,0.08043910162173114
year,5,39,2004,2000,Australia,11,2,0.6775952341474102,0.1735251155102876,0.6775952341474102,0.1488796503423022
year,5,40,2005,2001,Australia,13,2,0.6220069479397522,0.1611643642170432,0.6220069479397522,0.21682868784320455
year,5,41,2006,2002,Australia,14,3,0.5768269842768927,0.13715398203762277,0.28601903368548454,0.5768269842768927
year,5,42,2007,2003,Australia,14,3,0.6248474431823966,0.13193031390900722,0.24322224290859623,0.6248474431823966
year,5,43,2008,2004,Australia,14,3,0.6172801393041665,0.16415619622267263,0.21856366447316086,0.6172801393041665
year,5,44,2009,2005,Australia,14,3,0.6721710384896472,0.13958538880534072,0.18824357270501207,0.6721710384896472
year,5,45,2010,2006,Australia,13,3,0.5814212563495582,0.24515241200912,0.1734263316413218,0.5814212563495582
year,5,46,2011,2007,Australia,13,2,0.36962992666662503,0.28937010153476495,0.36962992666662503,0.3409999717986101
year,5,47,2012,2008,Australia,15,1,0.42837300898783987,0.42837300898783987,0.32108932377817934,0.2505376672339808
year,5,48,2013,2009,Australia,13,2,0.370108757757984,0.32405245755821643,0.370108757757984,0.30583878468379955
year,5,49,2014,2010,Australia,13,1,0.44511403371298436,0.44511403371298436,0.3346144284420127,0.22027153784500283
year,5,50,2015,2011,Australia,14,2,0.4551340393669461,0.2475801690308806,0.4551340393669461,0.29728579160217333
year,5,51,2016,2012,Australia,13,3,0.399904871587111,0.3755504446029089,0.22454468380998005,0.399904871587111
year,5,52,2017,2013,Australia,15,3,0.45033339746600676,0.362639531731403,0.18702707080259018,0.45033339746600676
year,5,53,2018,2014,Australia,12,3,0.5558109730170538,0.27940839948415547,0.16478062749879066,0.5558109730170538
year,5,54,2019,2015,Australia,13,3,0.5515025337074732,0.281130890818824,0.16736657547370293,0.5515025337074732
year,5,55,2020,2016,Australia,11,3,0.5073888681893095,0.26060509384964764,0.23200603796104274,0.5073888681893095
year,5,56,2021,2017,Australia,15,3,0.5326425874334348,0.14541290388564,0.32194450868092517,0.5326425874334348
year,5,57,2022,2018,Australia,14,2,0.46669783064977755,0.1707499442130908,0.46669783064977755,0.36255222513713153
year,5,58,2023,2019,Australia,13,2,0.49202124727925567,0.42977350723591434,0.49202124727925567,0.07820524548482999
year,5,59,2024,2020,Australia,11,2,0.5218837221915212,0.2521620900854354,0.5218837221915212,0.22595418772304326
year,5,60,2025,2021,Australia,16,2,0.47654926888204946,0.3172625378847451,0.47654926888204946,0.20618819323320545
year,5,50,2015,2011,Belarus,3,2,0.8603614232479174,0.13963857675208266,0.8603614232479174,0.0
year,5,51,2016,2012,Belarus,5,2,0.9098319680399352,0.09016803196006493,0.9098319680399352,0.0
year,5,52,2017,2013,Belarus,7,2,0.9484347141712222,0.051565285828777896,0.9484347141712222,0.0
year,5,53,2018,2014,Belarus,8,2,0.6855913942304329,0.3144086057695672,0.6855913942304329,0.0
year,5,54,2019,2015,Belarus,9,2,0.6282507146174606,0.3717492853825393,0.6282507146174606,0.0
year,5,55,2020,2016,Belarus,7,2,0.6496900316896989,0.3503099683103011,0.6496900316896989,0.0
year,5,56,2021,2017,Belarus,8,2,0.7497108788528105,0.25028912114718943,0.7497108788528105,0.0
year,5,57,2022,2018,Belarus,8,2,0.6438608497957619,0.28399804350738966,0.6438608497957619,0.07214110669684846
year,5,58,2023,2019,Belarus,7,2,0.8312365487751581,0.07482409119011682,0.8312365487751581,0.09393936003472517
year,5,59,2024,2020,Belarus,6,2,0.7718455652516517,0.06329031297018878,0.7718455652516517,0.16486412177815954
year,5,60,2025,2021,Belarus,6,2,0.7772413193833025,0.07473405408365788,0.7772413193833025,0.14802462653303958
year,5,0,1965,1961,Belgium,3,1,0.584070796460177,0.584070796460177,0.41592920353982304,0.0
year,5,1,1966,1962,Belgium,4,1,0.8330786658938827,0.8330786658938827,0.1669213341061173,0.0
year,5,2,1967,1963,Belgium,4,1,0.8364361702127661,0.8364361702127661,0.16356382978723405,0.0
year,5,3,1968,1964,Belgium,4,1,0.7617866004962779,0.7617866004962779,0.23821339950372208,0.0
year,5,7,1972,1968,Belgium,4,3,0.4586659122597853,0.38319154525430926,0.15814254248590537,0.4586659122597853
year,5,8,1973,1969,Belgium,3,3,0.5509968302870515,0.4490031697129485,0.0,0.5509968302870515
year,5,9,1974,1970,Belgium,3,3,0.5509968302870515,0.4490031697129485,0.0,0.5509968302870515
year,5,10,1975,1971,Belgium,4,1,0.5181216383947042,0.5181216383947042,0.2696317749275962,0.2122465866776996
year,5,11,1976,1972,Belgium,4,1,0.5181216383947042,0.5181216383947042,0.2696317749275962,0.2122465866776996
year,5,20,1985,1981,Belgium,4,2,0.8930617900361567,0.10693820996384334,0.8930617900361567,0.0
year,5,21,1986,1982,Belgium,4,2,0.8181991191343593,0.18180088086564078,0.8181991191343593,0.0
year,5,22,1987,1983,Belgium,6,1,0.7167168348777273,0.7167168348777273,0.28328316512227264,0.0
year,5,23,1988,1984,Belgium,6,1,0.873539515845892,0.873539515845892,0.12646048415410796,0.0
year,5,24,1989,1985,Belgium,5,1,0.8270424633722374,0.8270424633722374,0.17295753662776261,0.0
year,5,26,1991,1987,Belgium,3,1,1.0,1.0,0.0,0.0
year,5,27,1992,1988,Belgium,3,1,1.0,1.0,0.0,0.0
year,5,28,1993,1989,Belgium,3,1,1.0,1.0,0.0,0.0
year,5,29,1994,1990,Belgium,6,1,0.6572295247724975,0.6572295247724975,0.34277047522750254,0.0
year,5,30,1995,1991,Belgium,5,1,0.8908486262257149,0.8908486262257149,0.10915137377428506,0.0
year,5,31,1996,1992,Belgium,6,2,0.6314681652518118,0.3685318347481882,0.6314681652518118,0.0
year,5,32,1997,1993,Belgium,6,1,0.5664450779787065,0.5664450779787065,0.4335549220212935,0.0
year,5,33,1998,1994,Belgium,6,1,0.7397627443351642,0.7397627443351642,0.26023725566483585,0.0
year,5,34,1999,1995,Belgium,5,2,0.5194470538553686,0.48055294614463123,0.5194470538553686,0.0
year,5,35,2000,1996,Belgium,5,2,0.6817445785713255,0.31825542142867436,0.6817445785713255,0.0
year,5,36,2001,1997,Belgium,4,2,0.5766345890288753,0.4233654109711246,0.5766345890288753,0.0
year,5,37,2002,1998,Belgium,3,2,0.9321028304847951,0.06789716951520484,0.9321028304847951,0.0
year,5,38,2003,1999,Belgium,3,2,0.8682081432723918,0.1317918567276082,0.8682081432723918,0.0
year,5,39,2004,2000,Belgium,4,1,0.691318167599413,0.691318167599413,0.30868183240058705,0.0
year,5,40,2005,2001,Belgium,5,1,0.5902867185610878,0.5902867185610878,0.4097132814389122,0.0
year,5,41,2006,2002,Belgium,7,2,0.6775441271064689,0.32245587289353106,0.6775441271064689,0.0
year,5,42,2007,2003,Belgium,9,2,0.7892975013941221,0.21070249860587792,0.7892975013941221,0.0
year,5,43,2008,2004,Belgium,10,2,0.7915099527981501,0.20849004720184994,0.7915099527981501,0.0
year,5,44,2009,2005,Belgium,10,2,0.7225459668493602,0.1300840459903122,0.7225459668493602,0.14736998716032756
year,5,45,2010,2006,Belgium,9,2,0.8390753591758993,0.09286062374729932,0.8390753591758993,0.06806401707680151
year,5,46,2011,2007,Belgium,8,2,0.8212769061045574,0.1123708901932186,0.8212769061045574,0.06635220370222397
year,5,47,2012,2008,Belgium,8,2,0.7489374772576881,0.1785155658474433,0.7489374772576881,0.07254695689486858
year,5,48,2013,2009,Belgium,10,2,0.7173579036873161,0.14689750982761104,0.7173579036873161,0.13574458648507276
year,5,49,2014,2010,Belgium,10,2,0.7050816714843362,0.20079053707873526,0.7050816714843362,0.09412779143692851
year,5,50,2015,2011,Belgium,9,2,0.7431302635092452,0.1594842589056186,0.7431302635092452,0.0973854775851363
year,5,51,2016,2012,Belgium,9,2,0.747221505644058,0.16328437992801065,0.747221505644058,0.08949411442793148
year,5,52,2017,2013,Belgium,10,2,0.6924747261791118,0.16511941233182675,0.6924747261791118,0.14240586148906156
year,5,53,2018,2014,Belgium,10,2,0.6264561415299605,0.13655668949272923,0.6264561415299605,0.23698716897731012
year,5,54,2019,2015,Belgium,8,2,0.6664130827096324,0.12203660943064337,0.6664130827096324,0.2115503078597243
year,5,55,2020,2016,Belgium,7,2,0.8334060505554693,0.1665939494445306,0.8334060505554693,0.0
year,5,56,2021,2017,Belgium,8,2,0.7463759894684049,0.24539686454613185,0.7463759894684049,0.008227145985463247
year,5,57,2022,2018,Belgium,8,2,0.5107521422175881,0.3369852922696807,0.5107521422175881,0.15226256551273118
year,5,58,2023,2019,Belgium,6,1,0.444286407155014,0.444286407155014,0.2917075363136632,0.2640060565313228
year,5,59,2024,2020,Belgium,6,3,0.4374335212440532,0.344118926225735,0.21844755253021172,0.4374335212440532
year,5,60,2025,2021,Belgium,7,1,0.7049368822252905,0.7049368822252905,0.12383126002080301,0.1712318577539065
year,5,22,1987,1983,Brazil,6,2,0.41022387331262455,0.3904433254287699,0.41022387331262455,0.19933280125860556
year,5,23,1988,1984,Brazil,6,2,0.40552914245465754,0.3910899806303927,0.40552914245465754,0.20338087691494983
year,5,24,1989,1985,Brazil,7,1,0.4053458009880028,0.4053458009880028,0.390878616796048,0.20377558221594919
year,5,25,1990,1986,Brazil,6,1,0.3411157840033106,0.3411157840033106,0.32012626432744035,0.33875795166924905
year,5,26,1991,1987,Brazil,7,1,0.5126597522703039,0.5126597522703039,0.016986537806182814,0.47035370992351333
year,5,27,1992,1988,Brazil,3,1,1.0,1.0,0.0,0.0
year,5,28,1993,1989,Brazil,3,1,1.0,1.0,0.0,0.0
year,5,30,1995,1991,Brazil,3,1,1.0,1.0,0.0,0.0
year,5,31,1996,1992,Brazil,8,2,0.7562760764378778,0.24372392356212227,0.7562760764378778,0.0
year,5,32,1997,1993,Brazil,10,2,0.7135349327910466,0.28036838998535857,0.7135349327910466,0.006096677223594756
year,5,33,1998,1994,Brazil,11,2,0.7016770167692418,0.2939018845505214,0.7016770167692418,0.004421098680236883
year,5,34,1999,1995,Brazil,12,2,0.6901023007149444,0.2969676501648515,0.6901023007149444,0.012930049120204125
year,5,35,2000,1996,Brazil,11,2,0.672029406974287,0.3120391915382897,0.672029406974287,0.015931401487423252
year,5,36,2001,1997,Brazil,8,1,0.6162046110896359,0.6162046110896359,0.38379538891036413,0.0
year,5,37,2002,1998,Brazil,5,1,0.518245227541554,0.518245227541554,0.48175477245844595,0.0
year,5,38,2003,1999,Brazil,5,1,0.8035057716079356,0.8035057716079356,0.19649422839206437,0.0
year,5,39,2004,2000,Brazil,3,1,0.9298955213671147,0.9298955213671147,0.07010447863288535,0.0
year,5,40,2005,2001,Brazil,5,1,0.5575948837327145,0.5575948837327145,0.44240511626728546,0.0
year,5,41,2006,2002,Brazil,5,2,0.7142423782324938,0.28575762176750624,0.7142423782324938,0.0
year,5,42,2007,2003,Brazil,6,2,0.7100470085225445,0.28995299147745546,0.7100470085225445,0.0
year,5,43,2008,2004,Brazil,7,2,0.5695963427511197,0.24305743657870418,0.5695963427511197,0.18734622067017614
year,5,44,2009,2005,Brazil,10,2,0.6728555072401624,0.17927422000826126,0.6728555072401624,0.14787027275157635
year,5,45,2010,2006,Brazil,10,2,0.5759138206768166,0.2238187588556369,0.5759138206768166,0.20026742046754656
year,5,46,2011,2007,Brazil,9,2,0.42460331806791857,0.17984046920575728,0.42460331806791857,0.3955562127263242
year,5,47,2012,2008,Brazil,10,2,0.6874059016552577,0.12386143274872712,0.6874059016552577,0.18873266559601523
year,5,48,2013,2009,Brazil,10,2,0.6937580187886078,0.30624198121139223,0.6937580187886078,0.0
year,5,49,2014,2010,Brazil,8,1,0.5399577408496694,0.5399577408496694,0.4600422591503306,0.0
year,5,50,2015,2011,Brazil,8,2,0.7555025056986528,0.24449749430134723,0.7555025056986528,0.0
year,5,51,2016,2012,Brazil,9,2,0.6820777629968151,0.3179222370031849,0.6820777629968151,0.0
year,5,52,2017,2013,Brazil,8,2,0.5509604270354721,0.4490395729645279,0.5509604270354721,0.0
year,5,53,2018,2014,Brazil,10,2,0.5752428052221071,0.42475719477789287,0.5752428052221071,0.0
year,5,54,2019,2015,Brazil,8,1,0.6302261682114219,0.6302261682114219,0.36977383178857814,0.0
year,5,55,2020,2016,Brazil,10,1,0.7426288582618297,0.7426288582618297,0.25737114173817033,0.0
year,5,56,2021,2017,Brazil,9,1,0.6186641435301339,0.6186641435301339,0.3813358564698661,0.0
year,5,57,2022,2018,Brazil,8,2,0.5368212856734214,0.4631787143265786,0.5368212856734214,0.0
