time_unit,window_size,window_years,rca_threshold,min_active_topics,data_path,n_member_period_rows,n_members,n_periods,n_transitions,same_region_rate,adjacent_or_same_rate,far_jump_rate,mean_from_dominant_share
meeting,5,5,1.0,3,antarctic-database-go/data/processed/document-summary.parquet,1329,50,43,1259,0.8173153296266878,0.9880857823669579,0.011914217633042097,0.6908697515543842
