actor_i,actor_j,overlap_jaccard_rpa,exclusive_phi_proximity,complementarity_score,k_i,k_j,same_regime,regime_pair,pair_type,pair_label
Canada,Russian Federation,0.25,0.31022727272727274,0.06022727272727274,6,19,0,1-3,Separate / weak,Canada - Russian Federation
Canada,South Africa,0.14285714285714285,0.380037499050657,0.23718035619351413,6,18,0,1-2,Separate / weak,Canada - South Africa
Canada,Spain,0.16666666666666666,0.432724358974359,0.2660576923076924,6,15,0,1-2,Complementary,Canada - Spain
Canada,Sweden,0.25,0.3147565605189444,0.0647565605189444,6,14,0,1-2,Separate / weak,Canada - Sweden
Canada,Türkiye,0.09090909090909091,0.4020462296324365,0.3111371387233456,6,6,1,1-1,Complementary,Canada - Türkiye
Canada,Ukraine,0.14285714285714285,0.3753918495297806,0.23253470667263776,6,10,0,1-3,Separate / weak,Canada - Ukraine
Canada,United Kingdom,0.037037037037037035,0.33946922535592483,0.3024321883188878,6,22,0,1-3,Separate / weak,Canada - United Kingdom
Canada,United States,0.08695652173913043,0.39693108277793876,0.3099745610388083,6,19,0,1-3,Complementary,Canada - United States
Canada,Venezuela,0.375,0.3228021978021978,-0.05219780219780218,6,5,1,1-1,Separate / weak,Canada - Venezuela
Chile,China,0.25,0.41165131684022954,0.16165131684022954,13,17,1,2-2,Aligned,Chile - China
Chile,Colombia,0.1875,0.3464599555930825,0.1589599555930825,13,6,0,1-2,Separate / weak,Chile - Colombia
Chile,Czechia,0.21052631578947367,0.4130890125955915,0.20256269680611783,13,10,1,2-2,Complementary,Chile - Czechia
Chile,Ecuador,0.18181818181818182,0.4273495371839292,0.24553135536574738,13,13,1,2-2,Complementary,Chile - Ecuador
Chile,Finland,0.13043478260869565,0.39865266226869467,0.268217879659999,13,13,1,2-2,Complementary,Chile - Finland
Chile,France,0.19230769230769232,0.4051085844075438,0.2128008920998515,13,18,0,2-3,Complementary,Chile - France
Chile,Germany,0.28,0.3691910566929917,0.08919105669299165,13,19,1,2-2,Separate / weak,Chile - Germany
Chile,India,0.18181818181818182,0.4165764043713227,0.23475822255314088,13,13,1,2-2,Complementary,Chile - India
Chile,Italy,0.21739130434782608,0.3947272886538393,0.17733598430601324,13,15,1,2-2,Aligned,Chile - Italy
Chile,Japan,0.13043478260869565,0.4092675073405297,0.27883272473183407,13,13,1,2-2,Complementary,Chile - Japan
Chile,Korea (ROK),0.20833333333333334,0.3762295192399032,0.16789618590656988,13,16,0,2-3,Separate / weak,Chile - Korea (ROK)
Chile,Netherlands,0.18181818181818182,0.3674879145079049,0.1856697326897231,13,13,1,2-2,Separate / weak,Chile - Netherlands
Chile,New Zealand,0.21428571428571427,0.3802083755024931,0.16592266121677882,13,21,0,2-3,Separate / weak,Chile - New Zealand
Chile,Norway,0.2916666666666667,0.35955505178488184,0.06788838511821516,13,18,0,2-3,Separate / weak,Chile - Norway
Chile,Peru,0.13043478260869565,0.41690562653868674,0.2864708439299911,13,13,0,1-2,Complementary,Chile - Peru
Chile,Poland,0.2631578947368421,0.4112475632793804,0.1480896685425383,13,11,1,2-2,Aligned,Chile - Poland
Chile,Portugal,0.05263157894736842,0.39845315503210244,0.345821576084734,13,7,0,1-2,Complementary,Chile - Portugal
Chile,Romania,0.15789473684210525,0.3938579140158087,0.23596317717370346,13,9,1,2-2,Complementary,Chile - Romania
Chile,Russian Federation,0.18518518518518517,0.3932322022129325,0.2080470170277473,13,19,0,2-3,Complementary,Chile - Russian Federation
Chile,South Africa,0.24,0.43054544340041295,0.19054544340041296,13,18,1,2-2,Aligned,Chile - South Africa
Chile,Spain,0.2727272727272727,0.34667909772389405,0.07395182499662134,13,15,1,2-2,Separate / weak,Chile - Spain
Chile,Sweden,0.125,0.36316814370584016,0.23816814370584016,13,14,1,2-2,Separate / weak,Chile - Sweden
Chile,Türkiye,0.11764705882352941,0.3759433275058275,0.25829626868229805,13,6,0,1-2,Separate / weak,Chile - Türkiye
Chile,Ukraine,0.045454545454545456,0.45055147810565765,0.4050969326511122,13,10,0,2-3,Complementary,Chile - Ukraine
Chile,United Kingdom,0.2962962962962963,0.38765787725346545,0.09136158095716918,13,22,0,2-3,Aligned,Chile - United Kingdom
Chile,United States,0.3333333333333333,0.40098836991885123,0.06765503658551791,13,19,0,2-3,Aligned,Chile - United States
Chile,Uruguay,0.25,0.40022114206564935,0.15022114206564935,13,17,1,2-2,Aligned,Chile - Uruguay
Chile,Venezuela,0.125,0.2978927203065134,0.17289272030651343,13,5,0,1-2,Separate / weak,Chile - Venezuela
China,Colombia,0.09523809523809523,0.4400015272084238,0.34476343197032855,17,6,0,1-2,Complementary,China - Colombia
China,Czechia,0.17391304347826086,0.42622822942914035,0.2523151859508795,17,10,1,2-2,Complementary,China - Czechia
China,Ecuador,0.25,0.4075661459752369,0.15756614597523688,17,13,1,2-2,Aligned,China - Ecuador
China,Finland,0.30434782608695654,0.3546443644934357,0.050296538406479185,17,13,1,2-2,Separate / weak,China - Finland
China,France,0.2962962962962963,0.3685877914225438,0.0722914951262475,17,18,0,2-3,Separate / weak,China - France
China,Germany,0.3333333333333333,0.3936376101212762,0.06030427678794287,17,19,1,2-2,Aligned,China - Germany
China,India,0.36363636363636365,0.3983714063714064,0.03473504273504274,17,13,1,2-2,Aligned,China - India
China,Italy,0.23076923076923078,0.4124352468371607,0.18166601606792993,17,15,1,2-2,Aligned,China - Italy
China,Japan,0.25,0.4094232740943267,0.15942327409432672,17,13,1,2-2,Aligned,China - Japan
China,Korea (ROK),0.2692307692307692,0.41093022328548645,0.14169945405471723,17,16,0,2-3,Aligned,China - Korea (ROK)
China,Netherlands,0.15384615384615385,0.3937258452276909,0.23987969138153703,17,13,1,2-2,Complementary,China - Netherlands
China,New Zealand,0.26666666666666666,0.33611663842101513,0.06944997175434847,17,21,0,2-3,Separate / weak,China - New Zealand
China,Norway,0.25,0.37801904534859077,0.12801904534859077,17,18,0,2-3,Separate / weak,China - Norway
China,Peru,0.2,0.37520203448512274,0.17520203448512273,17,13,0,1-2,Separate / weak,China - Peru
China,Poland,0.2727272727272727,0.41774698029243484,0.14501970756516214,17,11,1,2-2,Aligned,China - Poland
China,Portugal,0.09090909090909091,0.37980526083112287,0.28889616992203193,17,7,0,1-2,Separate / weak,China - Portugal
China,Romania,0.23809523809523808,0.3910451079093321,0.15294986981409403,17,9,1,2-2,Aligned,China - Romania
China,Russian Federation,0.2857142857142857,0.3729857927824435,0.08727150706815778,17,19,0,2-3,Separate / weak,China - Russian Federation
China,South Africa,0.34615384615384615,0.40081442250559896,0.05466057635175281,17,18,1,2-2,Aligned,China - South Africa
China,Spain,0.28,0.3859897547305635,0.10598975473056349,17,15,1,2-2,Aligned,China - Spain
China,Sweden,0.14814814814814814,0.3738236215043193,0.22567547335617116,17,14,1,2-2,Separate / weak,China - Sweden
China,Türkiye,0.21052631578947367,0.3870222063524451,0.17649589056297144,17,6,0,1-2,Complementary,China - Türkiye
China,Ukraine,0.17391304347826086,0.40457661477965473,0.23066357130139387,17,10,0,2-3,Complementary,China - Ukraine
China,United Kingdom,0.39285714285714285,0.335249557760646,-0.05760758509649683,17,22,0,2-3,Separate / weak,China - United Kingdom
China,United States,0.2,0.392652488052699,0.19265248805269897,17,19,0,2-3,Complementary,China - United States
China,Uruguay,0.36,0.36543582030714383,0.005435820307143846,17,17,1,2-2,Separate / weak,China - Uruguay
China,Venezuela,0.047619047619047616,0.3855168269230769,0.3378977793040293,17,5,0,1-2,Complementary,China - Venezuela
Colombia,Czechia,0.23076923076923078,0.39245009892068716,0.16168086815145638,6,10,0,1-2,Aligned,Colombia - Czechia
Colombia,Ecuador,0.35714285714285715,0.40649867374005305,0.0493558165971959,6,13,0,1-2,Aligned,Colombia - Ecuador
Colombia,Finland,0.26666666666666666,0.40337226217550765,0.13670559550884098,6,13,0,1-2,Aligned,Colombia - Finland
Colombia,France,0.043478260869565216,0.39925567113490296,0.3557774102653377,6,18,0,1-3,Complementary,Colombia - France
Colombia,Germany,0.13636363636363635,0.33002176030668673,0.19365812394305038,6,19,0,1-2,Separate / weak,Colombia - Germany
Colombia,India,0.26666666666666666,0.3939468802551967,0.12728021358853003,6,13,0,1-2,Aligned,Colombia - India
Colombia,Italy,0.23529411764705882,0.3731912848458968,0.137897167198838,6,15,0,1-2,Separate / weak,Colombia - Italy
Colombia,Japan,0.26666666666666666,0.3734269197464457,0.10676025307977904,6,13,0,1-2,Separate / weak,Colombia - Japan
Colombia,Korea (ROK),0.2222222222222222,0.3491623559174536,0.12694013369523138,6,16,0,1-3,Separate / weak,Colombia - Korea (ROK)
Colombia,Netherlands,0.11764705882352941,0.3929691749334936,0.27532211610996415,6,13,0,1-2,Complementary,Colombia - Netherlands
Colombia,New Zealand,0.038461538461538464,0.3533268337699452,0.3148652953084068,6,21,0,1-3,Separate / weak,Colombia - New Zealand
Colombia,Norway,0.09090909090909091,0.3701155541617736,0.2792064632526827,6,18,0,1-3,Separate / weak,Colombia - Norway
Colombia,Peru,0.26666666666666666,0.37566035609646153,0.10899368942979487,6,13,1,1-1,Separate / weak,Colombia - Peru
Colombia,Poland,0.13333333333333333,0.39233880812861543,0.25900547479528213,6,11,0,1-2,Complementary,Colombia - Poland
Colombia,Portugal,0.18181818181818182,0.30617030028794734,0.12435211846976552,6,7,1,1-1,Separate / weak,Colombia - Portugal
Colombia,Romania,0.25,0.4230128746382616,0.1730128746382616,6,9,0,1-2,Aligned,Colombia - Romania
Colombia,Russian Federation,0.19047619047619047,0.3337769255405639,0.1433007350643734,6,19,0,1-3,Separate / weak,Colombia - Russian Federation
Colombia,South Africa,0.14285714285714285,0.3782944762436595,0.23543733338651668,6,18,0,1-2,Separate / weak,Colombia - South Africa
Colombia,Spain,0.10526315789473684,0.3873698563100186,0.28210669841528174,6,15,0,1-2,Complementary,Colombia - Spain
Colombia,Sweden,0.05263157894736842,0.38140895563855876,0.32877737669119034,6,14,0,1-2,Complementary,Colombia - Sweden
Colombia,Türkiye,0.5,0.381993006993007,-0.11800699300699302,6,6,1,1-1,Aligned,Colombia - Türkiye
Colombia,Ukraine,0.23076923076923078,0.43347338935574226,0.20270415858651147,6,10,0,1-3,Aligned,Colombia - Ukraine
Colombia,United Kingdom,0.0,0.3926540000013121,0.3926540000013121,6,22,0,1-3,Complementary,Colombia - United Kingdom
Colombia,United States,0.041666666666666664,0.3886633110897817,0.346996644423115,6,19,0,1-3,Complementary,Colombia - United States
Colombia,Uruguay,0.21052631578947367,0.44780564263322886,0.2372793268437552,6,17,0,1-2,Complementary,Colombia - Uruguay
Colombia,Venezuela,0.375,0.2898380355276907,-0.08516196447230928,6,5,1,1-1,Separate / weak,Colombia - Venezuela
Czechia,Ecuador,0.15,0.45314247292332593,0.30314247292332597,10,13,1,2-2,Complementary,Czechia - Ecuador
Czechia,Finland,0.2777777777777778,0.4230715450611095,0.1452937672833317,10,13,1,2-2,Aligned,Czechia - Finland
Czechia,France,0.16666666666666666,0.43526707966363143,0.2686004129969648,10,18,0,2-3,Complementary,Czechia - France
Czechia,Germany,0.16,0.4135659479409479,0.2535659479409479,10,19,1,2-2,Complementary,Czechia - Germany
Czechia,India,0.21052631578947367,0.44579113150914423,0.23526481571967056,10,13,1,2-2,Complementary,Czechia - India
Czechia,Italy,0.25,0.4441259846475364,0.1941259846475364,10,15,1,2-2,Aligned,Czechia - Italy
Czechia,Japan,0.21052631578947367,0.40013084503956714,0.18960452925009347,10,13,1,2-2,Complementary,Czechia - Japan
Czechia,Korea (ROK),0.3,0.4057176911866114,0.1057176911866114,10,16,0,2-3,Aligned,Czechia - Korea (ROK)
Czechia,Netherlands,0.21052631578947367,0.3953879221691088,0.1848616063796351,10,13,1,2-2,Complementary,Czechia - Netherlands
Czechia,New Zealand,0.19230769230769232,0.375074377377009,0.18276668506931668,10,21,0,2-3,Separate / weak,Czechia - New Zealand
Czechia,Norway,0.2727272727272727,0.3921695402298851,0.11944226750261239,10,18,0,2-3,Aligned,Czechia - Norway
Czechia,Peru,0.35294117647058826,0.35789930350955756,0.004958127038969307,10,13,0,1-2,Separate / weak,Czechia - Peru
Czechia,Poland,0.16666666666666666,0.43925897718434015,0.2725923105176735,10,11,1,2-2,Complementary,Czechia - Poland
Czechia,Portugal,0.21428571428571427,0.4103653528489055,0.19607963856319124,10,7,0,1-2,Complementary,Czechia - Portugal
Czechia,Romania,0.35714285714285715,0.4263980263157895,0.06925516917293234,10,9,1,2-2,Aligned,Czechia - Romania
Czechia,Russian Federation,0.16,0.3924741270022577,0.2324741270022577,10,19,0,2-3,Complementary,Czechia - Russian Federation
Czechia,South Africa,0.2727272727272727,0.3966320419635582,0.12390476923628552,10,18,1,2-2,Aligned,Czechia - South Africa
Czechia,Spain,0.25,0.40714733542319753,0.15714733542319753,10,15,1,2-2,Aligned,Czechia - Spain
Czechia,Sweden,0.14285714285714285,0.4177054137085485,0.2748482708514057,10,14,1,2-2,Complementary,Czechia - Sweden
Czechia,Türkiye,0.23076923076923078,0.42033010848800323,0.18956087771877245,10,6,0,1-2,Aligned,Czechia - Türkiye
Czechia,Ukraine,0.3333333333333333,0.34414027149321263,0.01080693815987932,10,10,0,2-3,Separate / weak,Czechia - Ukraine
Czechia,United Kingdom,0.23076923076923078,0.3670600233100233,0.13629079254079252,10,22,0,2-3,Separate / weak,Czechia - United Kingdom
Czechia,United States,0.20833333333333334,0.3771680402930403,0.16883470695970695,10,19,0,2-3,Separate / weak,Czechia - United States
Czechia,Uruguay,0.22727272727272727,0.41441959381614557,0.1871468665434183,10,17,1,2-2,Aligned,Czechia - Uruguay
Czechia,Venezuela,0.15384615384615385,0.3961787135278514,0.24233255968169753,10,5,0,1-2,Complementary,Czechia - Venezuela
Ecuador,Finland,0.23809523809523808,0.4129208456017667,0.1748256075065286,13,13,1,2-2,Aligned,Ecuador - Finland
Ecuador,France,0.10714285714285714,0.45072689565336627,0.3435840385105091,13,18,0,2-3,Complementary,Ecuador - France
Ecuador,Germany,0.10344827586206896,0.4155629772085648,0.3121147013464958,13,19,1,2-2,Complementary,Ecuador - Germany
Ecuador,India,0.3,0.346421594953771,0.04642159495377102,13,13,1,2-2,Separate / weak,Ecuador - India
Ecuador,Italy,0.2727272727272727,0.3837228532274972,0.11099558050022451,13,15,1,2-2,Aligned,Ecuador - Italy
Ecuador,Japan,0.3,0.3670023999662434,0.06700239996624341,13,13,1,2-2,Separate / weak,Ecuador - Japan
Ecuador,Korea (ROK),0.2608695652173913,0.37934490432168455,0.11847533910429325,13,16,0,2-3,Separate / weak,Ecuador - Korea (ROK)
Ecuador,Netherlands,0.13043478260869565,0.4245134339344866,0.2940786513257909,13,13,1,2-2,Complementary,Ecuador - Netherlands
Ecuador,New Zealand,0.13333333333333333,0.3767590758318297,0.24342574249849638,13,21,0,2-3,Separate / weak,Ecuador - New Zealand
Ecuador,Norway,0.19230769230769232,0.36023341150808263,0.16792571920039032,13,18,0,2-3,Separate / weak,Ecuador - Norway
Ecuador,Peru,0.23809523809523808,0.4046883141368436,0.1665930760416055,13,13,0,1-2,Aligned,Ecuador - Peru
Ecuador,Poland,0.3333333333333333,0.3567116320212296,0.02337829868789626,13,11,1,2-2,Separate / weak,Ecuador - Poland
Ecuador,Portugal,0.17647058823529413,0.3400826058438554,0.16361201760856128,13,7,0,1-2,Separate / weak,Ecuador - Portugal
Ecuador,Romania,0.375,0.3917168607254814,0.016716860725481397,13,9,1,2-2,Aligned,Ecuador - Romania
Ecuador,Russian Federation,0.18518518518518517,0.37316760990833575,0.18798242472315058,13,19,0,2-3,Separate / weak,Ecuador - Russian Federation
Ecuador,South Africa,0.19230769230769232,0.39986417576182254,0.20755648345413022,13,18,1,2-2,Complementary,Ecuador - South Africa
Ecuador,Spain,0.2727272727272727,0.4094326511122176,0.1367053783849449,13,15,1,2-2,Aligned,Ecuador - Spain
Ecuador,Sweden,0.125,0.40730401948647094,0.28230401948647094,13,14,1,2-2,Complementary,Ecuador - Sweden
Ecuador,Türkiye,0.26666666666666666,0.3603026781395656,0.09363601147289896,13,6,0,1-2,Separate / weak,Ecuador - Türkiye
Ecuador,Ukraine,0.21052631578947367,0.4412624285630584,0.23073611277358475,13,10,0,2-3,Complementary,Ecuador - Ukraine
Ecuador,United Kingdom,0.20689655172413793,0.38580173424645703,0.1789051825223191,13,22,0,2-3,Complementary,Ecuador - United Kingdom
Ecuador,United States,0.14285714285714285,0.4134594741946349,0.27060233133749206,13,19,0,2-3,Complementary,Ecuador - United States
Ecuador,Uruguay,0.25,0.444316973133818,0.19431697313381802,13,17,1,2-2,Aligned,Ecuador - Uruguay
Ecuador,Venezuela,0.2,0.39528846153846153,0.19528846153846152,13,5,0,1-2,Complementary,Ecuador - Venezuela
Finland,France,0.2916666666666667,0.3709932213898932,0.07932655472322653,13,18,0,2-3,Separate / weak,Finland - France
Finland,Germany,0.23076923076923078,0.39007091668162447,0.1593016859123937,13,19,1,2-2,Aligned,Finland - Germany
Finland,India,0.3,0.37921815929168873,0.07921815929168874,13,13,1,2-2,Separate / weak,Finland - India
Finland,Italy,0.21739130434782608,0.40686818831323474,0.18947688396540865,13,15,1,2-2,Aligned,Finland - Italy
Finland,Japan,0.23809523809523808,0.3856109409166685,0.1475157028214304,13,13,1,2-2,Aligned,Finland - Japan
Finland,Korea (ROK),0.2608695652173913,0.37734902352549415,0.11647945830810286,13,16,0,2-3,Separate / weak,Finland - Korea (ROK)
Finland,Netherlands,0.3,0.3426906942386818,0.042690694238681826,13,13,1,2-2,Separate / weak,Finland - Netherlands
Finland,New Zealand,0.13333333333333333,0.37237527829676265,0.23904194496342931,13,21,0,2-3,Separate / weak,Finland - New Zealand
Finland,Norway,0.19230769230769232,0.3914961021355401,0.19918840982784777,13,18,0,2-3,Complementary,Finland - Norway
Finland,Peru,0.3684210526315789,0.34685086155674394,-0.021570191074834988,13,13,0,1-2,Separate / weak,Finland - Peru
Finland,Poland,0.09090909090909091,0.4223582579531777,0.3314491670440868,13,11,1,2-2,Complementary,Finland - Poland
Finland,Portugal,0.25,0.3715005166120785,0.1215005166120785,13,7,0,1-2,Separate / weak,Finland - Portugal
Finland,Romania,0.375,0.38173656660765654,0.006736566607656536,13,9,1,2-2,Aligned,Finland - Romania
Finland,Russian Federation,0.28,0.3633388541283278,0.08333885412832776,13,19,0,2-3,Separate / weak,Finland - Russian Federation
Finland,South Africa,0.19230769230769232,0.3975283318060244,0.2052206394983321,13,18,1,2-2,Complementary,Finland - South Africa
Finland,Spain,0.4,0.3797970265029088,-0.020202973497091214,13,15,1,2-2,Separate / weak,Finland - Spain
Finland,Sweden,0.2857142857142857,0.383572034583064,0.0978577488687783,13,14,1,2-2,Aligned,Finland - Sweden
Finland,Türkiye,0.26666666666666666,0.37423629268710407,0.1075696260204374,13,6,0,1-2,Separate / weak,Finland - Türkiye
Finland,Ukraine,0.21052631578947367,0.37632061928795135,0.16579430349847768,13,10,0,2-3,Separate / weak,Finland - Ukraine
Finland,United Kingdom,0.12903225806451613,0.37622020406563217,0.24718794600111604,13,22,0,2-3,Separate / weak,Finland - United Kingdom
Finland,United States,0.10344827586206896,0.381073783975757,0.277625508113688,13,19,0,2-3,Complementary,Finland - United States
Finland,Uruguay,0.42857142857142855,0.31456867435969604,-0.1140027542117325,13,17,1,2-2,Separate / weak,Finland - Uruguay
Finland,Venezuela,0.2857142857142857,0.19512095747389863,-0.09059332824038707,13,5,0,1-2,Separate / weak,Finland - Venezuela
France,Germany,0.32142857142857145,0.38317862239595446,0.06175005096738301,18,19,0,2-3,Aligned,France - Germany
France,India,0.14814814814814814,0.4219613961194014,0.2738132479712533,18,13,0,2-3,Complementary,France - India
France,Italy,0.32,0.4292852125944231,0.10928521259442309,18,15,0,2-3,Aligned,France - Italy
France,Japan,0.24,0.3855778739234622,0.14557787392346222,18,13,0,2-3,Aligned,France - Japan
France,Korea (ROK),0.3076923076923077,0.3734966332686921,0.06580432557638438,18,16,1,3-3,Separate / weak,France - Korea (ROK)
France,Netherlands,0.4090909090909091,0.35280145264665386,-0.05628945644425526,18,13,0,2-3,Separate / weak,France - Netherlands
France,New Zealand,0.3,0.3954000321996012,0.09540003219960119,18,21,1,3-3,Aligned,France - New Zealand
France,Norway,0.2,0.39039244746481594,0.19039244746481593,18,18,1,3-3,Complementary,France - Norway
France,Peru,0.2916666666666667,0.3491823832732924,0.05751571660662569,18,13,0,1-3,Separate / weak,France - Peru
France,Poland,0.20833333333333334,0.4211100946399529,0.21277676130661957,18,11,0,2-3,Complementary,France - Poland
France,Portugal,0.13636363636363635,0.39719193683453186,0.2608283004708955,18,7,0,1-3,Complementary,France - Portugal
France,Romania,0.17391304347826086,0.41765094101301,0.24373789753474912,18,9,0,2-3,Complementary,France - Romania
France,Russian Federation,0.37037037037037035,0.3594893702430467,-0.010881000127323626,18,19,1,3-3,Separate / weak,France - Russian Federation
France,South Africa,0.38461538461538464,0.3966402929178665,0.012024908302481874,18,18,0,2-3,Aligned,France - South Africa
France,Spain,0.2692307692307692,0.42979237319697844,0.16056160396620922,18,15,0,2-3,Aligned,France - Spain
France,Sweden,0.391304347826087,0.3478564661459398,-0.04344788168014718,18,14,0,2-3,Separate / weak,France - Sweden
France,Türkiye,0.043478260869565216,0.3984198928174274,0.3549416319478622,18,6,0,1-3,Complementary,France - Türkiye
France,Ukraine,0.16666666666666666,0.386845371841521,0.22017870517485436,18,10,1,3-3,Complementary,France - Ukraine
France,United Kingdom,0.3333333333333333,0.32566694577819066,-0.007666387555142651,18,22,1,3-3,Separate / weak,France - United Kingdom
France,United States,0.27586206896551724,0.41756340349189525,0.141701334526378,18,19,1,3-3,Aligned,France - United States
France,Uruguay,0.2962962962962963,0.3659220117114854,0.06962571541518914,18,17,0,2-3,Separate / weak,France - Uruguay
France,Venezuela,0.09523809523809523,0.34216079059829063,0.2469226953601954,18,5,0,1-3,Separate / weak,France - Venezuela
Germany,India,0.18518518518518517,0.4049264563514223,0.21974127116623715,19,13,1,2-2,Complementary,Germany - India
Germany,Italy,0.3076923076923077,0.4012977328621345,0.09360542516982678,19,15,1,2-2,Aligned,Germany - Italy
Germany,Japan,0.18518518518518517,0.3779040761580862,0.192718890972901,19,13,1,2-2,Separate / weak,Germany - Japan
Germany,Korea (ROK),0.20689655172413793,0.37511351954853284,0.1682169678243949,19,16,0,2-3,Separate / weak,Germany - Korea (ROK)
Germany,Netherlands,0.23076923076923078,0.37304785114505823,0.14227862037582745,19,13,1,2-2,Separate / weak,Germany - Netherlands
Germany,New Zealand,0.3333333333333333,0.3718814697670594,0.038548136433726066,19,21,0,2-3,Separate / weak,Germany - New Zealand
Germany,Norway,0.23333333333333334,0.3862853550794382,0.15295202174610484,19,18,0,2-3,Aligned,Germany - Norway
Germany,Peru,0.23076923076923078,0.36846611243162974,0.13769688166239896,19,13,0,1-2,Separate / weak,Germany - Peru
Germany,Poland,0.2,0.38593196986192346,0.18593196986192345,19,11,1,2-2,Complementary,Germany - Poland
Germany,Portugal,0.13043478260869565,0.34905348247598633,0.21861869986729068,19,7,0,1-2,Separate / weak,Germany - Portugal
Germany,Romania,0.07692307692307693,0.41030889070863574,0.3333858137855588,19,9,1,2-2,Complementary,Germany - Romania
Germany,Russian Federation,0.35714285714285715,0.37665165546290774,0.01950879832005059,19,19,0,2-3,Separate / weak,Germany - Russian Federation
Germany,South Africa,0.37037037037037035,0.37161744420938936,0.0012470738390190084,19,18,1,2-2,Separate / weak,Germany - South Africa
Germany,Spain,0.25925925925925924,0.41025606419020466,0.15099680493094542,19,15,1,2-2,Aligned,Germany - Spain
Germany,Sweden,0.2222222222222222,0.3805751253544396,0.1583529031322174,19,14,1,2-2,Separate / weak,Germany - Sweden
Germany,Türkiye,0.08695652173913043,0.373632441133807,0.28667591939467657,19,6,0,1-2,Separate / weak,Germany - Türkiye
Germany,Ukraine,0.20833333333333334,0.3554235155600701,0.14709018222673678,19,10,0,2-3,Separate / weak,Germany - Ukraine
Germany,United Kingdom,0.3225806451612903,0.36078461299049536,0.03820396782920504,19,22,0,2-3,Separate / weak,Germany - United Kingdom
Germany,United States,0.26666666666666666,0.3943361473642223,0.12766948069755563,19,19,0,2-3,Aligned,Germany - United States
Germany,Uruguay,0.2413793103448276,0.4108735312546564,0.16949422090982882,19,17,1,2-2,Aligned,Germany - Uruguay
Germany,Venezuela,0.043478260869565216,0.3620205026455027,0.3185422417759375,19,5,0,1-2,Separate / weak,Germany - Venezuela
India,Italy,0.3333333333333333,0.344806047495676,0.01147271416234269,13,15,1,2-2,Separate / weak,India - Italy
India,Japan,0.3,0.3919091744169143,0.09190917441691432,13,13,1,2-2,Aligned,India - Japan
India,Korea (ROK),0.38095238095238093,0.39990091323150534,0.018948532279124408,13,16,0,2-3,Aligned,India - Korea (ROK)
India,Netherlands,0.08333333333333333,0.41164924764699606,0.32831591431366275,13,13,1,2-2,Complementary,India - Netherlands
India,New Zealand,0.21428571428571427,0.3319016158746062,0.11761590158889193,13,21,0,2-3,Separate / weak,India - New Zealand
India,Norway,0.2916666666666667,0.3546178383020489,0.06295117163538222,13,18,0,2-3,Separate / weak,India - Norway
India,Peru,0.3,0.3433942528060175,0.0433942528060175,13,13,0,1-2,Separate / weak,India - Peru
India,Poland,0.3333333333333333,0.34628770739064857,0.012954374057315254,13,11,1,2-2,Separate / weak,India - Poland
India,Portugal,0.17647058823529413,0.337870676061599,0.16140008782630486,13,7,0,1-2,Separate / weak,India - Portugal
India,Romania,0.29411764705882354,0.4013580679755816,0.10724042091675806,13,9,1,2-2,Aligned,India - Romania
India,Russian Federation,0.28,0.37445358187134503,0.094453581871345,13,19,0,2-3,Separate / weak,India - Russian Federation
India,South Africa,0.14814814814814814,0.407437805357697,0.2592896572095489,13,18,1,2-2,Complementary,India - South Africa
India,Spain,0.16666666666666666,0.37943090679686514,0.21276424013019848,13,15,1,2-2,Separate / weak,India - Spain
India,Sweden,0.17391304347826086,0.40258865622681417,0.2286756127485533,13,14,1,2-2,Complementary,India - Sweden
India,Türkiye,0.35714285714285715,0.3231560022127974,-0.03398685493005976,13,6,0,1-2,Separate / weak,India - Türkiye
India,Ukraine,0.15,0.4049647341022381,0.2549647341022381,13,10,0,2-3,Complementary,India - Ukraine
India,United Kingdom,0.12903225806451613,0.3913521778245676,0.2623199197600515,13,22,0,2-3,Complementary,India - United Kingdom
India,United States,0.18518518518518517,0.39937566237008426,0.2141904771848991,13,19,0,2-3,Complementary,India - United States
India,Uruguay,0.30434782608695654,0.41383247454300087,0.10948464845604433,13,17,1,2-2,Aligned,India - Uruguay
India,Venezuela,0.2,0.30164835164835163,0.10164835164835162,13,5,0,1-2,Separate / weak,India - Venezuela
Italy,Japan,0.4,0.4011772219009061,0.001177221900906078,15,13,1,2-2,Aligned,Italy - Japan
Italy,Korea (ROK),0.47619047619047616,0.331500319426016,-0.14469015676446018,15,16,0,2-3,Separate / weak,Italy - Korea (ROK)
Italy,Netherlands,0.3333333333333333,0.3736511752136752,0.040317841880341876,15,13,1,2-2,Separate / weak,Italy - Netherlands
Italy,New Zealand,0.2,0.4005892768252115,0.2005892768252115,15,21,0,2-3,Complementary,Italy - New Zealand
Italy,Norway,0.17857142857142858,0.38610383432555373,0.20753240575412515,15,18,0,2-3,Complementary,Italy - Norway
Italy,Peru,0.4,0.35198601398601403,-0.04801398601398599,15,13,0,1-2,Separate / weak,Italy - Peru
Italy,Poland,0.3,0.3605595488103228,0.06055954881032283,15,11,1,2-2,Separate / weak,Italy - Poland
Italy,Portugal,0.1,0.3590908615935613,0.2590908615935613,15,7,0,1-2,Separate / weak,Italy - Portugal
Italy,Romania,0.2,0.4244327118737282,0.2244327118737282,15,9,1,2-2,Complementary,Italy - Romania
Italy,Russian Federation,0.25925925925925924,0.4360139623341055,0.17675470307484625,15,19,0,2-3,Aligned,Italy - Russian Federation
