time_unit,window_size,period_index,period_end,period_start,member,k_active,dominant_region,dominant_region_share,region_1_share,region_2_share,region_3_share
year,1,50,2011,2011,Argentina,8,2,0.5646880673165443,0.24940418319323393,0.5646880673165443,0.18590774949022176
year,1,51,2012,2012,Argentina,4,2,0.6238843969448563,0.0,0.6238843969448563,0.37611560305514363
year,1,52,2013,2013,Argentina,6,1,0.6511900384352425,0.6511900384352425,0.09197054369998978,0.25683941786476777
year,1,53,2014,2014,Argentina,6,2,0.5276888763513636,0.0,0.5276888763513636,0.4723111236486363
year,1,54,2015,2015,Argentina,7,2,0.5363855039517856,0.03214295154767254,0.5363855039517856,0.43147154450054187
year,1,55,2016,2016,Argentina,10,3,0.5474703355788832,0.13184357029453067,0.32068609412658605,0.5474703355788832
year,1,56,2017,2017,Argentina,7,2,0.7744283050554963,0.06635395389641274,0.7744283050554963,0.15921774104809086
year,1,57,2018,2018,Argentina,8,2,0.8454939203873024,0.013071925938202463,0.8454939203873024,0.14143415367449502
year,1,58,2019,2019,Argentina,8,2,0.45134066451846216,0.37015724568602404,0.45134066451846216,0.1785020897955137
year,1,60,2021,2021,Argentina,8,1,0.6620025190447069,0.6620025190447069,0.15828846128256058,0.17970901967273248
year,1,61,2022,2022,Argentina,7,2,0.7446902434219186,0.054007833122286464,0.7446902434219186,0.201301923455795
year,1,62,2023,2023,Argentina,6,2,0.9495910521152272,0.0,0.9495910521152272,0.050408947884772765
year,1,63,2024,2024,Argentina,10,2,0.5577686854493307,0.3580929777273078,0.5577686854493307,0.08413833682336158
year,1,64,2025,2025,Argentina,8,2,0.6642675090524849,0.2726799514428089,0.6642675090524849,0.06305253950470625
year,1,0,1961,1961,Australia,7,2,0.6452648475120385,0.35473515248796145,0.6452648475120385,0.0
year,1,5,1966,1966,Australia,5,2,0.40390578660079435,0.29936855699129794,0.40390578660079435,0.29672565640790777
year,1,9,1970,1970,Australia,4,1,0.7380336351875809,0.7380336351875809,0.2619663648124192,0.0
year,1,11,1972,1972,Australia,3,1,0.46725022638092356,0.46725022638092356,0.4672502263809235,0.06549954723815274
year,1,14,1975,1975,Australia,3,3,0.5242649663478569,0.09032943676939431,0.38540559688274884,0.5242649663478569
year,1,22,1983,1983,Australia,6,1,0.8143564356435643,0.8143564356435643,0.0,0.1856435643564357
year,1,24,1985,1985,Australia,3,1,0.42698706099815165,0.42698706099815165,0.24953789279112754,0.3234750462107209
year,1,26,1987,1987,Australia,6,2,0.7999319496427355,0.10003402517863219,0.7999319496427355,0.10003402517863219
year,1,28,1989,1989,Australia,3,2,0.743362831858407,0.25663716814159293,0.743362831858407,0.0
year,1,30,1991,1991,Australia,3,1,0.9961153881080427,0.9961153881080427,0.0038846118919573375,0.0
year,1,31,1992,1992,Australia,4,3,0.756258589560484,0.24374141043951603,0.0,0.756258589560484
year,1,33,1994,1994,Australia,7,3,0.4497375687696296,0.11424717016926288,0.43601526106110744,0.4497375687696296
year,1,34,1995,1995,Australia,3,1,0.5703125,0.5703125,0.4296875,0.0
year,1,35,1996,1996,Australia,7,3,0.4901041666666667,0.20147569444444446,0.3084201388888889,0.4901041666666667
year,1,36,1997,1997,Australia,5,1,0.5014388282478315,0.5014388282478315,0.4985611717521685,0.0
year,1,37,1998,1998,Australia,5,1,0.6729143519636732,0.6729143519636732,0.3270856480363268,0.0
year,1,38,1999,1999,Australia,7,2,0.8880090089729049,0.11199099102709502,0.8880090089729049,0.0
year,1,40,2001,2001,Australia,5,2,0.9956695629042386,0.004330437095761418,0.9956695629042386,0.0
year,1,41,2002,2002,Australia,9,2,0.807916347000824,0.13913751787760822,0.807916347000824,0.05294613512156773
year,1,42,2003,2003,Australia,9,2,0.572437523670683,0.18752319489036787,0.572437523670683,0.24003928143894915
year,1,43,2004,2004,Australia,9,2,0.6914734260941989,0.12564360178459885,0.6914734260941989,0.1828829721212023
year,1,44,2005,2005,Australia,10,2,0.6039060926992309,0.12103249708049774,0.6039060926992309,0.2750614102202714
year,1,45,2006,2006,Australia,12,3,0.5210723351482269,0.16569968387747874,0.31322798097429433,0.5210723351482269
year,1,46,2007,2007,Australia,10,2,0.8247155086879071,0.17528449131209278,0.8247155086879071,0.0
year,1,47,2008,2008,Australia,10,1,0.5702906155365853,0.5702906155365853,0.2817431417361022,0.14796624272731254
year,1,48,2009,2009,Australia,8,3,0.558214559796325,0.07825437754154088,0.36353106266213414,0.558214559796325
year,1,49,2010,2010,Australia,11,2,0.5796482633437073,0.14011724555209756,0.5796482633437073,0.2802344911041951
year,1,50,2011,2011,Australia,11,2,0.8414006459789357,0.05751405145818813,0.8414006459789357,0.10108530256287611
year,1,51,2012,2012,Australia,8,2,0.48372103941222033,0.44118682660031455,0.48372103941222033,0.07509213398746507
year,1,52,2013,2013,Australia,8,2,0.3815457894817013,0.3719644935066139,0.3815457894817013,0.2464897170116847
year,1,53,2014,2014,Australia,13,1,0.47759478707023106,0.47759478707023106,0.34637899750303175,0.17602621542673716
year,1,54,2015,2015,Australia,11,3,0.5989425147716605,0.2346209067314595,0.16643657849688,0.5989425147716605
year,1,55,2016,2016,Australia,9,1,0.6469739950006304,0.6469739950006304,0.06371826554356003,0.2893077394558097
year,1,56,2017,2017,Australia,8,2,0.4172432319532986,0.26601914455094905,0.4172432319532986,0.3167376234957525
year,1,57,2018,2018,Australia,6,3,0.6100335618835835,0.04287890954763523,0.3470875285687812,0.6100335618835835
year,1,58,2019,2019,Australia,8,2,0.6049546756147205,0.34055756715702146,0.6049546756147205,0.05448775722825809
year,1,60,2021,2021,Australia,8,2,0.8136571278731964,0.18634287212680362,0.8136571278731964,0.0
year,1,61,2022,2022,Australia,7,1,0.6088141215495795,0.6088141215495795,0.3911858784504205,0.0
year,1,62,2023,2023,Australia,7,1,0.6640533614820077,0.6640533614820077,0.17383863449715067,0.16210800402084163
year,1,63,2024,2024,Australia,9,2,0.7625811914198853,0.14281331524908178,0.7625811914198853,0.09460549333103285
year,1,64,2025,2025,Australia,10,1,0.4468274004981996,0.4468274004981996,0.23550332813674785,0.3176692713650525
year,1,56,2017,2017,Belarus,4,2,0.9811304901196443,0.01886950988035582,0.9811304901196443,0.0
year,1,57,2018,2018,Belarus,3,1,0.6878266653996008,0.6878266653996008,0.31217333460039914,0.0
year,1,58,2019,2019,Belarus,3,1,0.685663738163688,0.685663738163688,0.3143362618363121,0.0
year,1,60,2021,2021,Belarus,3,2,0.8665447897623401,0.13345521023765997,0.8665447897623401,0.0
year,1,62,2023,2023,Belarus,3,2,0.8117940669462526,0.1882059330537474,0.8117940669462526,0.0
year,1,63,2024,2024,Belarus,3,1,0.5235328256251253,0.5235328256251253,0.4764671743748747,0.0
year,1,64,2025,2025,Belarus,4,2,0.5297496644543226,0.4702503355456773,0.5297496644543226,0.0
year,1,3,1964,1964,Belgium,3,1,0.5390121689334287,0.5390121689334287,0.46098783106657115,0.0
year,1,11,1972,1972,Belgium,3,1,0.6143875567077122,0.6143875567077122,0.0,0.3856124432922877
year,1,24,1985,1985,Belgium,4,2,0.5490654205607477,0.45093457943925236,0.5490654205607477,0.0
year,1,31,1992,1992,Belgium,3,1,1.0,1.0,0.0,0.0
year,1,33,1994,1994,Belgium,4,1,0.7400122925629994,0.7400122925629994,0.2599877074370006,0.0
year,1,35,1996,1996,Belgium,3,2,0.7964194373401534,0.20358056265984656,0.7964194373401534,0.0
year,1,43,2004,2004,Belgium,3,1,1.0,1.0,0.0,0.0
year,1,44,2005,2005,Belgium,3,2,0.586102850008237,0.41389714999176297,0.586102850008237,0.0
year,1,45,2006,2006,Belgium,3,2,0.9386494647268735,0.06135053527312655,0.9386494647268735,0.0
year,1,46,2007,2007,Belgium,3,2,1.0,0.0,1.0,0.0
year,1,47,2008,2008,Belgium,3,2,0.7158180778032037,0.28418192219679633,0.7158180778032037,0.0
year,1,48,2009,2009,Belgium,3,2,0.5192307692307693,0.0,0.5192307692307693,0.48076923076923084
year,1,49,2010,2010,Belgium,3,2,1.0,0.0,1.0,0.0
year,1,52,2013,2013,Belgium,8,2,0.6634963064267139,0.21279748028885503,0.6634963064267139,0.12370621328443104
year,1,53,2014,2014,Belgium,6,2,0.7380077426454693,0.18928213492640558,0.7380077426454693,0.07271012242812505
year,1,54,2015,2015,Belgium,4,2,0.8225711481844946,0.0464180569185476,0.8225711481844946,0.1310107948969578
year,1,55,2016,2016,Belgium,5,2,0.7889270778029266,0.21107292219707344,0.7889270778029266,0.0
year,1,56,2017,2017,Belgium,5,2,0.7177495282470823,0.12940653282639086,0.7177495282470823,0.1528439389265267
year,1,60,2021,2021,Belgium,3,1,0.548515987380206,0.548515987380206,0.45148401261979415,0.0
year,1,61,2022,2022,Belgium,4,1,0.3776681558699429,0.3776681558699429,0.27910151402333083,0.34323033010672616
year,1,62,2023,2023,Belgium,7,1,0.5160317134361667,0.5160317134361667,0.4524163735126085,0.03155191305122463
year,1,63,2024,2024,Belgium,3,1,0.6604220742579844,0.6604220742579844,0.3395779257420156,0.0
year,1,64,2025,2025,Belgium,4,1,0.8289375093661023,0.8289375093661023,0.1710624906338978,0.0
year,1,26,1987,1987,Brazil,6,3,0.34384334550282114,0.3206106870229008,0.3355459674742782,0.34384334550282114
year,1,35,1996,1996,Brazil,7,2,0.5982694684796045,0.36966934487021014,0.5982694684796045,0.03206118665018542
year,1,36,1997,1997,Brazil,4,2,0.6291339841473667,0.3708660158526334,0.6291339841473667,0.0
year,1,38,1999,1999,Brazil,3,1,0.631833625038608,0.631833625038608,0.368166374961392,0.0
year,1,44,2005,2005,Brazil,3,2,0.7490812393558217,0.25091876064417823,0.7490812393558217,0.0
year,1,46,2007,2007,Brazil,3,2,0.5740514075887393,0.4259485924112607,0.5740514075887393,0.0
year,1,47,2008,2008,Brazil,4,2,0.5549973309887902,0.17992275567557384,0.5549973309887902,0.265079913335636
year,1,48,2009,2009,Brazil,5,2,0.6954939712372468,0.30450602876275323,0.6954939712372468,0.0
year,1,52,2013,2013,Brazil,5,2,0.5316848255819924,0.46831517441800763,0.5316848255819924,0.0
year,1,53,2014,2014,Brazil,5,1,0.5364238410596026,0.5364238410596026,0.4635761589403974,0.0
year,1,55,2016,2016,Brazil,3,2,0.5584833344740264,0.44151666552597363,0.5584833344740264,0.0
year,1,56,2017,2017,Brazil,5,1,0.6837539269535089,0.6837539269535089,0.316246073046491,0.0
year,1,57,2018,2018,Brazil,3,2,0.5453356582388841,0.4546643417611159,0.5453356582388841,0.0
year,1,58,2019,2019,Brazil,7,2,0.8972734221133406,0.10272657788665952,0.8972734221133406,0.0
year,1,60,2021,2021,Brazil,3,2,0.5029261324362932,0.4970738675637068,0.5029261324362932,0.0
year,1,61,2022,2022,Brazil,6,2,0.6371927252953797,0.36280727470462026,0.6371927252953797,0.0
year,1,62,2023,2023,Brazil,3,1,0.7704685281590156,0.7704685281590156,0.22953147184098438,0.0
year,1,63,2024,2024,Brazil,3,1,1.0,1.0,0.0,0.0
year,1,64,2025,2025,Brazil,4,2,0.8297129557796741,0.17028704422032584,0.8297129557796741,0.0
year,1,36,1997,1997,Bulgaria,3,1,1.0,1.0,0.0,0.0
year,1,50,2011,2011,Bulgaria,3,1,0.7199077041404949,0.7199077041404949,0.16664530188437382,0.1134469939751314
year,1,54,2015,2015,Bulgaria,3,2,0.703307392996109,0.29669260700389105,0.703307392996109,0.0
year,1,60,2021,2021,Bulgaria,3,1,1.0,1.0,0.0,0.0
year,1,62,2023,2023,Bulgaria,4,1,0.7890175445251842,0.7890175445251842,0.21098245547481578,0.0
year,1,63,2024,2024,Bulgaria,3,2,0.8478753934456581,0.1521246065543418,0.8478753934456581,0.0
year,1,64,2025,2025,Bulgaria,3,1,1.0,1.0,0.0,0.0
year,1,51,2012,2012,CCAMLR,3,2,0.680532801481587,0.319467198518413,0.680532801481587,0.0
year,1,54,2015,2015,CCAMLR,3,2,0.7100760456273765,0.2899239543726236,0.7100760456273765,0.0
year,1,61,2022,2022,CCAMLR,3,1,0.6959192628345765,0.6959192628345765,0.3040807371654234,0.0
year,1,63,2024,2024,CCAMLR,3,1,0.5905541093343251,0.5905541093343251,0.409445890665675,0.0
year,1,64,2025,2025,CCAMLR,3,2,0.5686239767532514,0.4313760232467487,0.5686239767532514,0.0
year,1,35,1996,1996,COMNAP,4,1,0.6125979994593134,0.6125979994593134,0.18140037848067045,0.2060016220600162
year,1,37,1998,1998,COMNAP,5,1,0.7653379686327184,0.7653379686327184,0.23466203136728161,0.0
year,1,38,1999,1999,COMNAP,7,2,0.7300145739050394,0.26998542609496046,0.7300145739050394,0.0
year,1,40,2001,2001,COMNAP,3,2,0.783427495291902,0.2165725047080979,0.783427495291902,0.0
year,1,41,2002,2002,COMNAP,5,2,0.569250551065393,0.4307494489346069,0.569250551065393,0.0
year,1,42,2003,2003,COMNAP,3,2,0.6491914718302606,0.19600370789988672,0.6491914718302606,0.15480482026985273
year,1,43,2004,2004,COMNAP,6,2,0.8214769693328555,0.14331629752760797,0.8214769693328555,0.035206733139536435
year,1,44,2005,2005,COMNAP,4,2,0.5834127740705434,0.41658722592945663,0.5834127740705434,0.0
year,1,45,2006,2006,COMNAP,4,2,0.6721518987341772,0.0,0.6721518987341772,0.32784810126582276
year,1,46,2007,2007,COMNAP,6,2,0.9749090641195209,0.02509093588047896,0.9749090641195209,0.0
year,1,47,2008,2008,COMNAP,5,2,0.917620334694347,0.082379665305653,0.917620334694347,0.0
year,1,48,2009,2009,COMNAP,3,2,0.7137014314928425,0.28629856850715746,0.7137014314928425,0.0
year,1,50,2011,2011,COMNAP,3,2,1.0,0.0,1.0,0.0
year,1,51,2012,2012,COMNAP,6,2,0.6794817779650305,0.24428962653104214,0.6794817779650305,0.07622859550392729
year,1,52,2013,2013,COMNAP,6,3,0.7566238121855785,0.024650642817216323,0.21872554499720512,0.7566238121855785
year,1,53,2014,2014,COMNAP,5,2,0.9783132530120482,0.021686746987951814,0.9783132530120482,0.0
year,1,54,2015,2015,COMNAP,6,1,0.7670785730939613,0.7670785730939613,0.23292142690603865,0.0
year,1,55,2016,2016,COMNAP,4,2,0.889817393995667,0.11018260600433304,0.889817393995667,0.0
year,1,56,2017,2017,COMNAP,5,1,0.8158039047416269,0.8158039047416269,0.1841960952583731,0.0
year,1,57,2018,2018,COMNAP,3,3,0.7811176968670618,0.07408975444538526,0.14479254868755295,0.7811176968670618
year,1,58,2019,2019,COMNAP,4,2,1.0,0.0,1.0,0.0
year,1,60,2021,2021,COMNAP,4,2,0.8990352916681126,0.10096470833188742,0.8990352916681126,0.0
year,1,61,2022,2022,COMNAP,4,2,0.9945573030435416,0.005442696956458425,0.9945573030435416,0.0
year,1,62,2023,2023,COMNAP,5,2,0.9761369448754784,0.023863055124521616,0.9761369448754784,0.0
year,1,63,2024,2024,COMNAP,6,2,0.9415519167852348,0.058448083214765155,0.9415519167852348,0.0
year,1,64,2025,2025,COMNAP,8,1,0.8173465693246132,0.8173465693246132,0.18265343067538667,0.0
year,1,38,1999,1999,Canada,3,2,0.8850249584026623,0.11497504159733779,0.8850249584026623,0.0
year,1,60,2021,2021,Canada,3,1,0.8887013398037767,0.8887013398037767,0.11129866019622323,0.0
year,1,63,2024,2024,Canada,3,1,1.0,1.0,0.0,0.0
year,1,64,2025,2025,Canada,3,1,1.0,1.0,0.0,0.0
year,1,3,1964,1964,Chile,3,2,0.9379260421065332,0.062073957893466855,0.9379260421065332,0.0
year,1,5,1966,1966,Chile,4,1,0.9551775406681826,0.9551775406681826,0.0,0.044822459331817395
year,1,9,1970,1970,Chile,4,2,0.6469298245614036,0.007675438596491225,0.6469298245614036,0.3453947368421052
year,1,11,1972,1972,Chile,3,1,0.8418056120374136,0.8418056120374136,0.0,0.15819438796258642
year,1,14,1975,1975,Chile,4,2,0.9029542442902798,0.019876841530906547,0.9029542442902798,0.07716891417881364
year,1,16,1977,1977,Chile,5,2,0.95659390820815,0.03070794256784795,0.95659390820815,0.012698149224001993
year,1,18,1979,1979,Chile,5,3,0.6790002085381476,0.015908481544373933,0.30509130991747846,0.6790002085381476
year,1,20,1981,1981,Chile,5,2,0.5993945509586277,0.40060544904137235,0.5993945509586277,0.0
year,1,22,1983,1983,Chile,4,2,0.6158357771260997,0.16422287390029322,0.6158357771260997,0.219941348973607
year,1,24,1985,1985,Chile,3,1,0.9494949494949495,0.9494949494949495,0.050505050505050476,0.0
year,1,26,1987,1987,Chile,6,2,0.8399332061068703,0.03148854961832061,0.8399332061068703,0.12857824427480916
year,1,28,1989,1989,Chile,6,3,0.6519377037305325,0.3480622962694676,0.0,0.6519377037305325
year,1,30,1991,1991,Chile,4,2,0.6046096342701013,0.3953903657298988,0.6046096342701013,0.0
year,1,31,1992,1992,Chile,6,2,0.7702373211963589,0.22976267880364107,0.7702373211963589,0.0
year,1,33,1994,1994,Chile,5,2,0.6042041160717561,0.39579588392824394,0.6042041160717561,0.0
year,1,34,1995,1995,Chile,5,3,0.5233427479647782,0.4696793487290248,0.006977903306197019,0.5233427479647782
year,1,35,1996,1996,Chile,6,2,0.6163777203983769,0.3836222796016231,0.6163777203983769,0.0
year,1,36,1997,1997,Chile,7,2,0.749750888438449,0.25024911156155094,0.749750888438449,0.0
year,1,38,1999,1999,Chile,9,2,0.8020983418381905,0.19790165816180952,0.8020983418381905,0.0
year,1,40,2001,2001,Chile,5,2,0.880601143278628,0.11939885672137192,0.880601143278628,0.0
year,1,41,2002,2002,Chile,5,2,0.9241240794465522,0.0758759205534479,0.9241240794465522,0.0
year,1,42,2003,2003,Chile,7,2,0.6890446329767613,0.31095536702323867,0.6890446329767613,0.0
year,1,43,2004,2004,Chile,3,1,0.5723404255319149,0.5723404255319149,0.42765957446808506,0.0
year,1,44,2005,2005,Chile,7,1,0.573444942338763,0.573444942338763,0.426555057661237,0.0
year,1,45,2006,2006,Chile,6,2,0.6957042985455937,0.3042957014544063,0.6957042985455937,0.0
year,1,46,2007,2007,Chile,7,2,0.7148815218336642,0.08598265324678406,0.7148815218336642,0.19913582491955184
year,1,47,2008,2008,Chile,8,2,0.8994272150265752,0.09438051499045359,0.8994272150265752,0.006192269982971261
year,1,48,2009,2009,Chile,8,1,0.6144032178237268,0.6144032178237268,0.33090713404718325,0.05468964812909004
year,1,49,2010,2010,Chile,8,1,0.5483155093873006,0.5483155093873006,0.1459135170398704,0.30577097357282906
year,1,50,2011,2011,Chile,6,2,0.6398145400001211,0.25705386606175523,0.6398145400001211,0.10313159393812367
year,1,51,2012,2012,Chile,6,1,0.5726645775420414,0.5726645775420414,0.4273354224579587,0.0
year,1,52,2013,2013,Chile,6,2,0.7176862443631739,0.28231375563682615,0.7176862443631739,0.0
year,1,53,2014,2014,Chile,8,1,0.35973860253921913,0.35973860253921913,0.3079629263471742,0.33229847111360666
year,1,54,2015,2015,Chile,6,1,0.7079180968161913,0.7079180968161913,0.27929932536394836,0.012782577819860336
year,1,55,2016,2016,Chile,7,2,0.545364243648956,0.4546357563510441,0.545364243648956,0.0
year,1,56,2017,2017,Chile,7,2,0.9080990626191096,0.09190093738089043,0.9080990626191096,0.0
year,1,57,2018,2018,Chile,5,2,0.5748460550214859,0.29025827315819785,0.5748460550214859,0.13489567182031628
year,1,58,2019,2019,Chile,6,2,0.9640272140568231,0.035972785943176815,0.9640272140568231,0.0
year,1,60,2021,2021,Chile,5,2,0.6836327792463821,0.15457681795779385,0.6836327792463821,0.1617904027958242
year,1,61,2022,2022,Chile,8,1,0.6750254525670915,0.6750254525670915,0.3249745474329085,0.0
year,1,62,2023,2023,Chile,5,2,0.7539778823808522,0.24602211761914775,0.7539778823808522,0.0
year,1,63,2024,2024,Chile,7,2,0.9356933764031117,0.06430662359688834,0.9356933764031117,0.0
year,1,64,2025,2025,Chile,6,2,0.7080716850035866,0.17463960894126357,0.7080716850035866,0.11728870605514981
year,1,30,1991,1991,China,3,2,0.5277225687067371,0.47227743129326305,0.5277225687067371,0.0
year,1,31,1992,1992,China,3,1,1.0,1.0,0.0,0.0
year,1,36,1997,1997,China,3,2,0.9799019680874838,0.0200980319125162,0.9799019680874838,0.0
year,1,41,2002,2002,China,3,2,0.5724809260720863,0.4275190739279137,0.5724809260720863,0.0
year,1,43,2004,2004,China,3,2,0.8685258964143425,0.13147410358565736,0.8685258964143425,0.0
year,1,44,2005,2005,China,5,2,0.6137317310815199,0.38626826891848004,0.6137317310815199,0.0
year,1,45,2006,2006,China,4,1,0.5933484696660283,0.5933484696660283,0.4066515303339718,0.0
year,1,47,2008,2008,China,5,2,0.7511050395055728,0.05319952448820088,0.7511050395055728,0.19569543600622633
year,1,48,2009,2009,China,4,2,0.6299754251255884,0.37002457487441154,0.6299754251255884,0.0
year,1,49,2010,2010,China,3,2,0.8390349341286996,0.16096506587130036,0.8390349341286996,0.0
year,1,50,2011,2011,China,4,2,0.6995210582332371,0.30047894176676293,0.6995210582332371,0.0
year,1,51,2012,2012,China,3,2,1.0,0.0,1.0,0.0
year,1,52,2013,2013,China,4,2,1.0,0.0,1.0,0.0
year,1,53,2014,2014,China,3,2,1.0,0.0,1.0,0.0
year,1,56,2017,2017,China,5,2,0.7399066203565466,0.2600933796434534,0.7399066203565466,0.0
year,1,57,2018,2018,China,3,2,0.8579013116801999,0.14209868831980013,0.8579013116801999,0.0
year,1,58,2019,2019,China,5,2,1.0,0.0,1.0,0.0
