period_idx,period_start,period_end,period_label,period_mid,actor_a,actor_b,collaboration_count,presence_jaccard,specialized_jaccard,presence_active_a,presence_active_b,specialized_active_a,specialized_active_b
0,1961,1970,1961-1970,1965.5,India,New Zealand,0,0.0,0.0,0,12,0,7
0,1961,1970,1961-1970,1965.5,India,Norway,0,0.0,0.0,0,2,0,2
0,1961,1970,1961-1970,1965.5,India,Peru,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Poland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,India,SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,India,Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,India,United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,India,Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,India,WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,India,WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Japan,0,0.0,0.0,0,6,0,5
0,1961,1970,1961-1970,1965.5,Italy,Kazakhstan,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Korea (DPRK),0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Korea (ROK),0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Malaysia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Monaco,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Netherlands,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,New Zealand,0,0.0,0.0,0,12,0,7
0,1961,1970,1961-1970,1965.5,Italy,Norway,0,0.0,0.0,0,2,0,2
0,1961,1970,1961-1970,1965.5,Italy,Peru,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Poland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Italy,SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Italy,Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,Italy,United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,Italy,Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Italy,WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,Italy,WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Japan,Kazakhstan,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Korea (DPRK),0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Korea (ROK),0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Malaysia,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Monaco,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Netherlands,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,New Zealand,1,0.38461538461538464,0.09090909090909091,6,12,5,7
0,1961,1970,1961-1970,1965.5,Japan,Norway,0,0.14285714285714285,0.16666666666666666,6,2,5,2
0,1961,1970,1961-1970,1965.5,Japan,Peru,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Poland,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Portugal,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Romania,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Russian Federation,0,0.4444444444444444,0.2857142857142857,6,7,5,4
0,1961,1970,1961-1970,1965.5,Japan,SCAR,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Slovakia,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,South Africa,0,0.375,0.3333333333333333,6,5,5,3
0,1961,1970,1961-1970,1965.5,Japan,Spain,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Sweden,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Switzerland,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Türkiye,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,UNEP,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Ukraine,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,United Kingdom,0,0.29411764705882354,0.06666666666666667,6,16,5,11
0,1961,1970,1961-1970,1965.5,Japan,United States,1,0.3333333333333333,0.13333333333333333,6,14,5,12
0,1961,1970,1961-1970,1965.5,Japan,Uruguay,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,Venezuela,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Japan,WMO,0,0.16666666666666666,0.2,6,1,5,1
0,1961,1970,1961-1970,1965.5,Japan,WTO,0,0.0,0.0,6,0,5,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Korea (DPRK),0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Korea (ROK),0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Malaysia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Monaco,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Netherlands,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,New Zealand,0,0.0,0.0,0,12,0,7
0,1961,1970,1961-1970,1965.5,Kazakhstan,Norway,0,0.0,0.0,0,2,0,2
0,1961,1970,1961-1970,1965.5,Kazakhstan,Peru,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Poland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Kazakhstan,SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Kazakhstan,Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,Kazakhstan,United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,Kazakhstan,Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Kazakhstan,WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,Kazakhstan,WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Korea (ROK),0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Malaysia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Monaco,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Netherlands,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),New Zealand,0,0.0,0.0,0,12,0,7
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Norway,0,0.0,0.0,0,2,0,2
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Peru,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Poland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Korea (DPRK),SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,Korea (DPRK),United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (DPRK),WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,Korea (DPRK),WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Malaysia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Monaco,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Netherlands,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),New Zealand,0,0.0,0.0,0,12,0,7
0,1961,1970,1961-1970,1965.5,Korea (ROK),Norway,0,0.0,0.0,0,2,0,2
0,1961,1970,1961-1970,1965.5,Korea (ROK),Peru,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Poland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Korea (ROK),SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Korea (ROK),Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,Korea (ROK),United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,Korea (ROK),Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Korea (ROK),WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,Korea (ROK),WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Monaco,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Netherlands,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,New Zealand,0,0.0,0.0,0,12,0,7
0,1961,1970,1961-1970,1965.5,Malaysia,Norway,0,0.0,0.0,0,2,0,2
0,1961,1970,1961-1970,1965.5,Malaysia,Peru,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Poland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Malaysia,SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Malaysia,Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,Malaysia,United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,Malaysia,Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Malaysia,WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,Malaysia,WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Netherlands,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,New Zealand,0,0.0,0.0,0,12,0,7
0,1961,1970,1961-1970,1965.5,Monaco,Norway,0,0.0,0.0,0,2,0,2
0,1961,1970,1961-1970,1965.5,Monaco,Peru,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Poland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Monaco,SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Monaco,Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,Monaco,United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,Monaco,Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Monaco,WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,Monaco,WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,New Zealand,0,0.0,0.0,0,12,0,7
0,1961,1970,1961-1970,1965.5,Netherlands,Norway,0,0.0,0.0,0,2,0,2
0,1961,1970,1961-1970,1965.5,Netherlands,Peru,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Poland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Netherlands,SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Netherlands,Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,Netherlands,United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,Netherlands,Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Netherlands,WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,Netherlands,WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,New Zealand,Norway,0,0.16666666666666666,0.0,12,2,7,2
0,1961,1970,1961-1970,1965.5,New Zealand,Peru,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Poland,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Portugal,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Romania,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Russian Federation,0,0.46153846153846156,0.1,12,7,7,4
0,1961,1970,1961-1970,1965.5,New Zealand,SCAR,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Slovakia,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,South Africa,0,0.4166666666666667,0.0,12,5,7,3
0,1961,1970,1961-1970,1965.5,New Zealand,Spain,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Sweden,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Switzerland,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Türkiye,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,UNEP,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Ukraine,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,United Kingdom,7,0.6470588235294118,0.2857142857142857,12,16,7,11
0,1961,1970,1961-1970,1965.5,New Zealand,United States,18,0.7333333333333333,0.46153846153846156,12,14,7,12
0,1961,1970,1961-1970,1965.5,New Zealand,Uruguay,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,Venezuela,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,New Zealand,WMO,0,0.08333333333333333,0.0,12,1,7,1
0,1961,1970,1961-1970,1965.5,New Zealand,WTO,0,0.0,0.0,12,0,7,0
0,1961,1970,1961-1970,1965.5,Norway,Peru,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Poland,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Portugal,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Romania,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Russian Federation,3,0.2857142857142857,0.2,2,7,2,4
0,1961,1970,1961-1970,1965.5,Norway,SCAR,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Slovakia,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,South Africa,0,0.4,0.25,2,5,2,3
0,1961,1970,1961-1970,1965.5,Norway,Spain,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Sweden,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Switzerland,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Türkiye,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,UNEP,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Ukraine,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,United Kingdom,5,0.125,0.08333333333333333,2,16,2,11
0,1961,1970,1961-1970,1965.5,Norway,United States,5,0.14285714285714285,0.07692307692307693,2,14,2,12
0,1961,1970,1961-1970,1965.5,Norway,Uruguay,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,Venezuela,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Norway,WMO,0,0.0,0.0,2,1,2,1
0,1961,1970,1961-1970,1965.5,Norway,WTO,0,0.0,0.0,2,0,2,0
0,1961,1970,1961-1970,1965.5,Peru,Poland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Peru,SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Peru,Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,Peru,United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,Peru,Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Peru,WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,Peru,WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,Portugal,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Poland,SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Poland,Spain,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,Sweden,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,Switzerland,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,Türkiye,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,UNEP,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,Ukraine,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,United Kingdom,0,0.0,0.0,0,16,0,11
0,1961,1970,1961-1970,1965.5,Poland,United States,0,0.0,0.0,0,14,0,12
0,1961,1970,1961-1970,1965.5,Poland,Uruguay,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,Venezuela,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Poland,WMO,0,0.0,0.0,0,1,0,1
0,1961,1970,1961-1970,1965.5,Poland,WTO,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Portugal,Romania,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Portugal,Russian Federation,0,0.0,0.0,0,7,0,4
0,1961,1970,1961-1970,1965.5,Portugal,SCAR,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Portugal,Slovakia,0,,,0,0,0,0
0,1961,1970,1961-1970,1965.5,Portugal,South Africa,0,0.0,0.0,0,5,0,3
0,1961,1970,1961-1970,1965.5,Portugal,Spain,0,,,0,0,0,0
