time_unit,window_size,window_years,rca_threshold,min_active_topics,data_path,n_member_period_rows,n_members,n_periods,n_transitions,same_region_rate,adjacent_or_same_rate,far_jump_rate,mean_from_dominant_share
year,1,1,1.0,3,antarctic-database-go/data/processed/document-summary.parquet,830,44,46,527,0.5863377609108159,0.9734345351043643,0.026565464895635674,0.7101871348808314
