actor_i,actor_j,portfolio_emd_1d,geo_km,log_geo_km
Australia,Netherlands,0.035995732733540724,14704.784150891155,9.595928172260244
Australia,New Zealand,0.09209760814626086,4334.928075604667,8.374460297520985
Australia,Norway,0.07491118451546207,13115.936965101586,9.481583331998552
Australia,Peru,0.1571773845539527,15095.375684359193,9.622143729831185
Australia,Poland,0.039853894156720415,13780.551232056074,9.531013546093853
Australia,Portugal,0.1977624382346187,16073.484509619295,9.684926268432566
Australia,Romania,0.1866358447845721,13386.835210348505,9.502027056032722
Australia,Russian Federation,0.042016990716367525,10211.370433285323,9.231257126763081
Australia,Slovakia,0.24521189969651858,13746.47293437982,9.528537556326123
Australia,South Africa,0.042924182430687526,10213.46464017516,9.231462191517792
Australia,Spain,0.04636102113098459,15657.799086961291,9.65872441605084
Australia,Sweden,0.0490081794509179,13885.95985980891,9.538633526614017
Australia,Switzerland,0.25102356242375184,14604.263318398873,9.58906877317987
Australia,Türkiye,0.28054144394851593,12327.100399376795,9.419555402190761
Australia,Ukraine,0.0813601661660127,12918.544735567064,9.466419134426602
Australia,United Kingdom,0.08379400487896223,15080.479554692181,9.621156441765345
Australia,United States,0.06555089831920223,14905.772385958557,9.609503825363866
Australia,Uruguay,0.1096837903025945,13582.226155755086,9.516517316673017
Australia,Venezuela,0.3042669784382429,17179.55530282472,9.751475310617945
Austria,Belarus,0.09400122310231401,1105.0747464923006,7.007668255548544
Austria,Belgium,0.11042599130971362,797.5074645869757,6.6814911945988635
Austria,Brazil,0.11280864813881583,9384.180039217725,9.146780575914157
Austria,Bulgaria,0.13399307461910406,981.3820448062653,6.8889618279985925
Austria,Canada,0.10957760737992749,7328.090072826473,8.899470197875925
Austria,Chile,0.17831301654416642,13831.560209728463,9.534708231725238
Austria,China,0.18471756660165592,6654.137771532032,8.802994161433512
Austria,Colombia,0.11232785536020745,9489.440870324965,9.157934972094276
Austria,Czechia,0.12376308554069,208.9295298814063,5.341997017506736
Austria,Denmark,0.07031255538349994,1006.2457815771545,6.913981636502524
Austria,Ecuador,0.12029944753620293,10393.894106646772,9.248973807585642
Austria,Estonia,0.08419500927731983,1368.5376383697842,7.221498031478324
Austria,Finland,0.08977445766880421,2041.1362997264075,7.621261941435765
Austria,France,0.19105360368765184,972.8507613312302,6.880230690495308
Austria,Germany,0.19224358272144554,508.0604123856748,6.2306003625268644
Austria,Greece,0.09455806805863233,1126.5307818597457,7.026898084718454
Austria,Iceland,0.1028453774564193,2737.0883868959118,7.91465000186815
Austria,India,0.15140557486779718,6320.696634595196,8.751584708059266
Austria,Italy,0.12854870905509747,623.1406165194751,6.434772202018074
Austria,Japan,0.09695569988411862,9118.093659396798,9.118016032643947
Austria,Kazakhstan,0.20626270938013025,3748.9318734188296,8.229226244636639
Austria,Korea (DPRK),0.09229923502393406,8131.082145722014,9.003449298938998
Austria,Korea (ROK),0.11114448618792519,8544.999870487622,9.05310158039318
Austria,Malaysia,0.17434644235759553,9476.726177359285,9.156594195664495
Austria,Netherlands,0.1723649421145018,821.6443762336957,6.711307669124713
Austria,New Zealand,0.2632503337621077,18183.622106990744,9.808276583694724
Austria,Norway,0.24920122710825138,3575.3052620119956,8.181805839458146
Austria,Peru,0.09059042775912245,10830.615236209915,9.290132146895798
Austria,Poland,0.1803692386168797,530.4753624530737,6.273773514851297
Austria,Portugal,0.11415863120883551,2083.3477236101794,7.641731361371368
Austria,Romania,0.11078711708464398,732.4355791727118,6.596375390501805
Austria,Russian Federation,0.1543230615134783,4747.857206266026,8.465448680775632
Austria,Slovakia,0.1028453774564193,356.84361461974134,5.877297631519393
Austria,South Africa,0.13790471478198585,8560.701220500912,9.054937384063486
Austria,Spain,0.2065138228651713,1719.9629840717434,7.4500580486874
Austria,Sweden,0.1324455121034751,1596.3172027185367,7.375454506832385
Austria,Switzerland,0.08480158154650773,516.8562696770315,6.2477648274953
Austria,Türkiye,0.1654014908832303,1945.4788756488292,7.573263434308003
Austria,Ukraine,0.17118996644189005,1186.0050965613868,7.078345876817735
Austria,United Kingdom,0.25989732534541166,1356.6699110112918,7.212788381174486
Austria,United States,0.24060713134215117,8530.17925897225,9.051365655384751
Austria,Uruguay,0.1032226383015815,11363.179984401522,9.338133581306913
Austria,Venezuela,0.13804499756099883,8756.719454958968,9.077576622347966
Belarus,Belgium,0.07921735345020137,1603.1998477183322,7.379756815904471
Belarus,Brazil,0.055060954594425615,10464.763863819977,9.255769070250937
Belarus,Bulgaria,0.10172681085837024,1234.8821170949752,7.11873079276131
Belarus,Canada,0.06419090924572404,7161.1687654678935,8.876428482033786
Belarus,Chile,0.14270233408275554,14932.788298798814,9.61131463122061
Belarus,China,0.1619271013727978,5605.766025989555,8.631550994497978
Belarus,Colombia,0.120460745985705,10323.21980019164,9.24215098651748
Belarus,Czechia,0.06877834154836036,949.1513627751106,6.855568283020286
Belarus,Denmark,0.12634893096908703,1200.120021285275,7.090176848512381
Belarus,Ecuador,0.061869087286406776,11215.89979284015,9.32508767492991
Belarus,Estonia,0.09050042997128663,550.343915045529,6.310543382890659
Belarus,Finland,0.05825372253622379,1259.385115270995,7.13837887707976
Belarus,France,0.16956852448030588,1961.6970781165364,7.581565233769244
Belarus,Germany,0.17457189009789945,1196.6178028330448,7.0872543586933645
Belarus,Greece,0.15059444364421942,1688.230590778628,7.431436271737674
