term,coef,std_err_hc3,z_value,p_value,ci_low_95,ci_high_95
const,10.454721786815043,9.973882677667126,1.0482098220610296,0.2945419462174974,-9.09372904744044,30.003172621070526
log_gdp_per_capita,0.10264936613964701,1.0085934111242145,0.10177477366744873,0.9189354493541226,-1.8741573947082133,2.079456126987507
