actor_a,actor_b,actor_c,actor_a_idx,actor_b_idx,actor_c_idx,regime_triplet,k_small,k_mid,k_large,union_topics,sum_support,coverage_efficiency,unique_topics,mean_pairwise_overlap,coverage_efficiency_null,mean_pairwise_overlap_null,coverage_efficiency_resid,mean_pairwise_overlap_resid
New Zealand,Russian Federation,United Kingdom,0,2,9,3-3-3,19,21,22,38,62,0.6129032258064516,18,0.29317367220593027,0.6288555887297763,0.28313124795106354,-0.015952362923324692,0.010042424254866733
New Zealand,Russian Federation,Spain,0,2,10,2-3-3,15,19,21,39,55,0.7090909090909091,25,0.19642857142857142,0.6532616516692605,0.2533640540669502,0.05582925742164857,-0.05693548263837875
New Zealand,Russian Federation,Germany,0,2,11,2-3-3,19,19,21,36,59,0.6101694915254238,18,0.3134920634920635,0.6272591275733728,0.28566544816626904,-0.017089636047948997,0.027826615325794446
New Zealand,Russian Federation,Uruguay,0,2,12,2-3-3,17,19,21,39,57,0.6842105263157895,24,0.22907647907647907,0.6306605184375911,0.2809943666955421,0.05355000787819841,-0.05191788761906305
New Zealand,Russian Federation,Finland,0,2,13,2-3-3,13,19,21,36,53,0.6792452830188679,21,0.22111111111111112,0.6615078212214061,0.2437337991135281,0.01773746179746183,-0.022622688002416985
New Zealand,Russian Federation,China,0,2,14,2-3-3,17,19,21,36,57,0.631578947368421,18,0.26746031746031745,0.6306605184375911,0.2809943666955421,0.0009184289308299398,-0.013534049235224666
New Zealand,Russian Federation,South Africa,0,2,15,2-3-3,18,19,21,36,58,0.6206896551724138,18,0.297275641025641,0.6281880290078541,0.28434585624869047,-0.007498373835440275,0.01292978477695056
New Zealand,Russian Federation,India,0,2,16,2-3-3,13,19,21,34,53,0.6415094339622641,17,0.24809523809523812,0.6615078212214061,0.2437337991135281,-0.019998387259141936,0.004361438981710014
New Zealand,Russian Federation,Italy,0,2,17,2-3-3,15,19,21,37,55,0.6727272727272727,22,0.23641975308641974,0.6532616516692605,0.2533640540669502,0.019465621058012195,-0.01694430098053043
New Zealand,Russian Federation,Czechia,0,2,18,2-3-3,10,19,21,35,50,0.7,22,0.20076923076923078,0.6846252170415243,0.21786914111115516,0.015374782958475608,-0.017099910341924374
New Zealand,Russian Federation,Belgium,0,2,19,2-3-3,14,19,21,39,54,0.7222222222222222,26,0.18486590038314174,0.6587453828880606,0.24629219176504688,0.0634768393341616,-0.06142629138190514
