time_unit,window_size,period_index,period_end,period_start,member,k_active,dominant_region,dominant_region_share,region_1_share,region_2_share,region_3_share
meeting,5,20,25,21,Argentina,9,3,0.6823536367824726,0.09745893099147375,0.22018743222605364,0.6823536367824726
meeting,5,21,26,22,Argentina,9,3,0.6256178849817831,0.17047702657970978,0.20390508843850708,0.6256178849817831
meeting,5,22,27,23,Argentina,9,3,0.7521041269580298,0.12131662565499278,0.12657924738697743,0.7521041269580298
meeting,5,23,28,24,Argentina,9,3,0.7975351589256962,0.11268480902937725,0.08978003204492668,0.7975351589256962
meeting,5,24,29,25,Argentina,12,1,0.5418080426686016,0.5418080426686016,0.2473679785414425,0.21082397878995582
meeting,5,25,30,26,Argentina,11,1,0.6189061709059187,0.6189061709059187,0.2568863541070421,0.12420747498703928
meeting,5,26,31,27,Argentina,11,1,0.655378482020172,0.655378482020172,0.21314032090436646,0.13148119707546146
meeting,5,27,32,28,Argentina,11,1,0.6475227241935553,0.6475227241935553,0.20096617660414606,0.15151109920229866
meeting,5,28,33,29,Argentina,11,1,0.5689546667025522,0.5689546667025522,0.2596946835962452,0.17135064970120262
meeting,5,29,34,30,Argentina,9,1,0.516851761524493,0.516851761524493,0.29463087551106143,0.18851736296444563
meeting,5,30,35,31,Argentina,8,2,0.5374928269951125,0.11952044965632579,0.5374928269951125,0.3429867233485618
meeting,5,31,36,32,Argentina,9,3,0.4199765506913121,0.2182102920025547,0.3618131573061332,0.4199765506913121
meeting,5,32,37,33,Argentina,9,3,0.41859776686764044,0.17407190490541155,0.4073303282269481,0.41859776686764044
meeting,5,33,38,34,Argentina,11,2,0.5502422816941804,0.11551566927368027,0.5502422816941804,0.3342420490321393
meeting,5,34,39,35,Argentina,12,2,0.4913300371470779,0.17424818832497088,0.4913300371470779,0.3344217745279512
meeting,5,35,40,36,Argentina,13,2,0.4758157266581117,0.17396837705288404,0.4758157266581117,0.3502158962890042
meeting,5,36,41,37,Argentina,15,2,0.5554057700204554,0.15265978243193778,0.5554057700204554,0.2919344475476068
meeting,5,37,42,38,Argentina,13,2,0.5822393091705433,0.21926217783252333,0.5822393091705433,0.19849851299693322
meeting,5,38,43,39,Argentina,13,2,0.4444809648573123,0.3371191106090109,0.4444809648573123,0.21839992453367682
meeting,5,39,44,40,Argentina,13,2,0.4273436322843331,0.3969183469501473,0.4273436322843331,0.17573802076551956
meeting,5,40,45,41,Argentina,14,1,0.46989936062974125,0.46989936062974125,0.3909649811237371,0.1391356582465215
meeting,5,41,46,42,Argentina,14,1,0.4840816706314619,0.4840816706314619,0.39859642237123627,0.1173219069973019
meeting,5,42,47,43,Argentina,12,2,0.45088534435660277,0.43468021407827623,0.45088534435660277,0.1144344415651209
meeting,5,0,5,1,Australia,9,2,0.5705487501479278,0.3349336109549473,0.5705487501479278,0.09451763889712501
meeting,5,1,6,2,Australia,6,1,0.483756699085192,0.483756699085192,0.3143728388627928,0.2018704620520152
meeting,5,2,7,3,Australia,7,1,0.4537915824747399,0.4537915824747399,0.41769919373356434,0.1285092237916958
meeting,5,3,8,4,Australia,7,1,0.4611157237071228,0.4611157237071228,0.27238171448677156,0.2665025618061057
meeting,5,4,9,5,Australia,7,1,0.4839782294034538,0.4839782294034538,0.2580664276940303,0.2579553429025159
meeting,5,5,10,6,Australia,6,2,0.3903326433338899,0.37346535796911706,0.3903326433338899,0.23620199869699318
meeting,5,6,11,7,Australia,5,2,0.4835003524317219,0.2355041398257537,0.4835003524317219,0.28099550774252446
meeting,5,7,12,8,Australia,8,1,0.5261272698997841,0.5261272698997841,0.15269014301144077,0.3211825870887753
meeting,5,8,13,9,Australia,7,1,0.5233196558796233,0.5233196558796233,0.09291648130803264,0.3837638628123441
meeting,5,9,14,10,Australia,10,1,0.6753025821976429,0.6753025821976429,0.18867026592324695,0.13602715187911002
meeting,5,10,15,11,Australia,10,2,0.5763812760576182,0.17209033966290582,0.5763812760576182,0.251528384279476
meeting,5,11,16,12,Australia,8,2,0.4661654441213654,0.2725403813194295,0.4661654441213654,0.2612941745592051
meeting,5,12,17,13,Australia,12,3,0.5774556324657091,0.11871340391206224,0.3038309636222286,0.5774556324657091
meeting,5,13,18,14,Australia,9,3,0.5936076572580974,0.12068038212310175,0.2857119606188009,0.5936076572580974
meeting,5,14,19,15,Australia,7,3,0.47213326381191484,0.1410974257298744,0.3867693104582108,0.47213326381191484
meeting,5,15,20,16,Australia,14,3,0.5796514342809104,0.14178373216842466,0.27856483355066497,0.5796514342809104
meeting,5,16,21,17,Australia,15,3,0.5549952030890838,0.08836805391009614,0.35663674300082004,0.5549952030890838
meeting,5,17,22,18,Australia,15,3,0.5293372205197487,0.09790353195924931,0.3727592475210019,0.5293372205197487
meeting,5,18,23,19,Australia,11,2,0.6033107080382696,0.14849647112649159,0.6033107080382696,0.24819282083523894
meeting,5,19,24,20,Australia,10,2,0.6267154695769845,0.11483579996834199,0.6267154695769845,0.2584487304546733
meeting,5,20,25,21,Australia,12,2,0.800195798745531,0.17673551372234586,0.800195798745531,0.023068687532123128
meeting,5,21,26,22,Australia,13,2,0.7095559391112213,0.23708029692641208,0.7095559391112213,0.05336376396236651
meeting,5,22,27,23,Australia,10,2,0.7058254985926956,0.18517026907819908,0.7058254985926956,0.10900423232910528
meeting,5,23,28,24,Australia,13,2,0.6220069479397522,0.1611643642170432,0.6220069479397522,0.21682868784320455
meeting,5,24,29,25,Australia,14,3,0.5768269842768927,0.13715398203762277,0.28601903368548454,0.5768269842768927
meeting,5,25,30,26,Australia,14,3,0.6248474431823966,0.13193031390900722,0.24322224290859623,0.6248474431823966
meeting,5,26,31,27,Australia,14,3,0.6172801393041665,0.16415619622267263,0.21856366447316086,0.6172801393041665
meeting,5,27,32,28,Australia,14,3,0.6721710384896472,0.13958538880534072,0.18824357270501207,0.6721710384896472
meeting,5,28,33,29,Australia,13,3,0.5814212563495582,0.24515241200912,0.1734263316413218,0.5814212563495582
meeting,5,29,34,30,Australia,13,2,0.36962992666662503,0.28937010153476495,0.36962992666662503,0.3409999717986101
meeting,5,30,35,31,Australia,15,1,0.42837300898783987,0.42837300898783987,0.32108932377817934,0.2505376672339808
meeting,5,31,36,32,Australia,13,2,0.370108757757984,0.32405245755821643,0.370108757757984,0.30583878468379955
meeting,5,32,37,33,Australia,13,1,0.44511403371298436,0.44511403371298436,0.3346144284420127,0.22027153784500283
meeting,5,33,38,34,Australia,14,2,0.4551340393669461,0.2475801690308806,0.4551340393669461,0.29728579160217333
meeting,5,34,39,35,Australia,13,3,0.399904871587111,0.3755504446029089,0.22454468380998005,0.399904871587111
meeting,5,35,40,36,Australia,15,3,0.45033339746600676,0.362639531731403,0.18702707080259018,0.45033339746600676
meeting,5,36,41,37,Australia,12,3,0.5558109730170538,0.27940839948415547,0.16478062749879066,0.5558109730170538
meeting,5,37,42,38,Australia,13,3,0.5515025337074732,0.281130890818824,0.16736657547370293,0.5515025337074732
meeting,5,38,43,39,Australia,16,3,0.5229204697526864,0.22122527684857166,0.255854253398742,0.5229204697526864
meeting,5,39,44,40,Australia,14,3,0.4636509004922821,0.1776324880584608,0.35871661144925693,0.4636509004922821
meeting,5,40,45,41,Australia,14,3,0.4046127652536678,0.2389794030504054,0.3564078316959268,0.4046127652536678
meeting,5,41,46,42,Australia,14,2,0.4316845174324381,0.2947972066148449,0.4316845174324381,0.273518275952717
meeting,5,42,47,43,Australia,16,2,0.47654926888204946,0.3172625378847451,0.47654926888204946,0.20618819323320545
meeting,5,33,38,34,Belarus,3,2,0.8603614232479174,0.13963857675208266,0.8603614232479174,0.0
meeting,5,34,39,35,Belarus,5,2,0.9098319680399352,0.09016803196006493,0.9098319680399352,0.0
meeting,5,35,40,36,Belarus,7,2,0.9484347141712222,0.051565285828777896,0.9484347141712222,0.0
meeting,5,36,41,37,Belarus,8,2,0.6855913942304329,0.3144086057695672,0.6855913942304329,0.0
meeting,5,37,42,38,Belarus,9,2,0.6282507146174606,0.3717492853825393,0.6282507146174606,0.0
meeting,5,38,43,39,Belarus,9,2,0.7738879910090537,0.22611200899094627,0.7738879910090537,0.0
meeting,5,39,44,40,Belarus,9,2,0.6975611318538167,0.23644325970881902,0.6975611318538167,0.06599560843736432
meeting,5,40,45,41,Belarus,8,2,0.6332703804928044,0.29243142165366814,0.6332703804928044,0.07429819785352741
meeting,5,41,46,42,Belarus,6,2,0.8032488302961398,0.09550229090366547,0.8032488302961398,0.10124887880019479
meeting,5,42,47,43,Belarus,6,2,0.7772413193833025,0.07473405408365788,0.7772413193833025,0.14802462653303958
meeting,5,0,5,1,Belgium,4,1,0.7610198789974072,0.7610198789974072,0.23898012100259292,0.0
meeting,5,1,6,2,Belgium,4,1,0.6735074626865671,0.6735074626865671,0.3264925373134328,0.0
meeting,5,2,7,3,Belgium,5,1,0.9410945306764936,0.9410945306764936,0.0,0.05890546932350636
meeting,5,3,8,4,Belgium,4,1,0.619158691893129,0.619158691893129,0.18170417309524065,0.19913713501163033
meeting,5,4,9,5,Belgium,4,1,0.5837905481127342,0.5837905481127342,0.24881693442936917,0.16739251745789657
meeting,5,5,10,6,Belgium,4,1,0.5962412852379508,0.5962412852379508,0.253208042841265,0.15055067192078403
meeting,5,6,11,7,Belgium,4,1,0.5050670660387765,0.5050670660387765,0.33761310697279795,0.1573198269884256
meeting,5,8,13,9,Belgium,5,2,0.6325862776505473,0.3674137223494526,0.6325862776505473,0.0
meeting,5,9,14,10,Belgium,5,1,0.5004833258575736,0.5004833258575736,0.4995166741424264,0.0
meeting,5,10,15,11,Belgium,5,1,0.64195120191246,0.64195120191246,0.35804879808754,0.0
meeting,5,11,16,12,Belgium,4,1,0.6035468071771779,0.6035468071771779,0.39645319282282215,0.0
meeting,5,12,17,13,Belgium,4,1,0.7141476288077642,0.7141476288077642,0.2858523711922358,0.0
meeting,5,13,18,14,Belgium,6,1,0.6622513015200198,0.6622513015200198,0.3377486984799801,0.0
meeting,5,14,19,15,Belgium,5,1,0.8794512552896293,0.8794512552896293,0.12054874471037064,0.0
meeting,5,15,20,16,Belgium,6,2,0.6493520846019162,0.3506479153980838,0.6493520846019162,0.0
meeting,5,16,21,17,Belgium,7,1,0.5422330226835239,0.5422330226835239,0.45776697731647603,0.0
meeting,5,17,22,18,Belgium,6,1,0.7397627443351642,0.7397627443351642,0.26023725566483585,0.0
meeting,5,18,23,19,Belgium,5,2,0.5194470538553686,0.48055294614463123,0.5194470538553686,0.0
meeting,5,19,24,20,Belgium,6,2,0.6557252461450495,0.34427475385495043,0.6557252461450495,0.0
meeting,5,20,25,21,Belgium,4,2,0.5807051990823991,0.4192948009176009,0.5807051990823991,0.0
meeting,5,21,26,22,Belgium,3,2,0.8688744839782051,0.13112551602179492,0.8688744839782051,0.0
meeting,5,22,27,23,Belgium,5,2,0.5864352022377303,0.4135647977622698,0.5864352022377303,0.0
meeting,5,23,28,24,Belgium,5,1,0.5902867185610878,0.5902867185610878,0.4097132814389122,0.0
meeting,5,24,29,25,Belgium,7,2,0.6775441271064689,0.32245587289353106,0.6775441271064689,0.0
meeting,5,25,30,26,Belgium,9,2,0.7892975013941221,0.21070249860587792,0.7892975013941221,0.0
meeting,5,26,31,27,Belgium,10,2,0.7915099527981501,0.20849004720184994,0.7915099527981501,0.0
meeting,5,27,32,28,Belgium,10,2,0.7225459668493602,0.1300840459903122,0.7225459668493602,0.14736998716032756
meeting,5,28,33,29,Belgium,9,2,0.8390753591758993,0.09286062374729932,0.8390753591758993,0.06806401707680151
meeting,5,29,34,30,Belgium,8,2,0.8212769061045574,0.1123708901932186,0.8212769061045574,0.06635220370222397
meeting,5,30,35,31,Belgium,8,2,0.7489374772576881,0.1785155658474433,0.7489374772576881,0.07254695689486858
meeting,5,31,36,32,Belgium,10,2,0.7173579036873161,0.14689750982761104,0.7173579036873161,0.13574458648507276
meeting,5,32,37,33,Belgium,10,2,0.7050816714843362,0.20079053707873526,0.7050816714843362,0.09412779143692851
meeting,5,33,38,34,Belgium,9,2,0.7431302635092452,0.1594842589056186,0.7431302635092452,0.0973854775851363
meeting,5,34,39,35,Belgium,9,2,0.747221505644058,0.16328437992801065,0.747221505644058,0.08949411442793148
meeting,5,35,40,36,Belgium,10,2,0.6924747261791118,0.16511941233182675,0.6924747261791118,0.14240586148906156
meeting,5,36,41,37,Belgium,10,2,0.6264561415299605,0.13655668949272923,0.6264561415299605,0.23698716897731012
meeting,5,37,42,38,Belgium,8,2,0.6664130827096324,0.12203660943064337,0.6664130827096324,0.2115503078597243
meeting,5,38,43,39,Belgium,7,2,0.7698676330810502,0.23013236691894978,0.7698676330810502,0.0
meeting,5,39,44,40,Belgium,9,2,0.5715900905830456,0.28530364221367077,0.5715900905830456,0.1431062672032837
meeting,5,40,45,41,Belgium,8,2,0.49591900299267366,0.3331334570195119,0.49591900299267366,0.1709475399878144
meeting,5,41,46,42,Belgium,6,1,0.4312968627371852,0.4312968627371852,0.24688245541916773,0.32182068184364704
meeting,5,42,47,43,Belgium,7,1,0.7049368822252905,0.7049368822252905,0.12383126002080301,0.1712318577539065
meeting,5,9,14,10,Brazil,6,2,0.5034034516183834,0.4783103658475652,0.5034034516183834,0.01828618253405151
meeting,5,10,15,11,Brazil,6,1,0.42986799597044156,0.42986799597044156,0.42478856429535167,0.14534343973420671
meeting,5,11,16,12,Brazil,7,1,0.67167093078756,0.67167093078756,0.028140296165208935,0.3001887730472311
meeting,5,12,17,13,Brazil,6,1,0.5189367474377322,0.5189367474377322,0.03797867783386324,0.44308457472840446
meeting,5,13,18,14,Brazil,7,3,0.7023051974097646,0.27509008480457153,0.022604717785663902,0.7023051974097646
meeting,5,14,19,15,Brazil,3,1,1.0,1.0,0.0,0.0
meeting,5,15,20,16,Brazil,7,2,0.7016020094091269,0.2983979905908731,0.7016020094091269,0.0
meeting,5,16,21,17,Brazil,8,2,0.7381478233393349,0.2618521766606651,0.7381478233393349,0.0
meeting,5,17,22,18,Brazil,11,2,0.7016770167692418,0.2939018845505214,0.7016770167692418,0.004421098680236883
meeting,5,18,23,19,Brazil,12,2,0.6901023007149444,0.2969676501648515,0.6901023007149444,0.012930049120204125
meeting,5,19,24,20,Brazil,10,2,0.6077429395565644,0.36809303417545247,0.6077429395565644,0.02416402626798303
meeting,5,20,25,21,Brazil,8,1,0.527315222116518,0.527315222116518,0.4726847778834819,0.0
meeting,5,21,26,22,Brazil,5,1,0.6522064840889368,0.6522064840889368,0.3477935159110632,0.0
meeting,5,22,27,23,Brazil,5,1,0.80333857740502,0.80333857740502,0.19666142259497993,0.0
meeting,5,23,28,24,Brazil,5,1,0.5575948837327145,0.5575948837327145,0.44240511626728546,0.0
meeting,5,24,29,25,Brazil,5,2,0.7142423782324938,0.28575762176750624,0.7142423782324938,0.0
meeting,5,25,30,26,Brazil,6,2,0.7100470085225445,0.28995299147745546,0.7100470085225445,0.0
meeting,5,26,31,27,Brazil,7,2,0.5695963427511197,0.24305743657870418,0.5695963427511197,0.18734622067017614
meeting,5,27,32,28,Brazil,10,2,0.6728555072401624,0.17927422000826126,0.6728555072401624,0.14787027275157635
meeting,5,28,33,29,Brazil,10,2,0.5759138206768166,0.2238187588556369,0.5759138206768166,0.20026742046754656
meeting,5,29,34,30,Brazil,9,2,0.42460331806791857,0.17984046920575728,0.42460331806791857,0.3955562127263242
meeting,5,30,35,31,Brazil,10,2,0.6874059016552577,0.12386143274872712,0.6874059016552577,0.18873266559601523
meeting,5,31,36,32,Brazil,10,2,0.6937580187886078,0.30624198121139223,0.6937580187886078,0.0
meeting,5,32,37,33,Brazil,8,1,0.5399577408496694,0.5399577408496694,0.4600422591503306,0.0
meeting,5,33,38,34,Brazil,8,2,0.7555025056986528,0.24449749430134723,0.7555025056986528,0.0
meeting,5,34,39,35,Brazil,9,2,0.6820777629968151,0.3179222370031849,0.6820777629968151,0.0
meeting,5,35,40,36,Brazil,8,2,0.5509604270354721,0.4490395729645279,0.5509604270354721,0.0
meeting,5,36,41,37,Brazil,10,2,0.5752428052221071,0.42475719477789287,0.5752428052221071,0.0
meeting,5,37,42,38,Brazil,8,1,0.6302261682114219,0.6302261682114219,0.36977383178857814,0.0
meeting,5,38,43,39,Brazil,8,1,0.7235846281097512,0.7235846281097512,0.27641537189024884,0.0
meeting,5,39,44,40,Brazil,9,1,0.6036908909400222,0.6036908909400222,0.39630910905997785,0.0
meeting,5,40,45,41,Brazil,10,1,0.5324391154810179,0.5324391154810179,0.46756088451898214,0.0
meeting,5,41,46,42,Brazil,7,2,0.7124921022993208,0.2875078977006792,0.7124921022993208,0.0
meeting,5,42,47,43,Brazil,9,2,0.5110838077501783,0.48891619224982175,0.5110838077501783,0.0
meeting,5,16,21,17,Bulgaria,4,1,1.0,1.0,0.0,0.0
meeting,5,17,22,18,Bulgaria,4,1,1.0,1.0,0.0,0.0
meeting,5,18,23,19,Bulgaria,5,1,1.0,1.0,0.0,0.0
meeting,5,19,24,20,Bulgaria,5,1,0.9902632438244883,0.9902632438244883,0.009736756175511627,0.0
meeting,5,20,25,21,Bulgaria,7,1,0.985166604844384,0.985166604844384,0.014833395155615929,0.0
meeting,5,21,26,22,Bulgaria,6,1,0.9612472363627224,0.9612472363627224,0.0387527636372775,0.0
meeting,5,22,27,23,Bulgaria,5,1,0.9399983563186094,0.9399983563186094,0.06000164368139055,0.0
meeting,5,23,28,24,Bulgaria,3,1,1.0,1.0,0.0,0.0
meeting,5,24,29,25,Bulgaria,3,1,1.0,1.0,0.0,0.0
meeting,5,27,32,28,Bulgaria,4,2,0.9202932037209454,0.07970679627905457,0.9202932037209454,0.0
meeting,5,28,33,29,Bulgaria,4,2,0.811751054349738,0.1882489456502619,0.811751054349738,0.0
meeting,5,29,34,30,Bulgaria,6,2,0.6547972058079907,0.2973887781249625,0.6547972058079907,0.047814016067046765
meeting,5,30,35,31,Bulgaria,6,2,0.5742952562250524,0.3896673604677951,0.5742952562250524,0.036037383307152275
meeting,5,31,36,32,Bulgaria,5,1,0.5678255955250113,0.5678255955250113,0.3780683249698466,0.05410607950514204
meeting,5,32,37,33,Bulgaria,4,1,0.8728354228835116,0.8728354228835116,0.0829607640342224,0.04420381308226605
meeting,5,33,38,34,Bulgaria,5,1,0.6552915095713457,0.6552915095713457,0.33257531737422663,0.01213317305442756
meeting,5,34,39,35,Bulgaria,3,1,0.7726168385966058,0.7726168385966058,0.22738316140339412,0.0
meeting,5,37,42,38,Bulgaria,3,1,0.7937614676844417,0.7937614676844417,0.2062385323155583,0.0
meeting,5,38,43,39,Bulgaria,3,1,1.0,1.0,0.0,0.0
meeting,5,39,44,40,Bulgaria,3,1,1.0,1.0,0.0,0.0
meeting,5,40,45,41,Bulgaria,3,1,1.0,1.0,0.0,0.0
meeting,5,41,46,42,Bulgaria,5,1,0.7071872587214298,0.7071872587214298,0.2928127412785702,0.0
meeting,5,42,47,43,Bulgaria,5,1,0.6493684798230458,0.6493684798230458,0.3506315201769542,0.0
meeting,5,14,19,15,CCAMLR,3,3,0.8711870303873765,0.058964797389202336,0.06984817222342105,0.8711870303873765
meeting,5,15,20,16,CCAMLR,4,3,0.7312788733734888,0.04952994813794244,0.21919117848856864,0.7312788733734888
meeting,5,16,21,17,CCAMLR,4,3,0.7068064861619233,0.08861833560237338,0.20457517823570326,0.7068064861619233
meeting,5,17,22,18,CCAMLR,3,2,0.645225641955132,0.354774358044868,0.645225641955132,0.0
meeting,5,18,23,19,CCAMLR,3,2,0.6069516309496761,0.39304836905032386,0.6069516309496761,0.0
meeting,5,19,24,20,CCAMLR,3,2,0.7971694091567908,0.20283059084320915,0.7971694091567908,0.0
meeting,5,20,25,21,CCAMLR,3,2,0.7777873518340002,0.22221264816599973,0.7777873518340002,0.0
meeting,5,21,26,22,CCAMLR,3,2,0.6935209509718071,0.306479049028193,0.6935209509718071,0.0
meeting,5,22,27,23,CCAMLR,3,2,0.5847995110371982,0.4152004889628019,0.5847995110371982,0.0
meeting,5,23,28,24,CCAMLR,3,2,0.5442353621800798,0.45576463781992027,0.5442353621800798,0.0
meeting,5,24,29,25,CCAMLR,3,1,0.8034271417767161,0.8034271417767161,0.1965728582232838,0.0
meeting,5,31,36,32,CCAMLR,3,2,0.6726025433557916,0.24347775426083765,0.6726025433557916,0.08391970238337075
meeting,5,32,37,33,CCAMLR,3,2,0.7282615767484533,0.1851108943689684,0.7282615767484533,0.08662752888257834
meeting,5,33,38,34,CCAMLR,4,2,0.6694868858244211,0.18884105059466913,0.6694868858244211,0.14167206358090975
meeting,5,34,39,35,CCAMLR,4,2,0.41985965068903286,0.2030844165758076,0.41985965068903286,0.3770559327351595
meeting,5,35,40,36,CCAMLR,4,2,0.4070138553700876,0.2065438699336118,0.4070138553700876,0.3864422746963006
meeting,5,36,41,37,CCAMLR,3,2,0.6544374424385945,0.3455625575614055,0.6544374424385945,0.0
meeting,5,37,42,38,CCAMLR,4,3,0.8306087768990147,0.06271550966308552,0.10667571343789986,0.8306087768990147
meeting,5,38,43,39,CCAMLR,3,3,0.8436629176434634,0.06713258031179756,0.08920450204473897,0.8436629176434634
meeting,5,39,44,40,CCAMLR,3,3,0.8448588364713207,0.0735135387784468,0.08162762475023246,0.8448588364713207
meeting,5,40,45,41,CCAMLR,3,3,0.8441953052341076,0.06000921232652319,0.0957954824393693,0.8441953052341076
