model,window_end,mean_active_topics_mean,mean_active_topics_q05,mean_active_topics_q25,mean_active_topics_q75,mean_active_topics_q95,mean_topic_popularity_mean,mean_topic_popularity_q05,mean_topic_popularity_q25,mean_topic_popularity_q75,mean_topic_popularity_q95,mean_active_topics_obs,mean_topic_popularity_obs
two_stage,2003,2.79286858974359,2.491025641025641,2.6923076923076925,2.923076923076923,3.1243589743589744,2.4204861111111113,2.158888888888889,2.3333333333333335,2.533333333333333,2.707777777777778,3.641025641025641,3.1555555555555554
two_stage,2004,3.034206081081081,2.787837837837838,2.9121621621621623,3.1621621621621623,3.3513513513513513,2.4947916666666665,2.292222222222222,2.3944444444444444,2.6,2.7555555555555555,3.5945945945945947,2.9555555555555557
two_stage,2005,3.4263980263157894,3.113157894736842,3.263157894736842,3.5526315789473686,3.785526315789473,2.8934027777777778,2.628888888888889,2.7555555555555555,3.0,3.1966666666666668,4.394736842105263,3.7111111111111112
two_stage,2006,2.9471153846153846,2.641025641025641,2.8205128205128207,3.1025641025641026,3.2051282051282053,2.5541666666666667,2.2888888888888888,2.4444444444444446,2.688888888888889,2.7777777777777777,3.8974358974358974,3.3777777777777778
two_stage,2007,3.2327724358974357,2.982051282051282,3.121794871794872,3.314102564102564,3.508974358974359,2.801736111111111,2.5844444444444448,2.7055555555555557,2.8722222222222222,3.041111111111111,4.333333333333333,3.7555555555555555
two_stage,2008,3.15625,2.8157894736842106,3.0460526315789473,3.2960526315789473,3.4210526315789473,2.665277777777778,2.3777777777777778,2.5722222222222224,2.783333333333333,2.888888888888889,4.368421052631579,3.688888888888889
two_stage,2009,3.128125,2.87875,3.025,3.225,3.4425,2.7805555555555554,2.5588888888888888,2.688888888888889,2.8666666666666667,3.06,3.85,3.422222222222222
two_stage,2010,3.284466911764706,2.945588235294118,3.110294117647059,3.411764705882353,3.6470588235294117,2.4815972222222222,2.2255555555555557,2.35,2.577777777777778,2.7555555555555555,4.617647058823529,3.488888888888889
two_stage,2011,3.2785714285714285,2.89,3.1142857142857143,3.4,3.657142857142857,2.55,2.247777777777778,2.422222222222222,2.6444444444444444,2.8444444444444446,4.542857142857143,3.533333333333333
two_stage,2012,3.0428571428571427,2.7714285714285714,2.907142857142857,3.1785714285714284,3.3714285714285714,2.3666666666666667,2.1555555555555554,2.261111111111111,2.4722222222222223,2.6222222222222222,3.4571428571428573,2.688888888888889
two_stage,2013,3.0809294871794872,2.769230769230769,2.923076923076923,3.2051282051282053,3.3807692307692307,2.670138888888889,2.4,2.533333333333333,2.7777777777777777,2.9299999999999997,4.256410256410256,3.688888888888889
two_stage,2014,3.0249155405405403,2.7027027027027026,2.9391891891891895,3.141891891891892,3.3513513513513513,2.4871527777777778,2.2222222222222223,2.4166666666666665,2.5833333333333335,2.7555555555555555,3.891891891891892,3.2
two_stage,2015,3.0682164634146343,2.7390243902439027,2.902439024390244,3.268292682926829,3.362195121951219,2.795486111111111,2.4955555555555557,2.6444444444444444,2.977777777777778,3.0633333333333335,3.8292682926829267,3.488888888888889
two_stage,2016,3.0646306818181817,2.7954545454545454,2.9545454545454546,3.193181818181818,3.3340909090909085,2.9965277777777777,2.7333333333333334,2.888888888888889,3.1222222222222222,3.26,3.8863636363636362,3.8
two_stage,2017,3.1910076530612246,2.816326530612245,3.0561224489795915,3.3469387755102042,3.4459183673469385,3.4746527777777776,3.066666666666667,3.327777777777778,3.6444444444444444,3.752222222222222,3.9183673469387754,4.266666666666667
two_stage,2018,2.9144965277777777,2.638888888888889,2.8055555555555554,3.0277777777777777,3.1902777777777778,2.3315972222222223,2.111111111111111,2.2444444444444445,2.422222222222222,2.552222222222222,3.138888888888889,2.511111111111111
two_stage,2019,3.1817255434782608,2.869565217391304,3.0380434782608696,3.3043478260869565,3.4967391304347823,3.2524305555555557,2.933333333333333,3.1055555555555556,3.3777777777777778,3.5744444444444445,4.195652173913044,4.288888888888889
two_stage,2021,2.803779069767442,2.4918604651162792,2.697674418604651,2.9069767441860463,3.17906976744186,2.6791666666666667,2.381111111111111,2.577777777777778,2.7777777777777777,3.0377777777777775,4.093023255813954,3.911111111111111
two_stage,2022,3.2634447674418605,2.9767441860465116,3.1511627906976742,3.395348837209302,3.531395348837209,3.118402777777778,2.8444444444444446,3.011111111111111,3.2444444444444445,3.3744444444444444,3.9767441860465116,3.8
two_stage,2023,3.426846590909091,3.0715909090909093,3.272727272727273,3.534090909090909,3.788636363636363,3.3506944444444446,3.0033333333333334,3.2,3.4555555555555557,3.7044444444444444,4.340909090909091,4.2444444444444445
two_stage,2024,3.477921195652174,3.1956521739130435,3.342391304347826,3.608695652173913,3.779347826086956,3.5552083333333333,3.2666666666666666,3.4166666666666665,3.688888888888889,3.8633333333333333,4.5,4.6
two_stage,2025,3.578457446808511,3.3042553191489366,3.4680851063829787,3.6595744680851063,3.8297872340425534,3.7375,3.4511111111111115,3.6222222222222222,3.8222222222222224,4.0,4.659574468085107,4.866666666666666
