mode,n_rows,n_groups,distance_coef,distance_std_err,distance_ci_low_95,distance_ci_high_95,distance_odds_ratio_per_0_1
leave_one_actor_out,40129,1055,-2.5724291012250586,0.16900577015161292,-2.90368041072222,-2.2411777917278974,0.7731803776124763
fractional,40129,1055,-2.838493139339391,0.17259125937617067,-3.176772007716685,-2.5002142709620965,0.7528800846972472
