draw,pair_key,pair_label,null_mean_jaccard
100,2-2,R2-R2,0.18517280174449668
100,2-3,R2-R3,0.20576671570825292
100,3-3,R3-R3,0.22500878546314404
101,1-1,R1-R1,0.0795795039778997
101,1-2,R1-R2,0.11381008229923596
101,1-3,R1-R3,0.12274975260053468
101,2-2,R2-R2,0.18314200881704165
101,2-3,R2-R3,0.20948937270183463
101,3-3,R3-R3,0.2492613968908604
102,1-1,R1-R1,0.08214352987080259
102,1-2,R1-R2,0.113286294235959
102,1-3,R1-R3,0.10814271294463643
102,2-2,R2-R2,0.18223704274161676
102,2-3,R2-R3,0.21441804895296843
102,3-3,R3-R3,0.23842242619056606
103,1-1,R1-R1,0.0757505479113979
103,1-2,R1-R2,0.11741579759307401
103,1-3,R1-R3,0.11639665207235428
103,2-2,R2-R2,0.18962344751191326
103,2-3,R2-R3,0.20803123042577173
103,3-3,R3-R3,0.22134514801713007
104,1-1,R1-R1,0.07261209032599407
104,1-2,R1-R2,0.11897899085728476
104,1-3,R1-R3,0.11474541298969416
104,2-2,R2-R2,0.1959030437316905
104,2-3,R2-R3,0.20033359270348633
104,3-3,R3-R3,0.2268904190428889
105,1-1,R1-R1,0.07837704111099834
105,1-2,R1-R2,0.11936081895810782
105,1-3,R1-R3,0.1101135392041946
105,2-2,R2-R2,0.18842296854250576
105,2-3,R2-R3,0.20637243958978777
105,3-3,R3-R3,0.22722046633168302
106,1-1,R1-R1,0.07759380985527904
106,1-2,R1-R2,0.11406149666535484
106,1-3,R1-R3,0.118063860075677
106,2-2,R2-R2,0.18076574213499783
106,2-3,R2-R3,0.21290246330168303
106,3-3,R3-R3,0.24683301404703376
107,1-1,R1-R1,0.0735419252464707
107,1-2,R1-R2,0.10499827203108444
107,1-3,R1-R3,0.12092901920766587
107,2-2,R2-R2,0.19756544286724081
107,2-3,R2-R3,0.20311884497765334
107,3-3,R3-R3,0.2334823245679327
108,1-1,R1-R1,0.08861125134520854
108,1-2,R1-R2,0.11201137840588629
108,1-3,R1-R3,0.12223415154386601
108,2-2,R2-R2,0.18850185909289305
108,2-3,R2-R3,0.20724141164702245
108,3-3,R3-R3,0.23675636220778265
109,1-1,R1-R1,0.08549335517918406
109,1-2,R1-R2,0.11420631866840497
109,1-3,R1-R3,0.10195717221191865
109,2-2,R2-R2,0.19841174006680803
109,2-3,R2-R3,0.2027575347790137
109,3-3,R3-R3,0.23608395938815566
