draw,pair_key,pair_label,null_mean_jaccard
110,1-1,R1-R1,0.08943646841374114
110,1-2,R1-R2,0.11649066588326702
110,1-3,R1-R3,0.12778745387304094
110,2-2,R2-R2,0.18658044356899312
110,2-3,R2-R3,0.1990693493200825
110,3-3,R3-R3,0.24533028977653976
111,1-1,R1-R1,0.09183092358226048
111,1-2,R1-R2,0.11150368364429031
111,1-3,R1-R3,0.1336785259430818
111,2-2,R2-R2,0.18073130850910393
111,2-3,R2-R3,0.20964130839747325
111,3-3,R3-R3,0.2315160323381606
112,1-1,R1-R1,0.07139048588879716
112,1-2,R1-R2,0.10839025971856349
112,1-3,R1-R3,0.1259063352709104
112,2-2,R2-R2,0.18756930090240387
112,2-3,R2-R3,0.20970456880575192
112,3-3,R3-R3,0.22880664109566934
113,1-1,R1-R1,0.0760209190690474
113,1-2,R1-R2,0.11257978050918682
113,1-3,R1-R3,0.1208044418432112
113,2-2,R2-R2,0.19416696345698908
113,2-3,R2-R3,0.20751291955149162
113,3-3,R3-R3,0.2149962448508121
114,1-1,R1-R1,0.08908635309036378
114,1-2,R1-R2,0.11721903878528254
114,1-3,R1-R3,0.12792097706033428
114,2-2,R2-R2,0.18948205390894246
114,2-3,R2-R3,0.20335247728056002
114,3-3,R3-R3,0.21621182557405844
115,1-1,R1-R1,0.06609763280886276
115,1-2,R1-R2,0.10604863529901609
115,1-3,R1-R3,0.11518817250058183
115,2-2,R2-R2,0.18539945223269536
115,2-3,R2-R3,0.21753457222243616
115,3-3,R3-R3,0.23674585019121852
116,1-1,R1-R1,0.07282852570285726
116,1-2,R1-R2,0.11353749091763306
116,1-3,R1-R3,0.12168697378626142
116,2-2,R2-R2,0.1867739282187875
116,2-3,R2-R3,0.2077999852934552
116,3-3,R3-R3,0.23443881945143744
117,1-1,R1-R1,0.07883664134543672
117,1-2,R1-R2,0.11241337994290047
117,1-3,R1-R3,0.12237438978518848
117,2-2,R2-R2,0.19062028887906257
117,2-3,R2-R3,0.20564695740425715
117,3-3,R3-R3,0.2339012394697277
118,1-1,R1-R1,0.07093226638681184
118,1-2,R1-R2,0.11245000347754937
118,1-3,R1-R3,0.1066578744379167
118,2-2,R2-R2,0.19903350268118214
118,2-3,R2-R3,0.20606722474562802
118,3-3,R3-R3,0.22059788700876343
119,1-1,R1-R1,0.08088032733754659
119,1-2,R1-R2,0.1145734704598316
119,1-3,R1-R3,0.121693640841175
119,2-2,R2-R2,0.18456871783445203
119,2-3,R2-R3,0.20495757006116347
119,3-3,R3-R3,0.23122004350376804
120,1-1,R1-R1,0.0982678801194844
120,1-2,R1-R2,0.1125610885132992
120,1-3,R1-R3,0.1307409872643786
120,2-2,R2-R2,0.18643280227398829
120,2-3,R2-R3,0.20468496444758666
120,3-3,R3-R3,0.22985975729014504
121,1-1,R1-R1,0.08939472862566022
121,1-2,R1-R2,0.12046297524264238
121,1-3,R1-R3,0.12306254457369738
121,2-2,R2-R2,0.18584762354838053
121,2-3,R2-R3,0.2024913111041017
121,3-3,R3-R3,0.2250599288868361
122,1-1,R1-R1,0.09515149010645774
122,1-2,R1-R2,0.10684714203576096
122,1-3,R1-R3,0.109958577892809
122,2-2,R2-R2,0.18865578782296327
122,2-3,R2-R3,0.21084676238806727
122,3-3,R3-R3,0.24144251800200783
123,1-1,R1-R1,0.07916187471668754
123,1-2,R1-R2,0.11612460252610819
123,1-3,R1-R3,0.11939326795496218
123,2-2,R2-R2,0.1786573878341503
123,2-3,R2-R3,0.21091247025134893
123,3-3,R3-R3,0.24199970115643651
124,1-1,R1-R1,0.09736155852466012
124,1-2,R1-R2,0.11832496542545122
124,1-3,R1-R3,0.12465532906002218
124,2-2,R2-R2,0.18644401827942014
124,2-3,R2-R3,0.20187905274603427
124,3-3,R3-R3,0.2325397935546427
125,1-1,R1-R1,0.0631302842532789
125,1-2,R1-R2,0.1063762763806331
125,1-3,R1-R3,0.12430677656498552
125,2-2,R2-R2,0.17303035992742802
125,2-3,R2-R3,0.21857349282794877
125,3-3,R3-R3,0.2803499235382174
126,1-1,R1-R1,0.0727076055882698
126,1-2,R1-R2,0.10903442767504996
126,1-3,R1-R3,0.11643185528596119
126,2-2,R2-R2,0.18482034568908084
126,2-3,R2-R3,0.21206276869241392
126,3-3,R3-R3,0.24619603536855797
127,1-1,R1-R1,0.07104859605739144
127,1-2,R1-R2,0.10898157175936522
127,1-3,R1-R3,0.12265677260413074
127,2-2,R2-R2,0.19828002940014075
127,2-3,R2-R3,0.20297424153620555
127,3-3,R3-R3,0.22541263600515546
128,1-1,R1-R1,0.06826485335139992
128,1-2,R1-R2,0.1068520264982198
128,1-3,R1-R3,0.11741176980842576
128,2-2,R2-R2,0.18146334817588483
128,2-3,R2-R3,0.2160965204495245
128,3-3,R3-R3,0.23852493837893546
129,1-1,R1-R1,0.07741414853714321
129,1-2,R1-R2,0.10986445850434465
129,1-3,R1-R3,0.11370313910613156
129,2-2,R2-R2,0.1883746724430176
129,2-3,R2-R3,0.2103610911231836
129,3-3,R3-R3,0.2622723531336813
130,1-1,R1-R1,0.07480131153259495
130,1-2,R1-R2,0.10643558986945825
130,1-3,R1-R3,0.12037848344801244
130,2-2,R2-R2,0.18671546789534443
130,2-3,R2-R3,0.2141510938467344
130,3-3,R3-R3,0.24085256397202884
131,1-1,R1-R1,0.07014847526211164
131,1-2,R1-R2,0.11285865950967003
131,1-3,R1-R3,0.11676440321574441
131,2-2,R2-R2,0.19032747616007945
131,2-3,R2-R3,0.20645048615703399
131,3-3,R3-R3,0.2405904578974778
132,1-1,R1-R1,0.07245895939077758
132,1-2,R1-R2,0.11079265025130226
132,1-3,R1-R3,0.10700538289314737
132,2-2,R2-R2,0.19002645679719937
132,2-3,R2-R3,0.20827128513693574
132,3-3,R3-R3,0.2398724303100499
133,1-1,R1-R1,0.1015093470237011
133,1-2,R1-R2,0.12347696500828392
133,1-3,R1-R3,0.11989557058165229
133,2-2,R2-R2,0.19020454838558104
133,2-3,R2-R3,0.20405408856481047
133,3-3,R3-R3,0.2226089880953154
134,1-1,R1-R1,0.09706892557828387
134,1-2,R1-R2,0.11885152231692234
134,1-3,R1-R3,0.12164842060442088
134,2-2,R2-R2,0.1855919311126128
134,2-3,R2-R3,0.2062466205881642
134,3-3,R3-R3,0.22647531981744842
135,1-1,R1-R1,0.072479563181083
135,1-2,R1-R2,0.11648183702754474
135,1-3,R1-R3,0.12191065614515398
135,2-2,R2-R2,0.18513646178249862
135,2-3,R2-R3,0.20740323836014615
135,3-3,R3-R3,0.22685891724173904
136,1-1,R1-R1,0.07159357650667811
136,1-2,R1-R2,0.10691125070299808
136,1-3,R1-R3,0.11747356494088754
136,2-2,R2-R2,0.19075984136709476
136,2-3,R2-R3,0.21252113772791748
136,3-3,R3-R3,0.2183633683245301
137,1-1,R1-R1,0.07719237832874197
137,1-2,R1-R2,0.11996274821235842
137,1-3,R1-R3,0.1287494014236495
137,2-2,R2-R2,0.17971749019611719
137,2-3,R2-R3,0.20735487011123105
137,3-3,R3-R3,0.23330935060813612
138,1-1,R1-R1,0.0811707899943194
138,1-2,R1-R2,0.11595897999699221
138,1-3,R1-R3,0.13606341053048354
138,2-2,R2-R2,0.17811817004055214
138,2-3,R2-R3,0.20708905980234343
138,3-3,R3-R3,0.2414517330688319
139,1-1,R1-R1,0.10213728538559666
139,1-2,R1-R2,0.11800627467515075
139,1-3,R1-R3,0.12580578327714645
139,2-2,R2-R2,0.18047437912881484
139,2-3,R2-R3,0.20951047584094112
139,3-3,R3-R3,0.23590620824852648
140,1-1,R1-R1,0.06514367366640095
140,1-2,R1-R2,0.11222315932302514
140,1-3,R1-R3,0.11237390817090599
140,2-2,R2-R2,0.1925471396234008
140,2-3,R2-R3,0.21210737665537768
140,3-3,R3-R3,0.21471631124972637
141,1-1,R1-R1,0.08585946881401427
141,1-2,R1-R2,0.11863150859976265
141,1-3,R1-R3,0.11225323027940205
141,2-2,R2-R2,0.18184560156034982
141,2-3,R2-R3,0.21370514598899717
141,3-3,R3-R3,0.24389904733526233
142,1-1,R1-R1,0.0987967098261216
142,1-2,R1-R2,0.10780709304774423
142,1-3,R1-R3,0.12048478085282606
142,2-2,R2-R2,0.18727982074102154
142,2-3,R2-R3,0.20842971511286623
142,3-3,R3-R3,0.237229436391005
143,1-1,R1-R1,0.09257276937758221
143,1-2,R1-R2,0.10778202963554351
143,1-3,R1-R3,0.12271040749999816
143,2-2,R2-R2,0.17942614454692402
143,2-3,R2-R3,0.21202548138024485
143,3-3,R3-R3,0.2500460571733077
144,1-1,R1-R1,0.10618988730619747
144,1-2,R1-R2,0.11778474551760468
144,1-3,R1-R3,0.11689808501099547
144,2-2,R2-R2,0.19140490907225996
144,2-3,R2-R3,0.20089577256036997
144,3-3,R3-R3,0.21133016264871474
145,1-1,R1-R1,0.06710087571683405
145,1-2,R1-R2,0.10990755331240094
145,1-3,R1-R3,0.11247471029689778
145,2-2,R2-R2,0.1858334755597809
145,2-3,R2-R3,0.20865968965917916
145,3-3,R3-R3,0.24549322604678964
146,1-1,R1-R1,0.07780001737220987
146,1-2,R1-R2,0.11472173384075601
146,1-3,R1-R3,0.12513364574514294
146,2-2,R2-R2,0.17982896211722654
146,2-3,R2-R3,0.21097279334825614
146,3-3,R3-R3,0.2481870932623568
147,1-1,R1-R1,0.08858321812867267
147,1-2,R1-R2,0.10668349828898857
147,1-3,R1-R3,0.1275832893001744
147,2-2,R2-R2,0.1861641443280745
147,2-3,R2-R3,0.21188241953157785
147,3-3,R3-R3,0.25392960450348634
148,1-1,R1-R1,0.07127253902866061
148,1-2,R1-R2,0.11585377250028508
148,1-3,R1-R3,0.1070858997975204
148,2-2,R2-R2,0.19267620667082433
148,2-3,R2-R3,0.20646049322124643
148,3-3,R3-R3,0.23664439597390513
149,1-1,R1-R1,0.08770066675357978
149,1-2,R1-R2,0.10664543327407229
149,1-3,R1-R3,0.1181911692678012
149,2-2,R2-R2,0.18071305519474823
149,2-3,R2-R3,0.21733914340783578
149,3-3,R3-R3,0.2502632001466092
150,1-1,R1-R1,0.07819371656270052
150,1-2,R1-R2,0.1104161273949265
150,1-3,R1-R3,0.12661281265689997
150,2-2,R2-R2,0.18061729393580625
150,2-3,R2-R3,0.2040901834270298
150,3-3,R3-R3,0.2708106965010915
151,1-1,R1-R1,0.0903585261539807
151,1-2,R1-R2,0.11524006551047658
151,1-3,R1-R3,0.11094373160534061
151,2-2,R2-R2,0.18599285371519692
151,2-3,R2-R3,0.20780447711633782
151,3-3,R3-R3,0.2344772868096074
152,1-1,R1-R1,0.0893195843413969
152,1-2,R1-R2,0.11741361502454913
152,1-3,R1-R3,0.1217813991794088
152,2-2,R2-R2,0.17977493255271643
152,2-3,R2-R3,0.21241940374413187
152,3-3,R3-R3,0.2381547672538491
153,1-1,R1-R1,0.07433011012556467
153,1-2,R1-R2,0.11461574305283542
153,1-3,R1-R3,0.11403904792542227
153,2-2,R2-R2,0.19179977370267046
153,2-3,R2-R3,0.20681255386670844
153,3-3,R3-R3,0.22629461049588895
154,1-1,R1-R1,0.06969402800918421
154,1-2,R1-R2,0.12386989644468581
154,1-3,R1-R3,0.11699849834381866
154,2-2,R2-R2,0.18779785262150614
154,2-3,R2-R3,0.20275761232155767
154,3-3,R3-R3,0.21951723887410574
155,1-1,R1-R1,0.07757269683282911
155,1-2,R1-R2,0.11995689834596063
155,1-3,R1-R3,0.11436209293641156
155,2-2,R2-R2,0.19167764801266118
155,2-3,R2-R3,0.20550109402583847
155,3-3,R3-R3,0.22729168240943345
156,1-1,R1-R1,0.09030459167491255
156,1-2,R1-R2,0.11397163796461975
156,1-3,R1-R3,0.1133837605581106
156,2-2,R2-R2,0.18825929330241808
156,2-3,R2-R3,0.20594108902540245
156,3-3,R3-R3,0.22657330820617758
157,1-1,R1-R1,0.08387036959194291
157,1-2,R1-R2,0.10957776864301787
157,1-3,R1-R3,0.11373693987809193
157,2-2,R2-R2,0.18209118394882953
157,2-3,R2-R3,0.21535020864503562
157,3-3,R3-R3,0.2446849127813118
158,1-1,R1-R1,0.09197178217900143
158,1-2,R1-R2,0.11156262113837379
158,1-3,R1-R3,0.11806656504848317
158,2-2,R2-R2,0.19053866426420182
158,2-3,R2-R3,0.20362910008491308
158,3-3,R3-R3,0.23738939838229314
159,1-1,R1-R1,0.07199810332374364
159,1-2,R1-R2,0.11100638813050837
159,1-3,R1-R3,0.11840943440368484
159,2-2,R2-R2,0.18216286287799346
159,2-3,R2-R3,0.21274076051779442
159,3-3,R3-R3,0.24047073726322984
160,1-1,R1-R1,0.09000068682555314
160,1-2,R1-R2,0.11792733740804645
160,1-3,R1-R3,0.12759700307519664
160,2-2,R2-R2,0.18367177363262435
160,2-3,R2-R3,0.2014795285947662
160,3-3,R3-R3,0.24060516156428388
161,1-1,R1-R1,0.07972389068645754
161,1-2,R1-R2,0.11087533214738399
161,1-3,R1-R3,0.11102263936096966
161,2-2,R2-R2,0.1954563471148156
161,2-3,R2-R3,0.20770714851119043
161,3-3,R3-R3,0.22829224687295124
162,1-1,R1-R1,0.06773273791286738
162,1-2,R1-R2,0.11227186518680218
162,1-3,R1-R3,0.11349190895801822
162,2-2,R2-R2,0.18675815512374477
162,2-3,R2-R3,0.2113211816999898
162,3-3,R3-R3,0.22902053325405616
163,1-1,R1-R1,0.08521803508434525
163,1-2,R1-R2,0.10658428061247269
163,1-3,R1-R3,0.11300072899462549
163,2-2,R2-R2,0.19716834287961574
163,2-3,R2-R3,0.2066845091093438
163,3-3,R3-R3,0.22862642965317895
164,1-1,R1-R1,0.10234702166520349
164,1-2,R1-R2,0.11159177471031174
164,1-3,R1-R3,0.13067383291620976
164,2-2,R2-R2,0.1844878548463566
164,2-3,R2-R3,0.20849938763243903
164,3-3,R3-R3,0.22079293412421502
165,1-1,R1-R1,0.08560292574330007
165,1-2,R1-R2,0.11605229531237106
165,1-3,R1-R3,0.12189640178905019
165,2-2,R2-R2,0.18555413847101537
165,2-3,R2-R3,0.20834163196448524
165,3-3,R3-R3,0.22760980329323438
166,1-1,R1-R1,0.08339509816782543
166,1-2,R1-R2,0.11111277867891267
166,1-3,R1-R3,0.10984896086463204
166,2-2,R2-R2,0.18950702637874647
166,2-3,R2-R3,0.21126294548843247
166,3-3,R3-R3,0.22440061344046935
167,1-1,R1-R1,0.07644934536645766
167,1-2,R1-R2,0.10896821980211399
167,1-3,R1-R3,0.12101491802485981
167,2-2,R2-R2,0.18575054072088892
167,2-3,R2-R3,0.21119821656660395
167,3-3,R3-R3,0.24108788595412806
168,1-1,R1-R1,0.09461341442589684
168,1-2,R1-R2,0.11791716204208533
168,1-3,R1-R3,0.11686045663999314
168,2-2,R2-R2,0.18138531076829909
168,2-3,R2-R3,0.20767584363393915
168,3-3,R3-R3,0.24179948062635606
169,1-1,R1-R1,0.08526549084704163
169,1-2,R1-R2,0.11191660065802843
169,1-3,R1-R3,0.11609318445517526
169,2-2,R2-R2,0.1828452734759073
169,2-3,R2-R3,0.21023231857296285
169,3-3,R3-R3,0.25272107497354995
170,1-1,R1-R1,0.0851082520798254
170,1-2,R1-R2,0.10316415782801036
170,1-3,R1-R3,0.11635558464014689
170,2-2,R2-R2,0.18745382976633448
170,2-3,R2-R3,0.21429907399254328
170,3-3,R3-R3,0.24323299875126692
171,1-1,R1-R1,0.0719146188661387
171,1-2,R1-R2,0.12139388258128102
171,1-3,R1-R3,0.11494391650346263
171,2-2,R2-R2,0.18796251232043568
171,2-3,R2-R3,0.20303678687785526
171,3-3,R3-R3,0.2324938650876095
172,1-1,R1-R1,0.08312461480207049
172,1-2,R1-R2,0.11634308167766372
172,1-3,R1-R3,0.11702798393989587
172,2-2,R2-R2,0.1822253352601406
172,2-3,R2-R3,0.20951353553249555
172,3-3,R3-R3,0.23253728294917994
173,1-1,R1-R1,0.0659063888676188
173,1-2,R1-R2,0.11179303149463227
173,1-3,R1-R3,0.12049799443675825
173,2-2,R2-R2,0.18090701317683522
173,2-3,R2-R3,0.21464194613700277
173,3-3,R3-R3,0.23842744335979058
174,1-1,R1-R1,0.08445675313990822
174,1-2,R1-R2,0.11717808093623852
174,1-3,R1-R3,0.1146324879061452
174,2-2,R2-R2,0.18444208364147519
174,2-3,R2-R3,0.20940831056157277
174,3-3,R3-R3,0.2351578772005642
175,1-1,R1-R1,0.09234879021854817
175,1-2,R1-R2,0.11259157928070558
175,1-3,R1-R3,0.12813474697410326
175,2-2,R2-R2,0.18639180012280304
175,2-3,R2-R3,0.20045009090582536
175,3-3,R3-R3,0.2505624998127717
176,1-1,R1-R1,0.109502771935927
176,1-2,R1-R2,0.12628559657026162
176,1-3,R1-R3,0.1182949643071388
176,2-2,R2-R2,0.18460884195780167
176,2-3,R2-R3,0.19690035767431827
176,3-3,R3-R3,0.2487285598473435
177,1-1,R1-R1,0.09739528766935183
177,1-2,R1-R2,0.11419963419210158
177,1-3,R1-R3,0.11715000777563642
177,2-2,R2-R2,0.1878664818753379
177,2-3,R2-R3,0.2090860800199473
177,3-3,R3-R3,0.2393914977149608
178,1-1,R1-R1,0.08428440988601416
178,1-2,R1-R2,0.10912127338733736
178,1-3,R1-R3,0.12150129919180402
178,2-2,R2-R2,0.18069010202748007
178,2-3,R2-R3,0.2085379817837858
178,3-3,R3-R3,0.2570045525785128
179,1-1,R1-R1,0.08568079400298653
179,1-2,R1-R2,0.11544537570372919
179,1-3,R1-R3,0.12454977843988807
179,2-2,R2-R2,0.1788126763812581
179,2-3,R2-R3,0.2087081251838423
179,3-3,R3-R3,0.26708785685409064
180,1-1,R1-R1,0.08818048904947301
180,1-2,R1-R2,0.1209260942046821
180,1-3,R1-R3,0.119172382891124
180,2-2,R2-R2,0.18649976320550637
180,2-3,R2-R3,0.21095257653923521
180,3-3,R3-R3,0.21907792417551838
181,1-1,R1-R1,0.0752571165426499
181,1-2,R1-R2,0.11817998564884061
181,1-3,R1-R3,0.11971007734053736
181,2-2,R2-R2,0.19304762860767044
181,2-3,R2-R3,0.20415916727517713
181,3-3,R3-R3,0.22469055325365317
182,1-1,R1-R1,0.0664355190758934
182,1-2,R1-R2,0.10929398455911851
182,1-3,R1-R3,0.11655430852052578
182,2-2,R2-R2,0.18202381569157774
182,2-3,R2-R3,0.21279540794798027
182,3-3,R3-R3,0.26044897330999944
183,1-1,R1-R1,0.0741143286017336
183,1-2,R1-R2,0.11422667037267098
183,1-3,R1-R3,0.11514929894078918
183,2-2,R2-R2,0.18426916561358392
183,2-3,R2-R3,0.2091953866081664
183,3-3,R3-R3,0.23354722847092566
184,1-1,R1-R1,0.0717604550826476
184,1-2,R1-R2,0.1127051336457024
184,1-3,R1-R3,0.12265135826548683
184,2-2,R2-R2,0.1835714324128393
184,2-3,R2-R3,0.20771757097895344
184,3-3,R3-R3,0.24543054356077254
185,1-1,R1-R1,0.0854914133411178
185,1-2,R1-R2,0.11814222211583904
185,1-3,R1-R3,0.12638976825939757
185,2-2,R2-R2,0.1828683281338692
185,2-3,R2-R3,0.20293943672452958
185,3-3,R3-R3,0.23836702947776262
186,1-1,R1-R1,0.07786206877995505
186,1-2,R1-R2,0.10034702813531678
186,1-3,R1-R3,0.11369610137146052
186,2-2,R2-R2,0.1915060106965076
186,2-3,R2-R3,0.21457736262997185
186,3-3,R3-R3,0.22827017524144513
187,1-1,R1-R1,0.0711855125959404
187,1-2,R1-R2,0.11111081157595903
187,1-3,R1-R3,0.1221028930216648
187,2-2,R2-R2,0.19583498144876366
187,2-3,R2-R3,0.2100303640008422
187,3-3,R3-R3,0.2201395507338306
188,1-1,R1-R1,0.07776993407974268
188,1-2,R1-R2,0.1142186656979223
188,1-3,R1-R3,0.1211478355361967
188,2-2,R2-R2,0.18775873762504125
188,2-3,R2-R3,0.20734794827797046
188,3-3,R3-R3,0.22703783575856928
189,1-1,R1-R1,0.09174675246832578
189,1-2,R1-R2,0.11822739689697687
189,1-3,R1-R3,0.11709639073353534
189,2-2,R2-R2,0.17977918404466164
189,2-3,R2-R3,0.20946524996288354
189,3-3,R3-R3,0.22636396213854756
190,1-1,R1-R1,0.0785060944908257
190,1-2,R1-R2,0.12103186310005407
190,1-3,R1-R3,0.11151432152187073
190,2-2,R2-R2,0.19278248669033532
190,2-3,R2-R3,0.20256704504007728
190,3-3,R3-R3,0.23446385481274112
191,1-1,R1-R1,0.08349711134681582
191,1-2,R1-R2,0.1186061762960782
191,1-3,R1-R3,0.1308336393401538
191,2-2,R2-R2,0.18529997665681475
191,2-3,R2-R3,0.2013802419929068
191,3-3,R3-R3,0.22429206386649564
192,1-1,R1-R1,0.08750687222577173
192,1-2,R1-R2,0.11344082420440176
192,1-3,R1-R3,0.12099000969508908
192,2-2,R2-R2,0.18251260600115307
192,2-3,R2-R3,0.2058699376712004
192,3-3,R3-R3,0.24715549707375606
193,1-1,R1-R1,0.09396510007437393
193,1-2,R1-R2,0.11986141454938627
193,1-3,R1-R3,0.12268536057899672
193,2-2,R2-R2,0.180743103828129
193,2-3,R2-R3,0.2085724576297536
193,3-3,R3-R3,0.2260847876497843
194,1-1,R1-R1,0.11263311604220695
194,1-2,R1-R2,0.11176856848605356
194,1-3,R1-R3,0.1366406497170928
194,2-2,R2-R2,0.17960648330100187
194,2-3,R2-R3,0.20108693479459425
194,3-3,R3-R3,0.23891943995330098
195,1-1,R1-R1,0.06738491009881384
195,1-2,R1-R2,0.11268508355568237
195,1-3,R1-R3,0.12033168909877677
195,2-2,R2-R2,0.18415774423663167
195,2-3,R2-R3,0.20793337724088318
195,3-3,R3-R3,0.2532310645106541
196,1-1,R1-R1,0.07091164678063075
196,1-2,R1-R2,0.1103229096157499
196,1-3,R1-R3,0.11474240101818912
196,2-2,R2-R2,0.18243185816875654
196,2-3,R2-R3,0.21371984263650162
196,3-3,R3-R3,0.24666132622910059
197,1-1,R1-R1,0.0741884081456274
197,1-2,R1-R2,0.1070325853451286
197,1-3,R1-R3,0.11862199806130591
197,2-2,R2-R2,0.18749624172237656
197,2-3,R2-R3,0.21130545626283712
197,3-3,R3-R3,0.2500173711960888
198,1-1,R1-R1,0.08571331990449636
198,1-2,R1-R2,0.10676250068941054
198,1-3,R1-R3,0.1270807445890945
198,2-2,R2-R2,0.18077431700314003
198,2-3,R2-R3,0.21384749939397546
198,3-3,R3-R3,0.2490541118205549
199,1-1,R1-R1,0.08804630950352875
199,1-2,R1-R2,0.12183720823827707
199,1-3,R1-R3,0.119606016636645
199,2-2,R2-R2,0.19093502004797838
199,2-3,R2-R3,0.20058572028752156
199,3-3,R3-R3,0.21949467250252078
