validation_id,outcome_id,year,instrument,title,option_a_primary,option_a_secondary,option_b_primary,option_b_secondary
OV180,Resolution 4 (2017),2017,Resolution,Green Expedition in the Antarctic.,Environmental Protection General,,INSUFFICIENT_TITLE,
