scope,n_sample,population_titles,coverage,exact_top1,primary_in_top3,same_descriptive_region,mean_human_model_proximity,coverage_ci_low,coverage_ci_high,exact_top1_ci_low,exact_top1_ci_high,primary_in_top3_ci_low,primary_in_top3_ci_high,same_descriptive_region_ci_low,same_descriptive_region_ci_high,mean_human_model_proximity_ci_low,mean_human_model_proximity_ci_high
stratified_120_design_weighted_to_740,89,584,0.9450524076380242,0.7724964608710054,0.9470754944028229,0.9148778851793997,0.8645066007310388,0.892226351701951,0.9841479867164801,0.6820855487895447,0.8549863566620798,0.900857192882619,0.9844075049399431,0.8601574603063504,0.9628614893073637,0.8076277578512494,0.9144355425862863
