query_from,query_to,query_cat,query_topic,query_status,query_doc_type,result_page,result_index,arec_id,aatm_id,irec_no,instrument_no,year_meeting,meeting_no,meeting_city,subject,detail_url,title,legal_status,adoption_date,entry_into_force,approval_count,approval_countries,approval_dates,approval_text,characteristic_count,characteristic_links,characteristics_json,approvals_json,content,parse_error
01/01/1958,01/01/2158,0,0,0,2,1,0,839,98,M1,1,2025,ATCM 47 - CEP 27,Milan,"Antarctic Specially Protected Area No 162 (Mawson’s Huts, Cape Denison, Commonwealth Bay, George V Land, East Antarctica): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/839?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 1 (2025) - ATCM 47 - CEP 27, Milan",Effective 01/12/2025 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 1 Dec 2025,6,https://documents.ats.aq/recatt/att791_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 162 (Mawson’s Huts, Cape Denison, Commonwealth Bay, George V Land, East Antarctica): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 01/12/2025 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Mawson's Huts (ASPA 162)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 162 (Mawson’s Huts, Cape Denison, Commonwealth Bay, George V Land, East Antarctica): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att791_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""113"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,1,840,98,M2,2,2025,ATCM 47 - CEP 27,Milan,"Antarctic Specially Protected Area No 169 (Amanda Bay, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/840?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 2 (2025) - ATCM 47 - CEP 27, Milan",Effective 01/12/2025 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 1 Dec 2025,6,https://documents.ats.aq/recatt/att792_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 169 (Amanda Bay, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 01/12/2025 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Amanda Bay (ASPA 169)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 169 (Amanda Bay, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att792_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""113"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,2,841,98,M3,3,2025,ATCM 47 - CEP 27,Milan,"Antarctic Specially Protected Area No 143 (Marine Plain, Mule Peninsula, Vestfold Hills, Princess Elizabeth Land): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/841?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 3 (2025) - ATCM 47 - CEP 27, Milan",Effective 01/12/2025 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 1 Dec 2025,6,https://documents.ats.aq/recatt/att793_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 143 (Marine Plain, Mule Peninsula, Vestfold Hills, Princess Elizabeth Land): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 01/12/2025 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Marine Plain (ASPA 143)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 143 (Marine Plain, Mule Peninsula, Vestfold Hills, Princess Elizabeth Land): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att793_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""113"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,3,813,97,M1,1,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 116 (New College Valley, Caughley Beach, Cape Bird, Ross Island): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/813?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 1 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att772_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 116 (New College Valley, Caughley Beach, Cape Bird, Ross Island): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- New College Valley (ASPA 116)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area 116 (New College Valley, Caughley Beach, Cape Bird, Ross Island): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att772_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,4,814,97,M2,2,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 128 (Western shore of Admiralty Bay, King George Island, South Shetland Islands): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/814?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 2 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att773_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 128 (Western shore of Admiralty Bay, King George Island, South Shetland Islands): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Admiralty Bay (ASPA 128)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area 128 (Western shore of Admiralty Bay, King George Island, South Shetland Islands): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att773_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,5,815,97,M3,3,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 135 (North-east Bailey Peninsula, Budd Coast, Wilkes Land): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/815?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 3 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att774_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 135 (North-east Bailey Peninsula, Budd Coast, Wilkes Land): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Bailey Peninsula (ASPA 135)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 135 (North-east Bailey Peninsula, Budd Coast, Wilkes Land): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att774_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,6,816,97,M4,4,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 136 (Clark Peninsula, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/816?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 4 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att775_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 136 (Clark Peninsula, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Clark Peninsula (ASPA 136)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 136 (Clark Peninsula, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att775_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,7,817,97,M5,5,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 137 (Northwest White Island, McMurdo Sound): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/817?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 5 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att776_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 137 (Northwest White Island, McMurdo Sound): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- White Island (ASPA 137)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 137 (Northwest White Island, McMurdo Sound): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att776_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,8,818,97,M6,6,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 141 (Yukidori Valley, Langhovde, Lützow-Holm Bay): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/818?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 6 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att777_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 141 (Yukidori Valley, Langhovde, Lützow-Holm Bay): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Yukidori Valley (ASPA 141)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 141 (Yukidori Valley, Langhovde, Lützow-Holm Bay): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att777_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,9,819,97,M7,7,2024,ATCM 46 - CEP 26,Kochi,Antarctic Specially Protected Area No 142 (Svarthamaren): Revised Management Plan,https://www.ats.aq/devAS/Meetings/Measure/819?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 7 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att778_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 142 (Svarthamaren): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Svarthamaren (ASPA 142)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 142 (Svarthamaren): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att778_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,10,820,97,M8,8,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 151 (Lions Rump, King George Island, South Shetland Islands): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/820?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 8 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att779_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 151 (Lions Rump, King George Island, South Shetland Islands): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Lions Rump (ASPA 151)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 151 (Lions Rump, King George Island, South Shetland Islands): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att779_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,11,821,97,M9,9,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 154 (Botany Bay, Cape Geology, Victoria Land): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/821?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 9 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att780_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 154 (Botany Bay, Cape Geology, Victoria Land): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Botany Bay (ASPA 154)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 154 (Botany Bay, Cape Geology, Victoria Land): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att780_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,12,822,97,M10,10,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 160 (Frazier Islands, Windmill Islands, Wilkes Land, East Antarctica): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/822?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 10 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att781_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 160 (Frazier Islands, Windmill Islands, Wilkes Land, East Antarctica): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Frazier Islands (ASPA 160)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 160 (Frazier Islands, Windmill Islands, Wilkes Land, East Antarctica): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att781_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,13,823,97,M11,11,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 161 (Terra Nova Bay, Ross Sea): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/823?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 11 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att782_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 161 (Terra Nova Bay, Ross Sea): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Terra Nova Bay (ASPA 161)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 161 (Terra Nova Bay, Ross Sea): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att782_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,1,14,824,97,M12,12,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 171 (Narębski Point, Barton Peninsula, King George Island): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/824?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 12 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att783_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 171 (Narębski Point, Barton Peninsula, King George Island): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Narębski Point (ASPA 171)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 171 (Narębski Point, Barton Peninsula, King George Island): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att783_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,2,0,825,97,M13,13,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 173 (Cape Washington and Silverfish Bay, Terra Nova Bay, Ross Sea): Revised Management Plan",https://www.ats.aq/devAS/Meetings/Measure/825?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 13 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att784_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 173 (Cape Washington and Silverfish Bay, Terra Nova Bay, Ross Sea): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Cape Washington and Silverfish Bay, Terra Nova Bay, Ross Sea (ASPA 173)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 173 (Cape Washington and Silverfish Bay, Terra Nova Bay, Ross Sea): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att784_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,2,1,826,97,M14,14,2024,ATCM 46 - CEP 26,Kochi,Antarctic Specially Protected Area No 175 (High Altitude Geothermal sites of the Ross Sea region): Revised Management Plan,https://www.ats.aq/devAS/Meetings/Measure/826?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 14 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att785_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 175 (High Altitude Geothermal sites of the Ross Sea region): Revised Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- High Altitude Geothermal sites (ASPA 175)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 175 (High Altitude Geothermal sites of the Ross Sea region): Revised Management Plan"",""Url"":""https://documents.ats.aq/recatt/att785_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,2,2,827,97,M15,15,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 180 (Danger Islands Archipelago, North-eastern Antarctic Peninsula): Management Plan",https://www.ats.aq/devAS/Meetings/Measure/827?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 15 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att786_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 180 (Danger Islands Archipelago, North-eastern Antarctic Peninsula): Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Danger Islands Archipelago (ASPA 180)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 180 (Danger Islands Archipelago, North-eastern Antarctic Peninsula): Management Plan"",""Url"":""https://documents.ats.aq/recatt/att786_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,2,3,828,97,M16,16,2024,ATCM 46 - CEP 26,Kochi,"Antarctic Specially Protected Area No 181 (Farrier Col, Horseshoe Island, Marguerite Bay): Management Plan",https://www.ats.aq/devAS/Meetings/Measure/828?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 16 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att787_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 181 (Farrier Col, Horseshoe Island, Marguerite Bay): Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Farrier Col (ASPA 181)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 181 (Farrier Col, Horseshoe Island, Marguerite Bay): Management Plan"",""Url"":""https://documents.ats.aq/recatt/att787_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,2,4,829,97,M17,17,2024,ATCM 46 - CEP 26,Kochi,Antarctic Specially Protected Area No 182 (Western Bransfield Strait and Eastern Dallmann Bay): Management Plan,https://www.ats.aq/devAS/Meetings/Measure/829?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 17 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,https://documents.ats.aq/recatt/att788_e.pdf,"[{""Title"":""Subject"",""Text"":""Antarctic Specially Protected Area No 182 (Western Bransfield Strait and Eastern Dallmann Bay): Management Plan"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Area protection and management"",""Url"":null},{""Title"":""Topics"",""Text"":""- Bransfield Strait (ASPA 152)\n                                - Dallmann Bay (ASPA 153)\n                                - Western Bransfield Strait and Eastern Dallman Bay (ASPA 182)"",""Url"":null},{""Title"":""Attachments"",""Text"":""Antarctic Specially Protected Area No 182 (Western Bransfield Strait and Eastern Dallmann Bay): Management Plan"",""Url"":""https://documents.ats.aq/recatt/att788_e.pdf""},{""Title"":""Relevant Final Report paragraph"",""Text"":""92"",""Url"":null}]",null,,
01/01/1958,01/01/2158,0,0,0,2,2,5,830,97,M18,18,2024,ATCM 46 - CEP 26,Kochi,"Revised List of Antarctic Historic Sites and Monuments: new Historic Sites and Monuments No 96 and updating information for Historic Sites and Monuments No 93, 63, 75, and 24",https://www.ats.aq/devAS/Meetings/Measure/830?s=1&iframe=1&from=01/01/1958&to=01/01/2158&cat=0&top=0&type=2&stat=0&txt=&curr=0,"Measure 18 (2024) - ATCM 46 - CEP 26, Kochi",Effective 28/10/2024 (Fast Approval),,,0,,,Fast Approval: Entered into effect on 28 Oct 2024,6,,"[{""Title"":""Subject"",""Text"":""Revised List of Antarctic Historic Sites and Monuments: new Historic Sites and Monuments No 96 and updating information for Historic Sites and Monuments No 93, 63, 75, and 24"",""Url"":null},{""Title"":""Status"",""Text"":""Effective 28/10/2024 (Fast Approval)"",""Url"":null},{""Title"":""Category"",""Text"":""Historic Sites and Monuments"",""Url"":null},{""Title"":""Topics"",""Text"":""- Amundsen’s cairn (HSM 24)\n                                - Base Y (HSM 63)\n                                - Commemorative plaque commemorating the first visit to the Lake Untersee area (HSM 96)\n                                - Endurance, Wreck of the vessel owned and used by Sir Ernest Shackleton during his 1914-15 Trans-Antarctic Expedition (HSM 93)\n                                - Hillary's TAE/IGY Hut 'A', Geomagnetic Huts ‘G’ and ‘H’ (HSM 75 )"",""Url"":null},{""Title"":""Attachments"",""Text"":"""",""Url"":null},{""Title"":""Relevant Final Report paragraph"",""Text"":""100"",""Url"":null}]",null,,
